Query	Hit type	PSSM-ID	From	To	E-Value	Bitscore	Accession	Short name	Incomplete	Superfamily
Q#1061 - 3CFVB	superfamily	356469	125	405	5.84388e-34	127.836	cl29593	WD40 superfamily	 - 	 - 
Q#1061 - 3CFVB	specific	338297	21	89	6.10749e-30	109.963	pfam12265	CAF1C_H4-bd	 - 	cl13671
Q#1061 - 3CFVB	multi-dom	225201	116	410	1.80663e-29	119.038	COG2319	WD40	NC	 - 
Q#1062 - 3CFVE	superfamily	185397	1	18	0.000101685	34.3294	cl29688	PTZ00015 superfamily	NC	 - 
Q#1063 - 3CFVF	superfamily	185397	1	18	0.000101685	34.3294	cl29688	PTZ00015 superfamily	NC	 - 
Q#1064 - 3DB3A	specific	314940	10	160	2.80668e-90	259.446	pfam12148	TTD	 - 	cl13567
Q#1066 - 3F9WA	specific	214614	38	155	2.59109e-29	103.953	smart00317	SET	 - 	cl02566
Q#1067 - 3F9WB	specific	214614	38	155	2.59109e-29	103.953	smart00317	SET	 - 	cl02566
Q#1068 - 3F9WC	specific	214614	38	155	2.59109e-29	103.953	smart00317	SET	 - 	cl02566
Q#1069 - 3F9WD	specific	214614	38	155	2.59109e-29	103.953	smart00317	SET	 - 	cl02566
Q#1074 - 3F9XA	specific	214614	38	155	2.59109e-29	103.953	smart00317	SET	 - 	cl02566
Q#1075 - 3F9XB	specific	214614	38	155	2.59109e-29	103.953	smart00317	SET	 - 	cl02566
Q#1076 - 3F9XC	specific	214614	38	155	2.59109e-29	103.953	smart00317	SET	 - 	cl02566
Q#1077 - 3F9XD	specific	214614	38	155	2.59109e-29	103.953	smart00317	SET	 - 	cl02566
Q#1082 - 3F9YA	specific	214614	38	155	2.59109e-29	103.953	smart00317	SET	 - 	cl02566
Q#1083 - 3F9YB	specific	214614	38	155	2.59109e-29	103.953	smart00317	SET	 - 	cl02566
Q#1086 - 3F9ZA	specific	334287	41	151	1.36732e-28	101.811	pfam00856	SET	 - 	cl02566
Q#1087 - 3F9ZB	specific	334287	41	151	1.36732e-28	101.811	pfam00856	SET	 - 	cl02566
Q#1088 - 3F9ZC	specific	334287	41	151	1.36732e-28	101.811	pfam00856	SET	 - 	cl02566
Q#1089 - 3F9ZD	specific	334287	41	151	1.36732e-28	101.811	pfam00856	SET	 - 	cl02566
Q#1094 - 3FDTA	superfamily	355790	3	52	4.52498e-27	91.5911	cl28914	CD_CSD superfamily	 - 	 - 
Q#1094 - 3FDTA	multi-dom	334050	4	53	5.9307e-14	58.7531	pfam00385	Chromo	 - 	 - 
Q#1096 - 3G7LA	superfamily	355790	7	58	1.82933e-17	67.8604	cl28914	CD_CSD superfamily	 - 	 - 
Q#1096 - 3G7LA	multi-dom	334050	8	46	3.08684e-13	56.8271	pfam00385	Chromo	C	 - 
Q#1098 - 3GL6A	specific	277156	1	52	1.97707e-21	77.4182	cd15686	PHD3_KDM5A	 - 	cl22851
Q#1100 - 3GV6A	superfamily	355790	1	58	6.99713e-24	83.9518	cl28914	CD_CSD superfamily	 - 	 - 
Q#1100 - 3GV6A	multi-dom	334050	4	53	1.54843e-12	54.9012	pfam00385	Chromo	 - 	 - 
Q#1102 - 3HNAA	specific	214614	147	269	2.02044e-39	133.999	smart00317	SET	 - 	cl02566
Q#1102 - 3HNAA	specific	128744	33	131	1.56268e-24	94.4053	smart00468	PreSET	 - 	cl02622
Q#1102 - 3HNAA	multi-dom	335991	35	139	4.09037e-27	101.34	pfam05033	Pre-SET	 - 	 - 
Q#1103 - 3HNAB	specific	214614	147	269	2.02044e-39	133.999	smart00317	SET	 - 	cl02566
Q#1103 - 3HNAB	specific	128744	33	131	1.56268e-24	94.4053	smart00468	PreSET	 - 	cl02622
Q#1103 - 3HNAB	multi-dom	335991	35	139	4.09037e-27	101.34	pfam05033	Pre-SET	 - 	 - 
Q#1106 - 3HSVA	specific	239743	7	145	7.62933e-92	262.097	cd03774	MATH_SPOP	 - 	cl02446
Q#1107 - 3HSVB	specific	239743	7	145	7.62933e-92	262.097	cd03774	MATH_SPOP	 - 	cl02446
Q#1109 - 3IIDA	specific	239232	20	203	1.95885e-120	339.132	cd02904	Macro_H2A_like	 - 	cl00019
Q#1110 - 3IIFA	specific	239232	20	203	1.95885e-120	339.132	cd02904	Macro_H2A_like	 - 	cl00019
Q#1111 - 3IIFB	specific	239232	20	203	1.95885e-120	339.132	cd02904	Macro_H2A_like	 - 	cl00019
Q#1112 - 3IIFC	specific	239232	20	203	1.95885e-120	339.132	cd02904	Macro_H2A_like	 - 	cl00019
Q#1113 - 3IIWA	superfamily	356469	74	362	4.31485e-22	94.324	cl29593	WD40 superfamily	 - 	 - 
Q#1113 - 3IIWA	multi-dom	225201	3	364	2.09668e-14	73.9695	COG2319	WD40	N	 - 
Q#1115 - 3IIYA	superfamily	356469	74	362	1.31982e-22	95.8648	cl29593	WD40 superfamily	 - 	 - 
Q#1115 - 3IIYA	multi-dom	225201	3	364	6.06879e-14	72.4287	COG2319	WD40	N	 - 
Q#1117 - 3IJ0A	superfamily	356469	74	362	1.31982e-22	95.8648	cl29593	WD40 superfamily	 - 	 - 
Q#1117 - 3IJ0A	multi-dom	225201	3	364	6.06879e-14	72.4287	COG2319	WD40	N	 - 
Q#1119 - 3IJ1A	superfamily	356469	74	362	1.31982e-22	95.8648	cl29593	WD40 superfamily	 - 	 - 
Q#1119 - 3IJ1A	multi-dom	225201	3	364	6.06879e-14	72.4287	COG2319	WD40	N	 - 
Q#1121 - 3IVBA	specific	239743	7	145	8.04543e-93	264.409	cd03774	MATH_SPOP	 - 	cl02446
Q#1123 - 3JPXA	superfamily	356469	111	399	2.52844e-22	95.4796	cl29593	WD40 superfamily	 - 	 - 
Q#1123 - 3JPXA	multi-dom	225201	40	401	1.26072e-14	75.1251	COG2319	WD40	N	 - 
Q#1125 - 3JVKA	specific	99929	21	127	2.45136e-80	231.156	cd05497	Bromo_Brdt_I_like	 - 	cl02556
Q#1127 - 3JZGA	superfamily	356469	111	399	2.52844e-22	95.4796	cl29593	WD40 superfamily	 - 	 - 
Q#1127 - 3JZGA	multi-dom	225201	40	401	1.26072e-14	75.1251	COG2319	WD40	N	 - 
Q#1129 - 3JZHA	superfamily	356469	111	399	2.52844e-22	95.4796	cl29593	WD40 superfamily	 - 	 - 
Q#1129 - 3JZHA	multi-dom	225201	40	401	1.26072e-14	75.1251	COG2319	WD40	N	 - 
Q#1131 - 3K24A	specific	333848	1	218	8.33435e-117	331.038	pfam00112	Peptidase_C1	 - 	cl23744
Q#1132 - 3K24B	specific	333848	1	218	8.33435e-117	331.038	pfam00112	Peptidase_C1	 - 	cl23744
Q#1135 - 3K26A	superfamily	356469	75	363	4.12022e-22	94.7092	cl29593	WD40 superfamily	 - 	 - 
Q#1135 - 3K26A	multi-dom	225201	4	365	2.1554e-14	73.9695	COG2319	WD40	N	 - 
Q#1137 - 3K27A	superfamily	356469	75	363	4.12022e-22	94.7092	cl29593	WD40 superfamily	 - 	 - 
Q#1137 - 3K27A	multi-dom	225201	4	365	2.1554e-14	73.9695	COG2319	WD40	N	 - 
Q#1139 - 3KMTA	specific	214614	5	110	1.89777e-23	87.3899	smart00317	SET	 - 	cl02566
Q#1140 - 3KMTB	specific	214614	5	110	1.89777e-23	87.3899	smart00317	SET	 - 	cl02566
Q#1141 - 3KMTC	specific	214614	5	110	1.89777e-23	87.3899	smart00317	SET	 - 	cl02566
Q#1145 - 3KQIA	specific	277111	12	61	9.35874e-28	94.3143	cd15641	PHD_PHF2	 - 	cl22851
Q#1145 - 3KQIA	multi-dom	214584	13	58	1.25226e-06	40.6582	smart00249	PHD	 - 	 - 
Q#1147 - 3KUYA	specific	185400	1	135	1.39562e-87	250.592	PTZ00018	PTZ00018	 - 	cl23735
Q#1148 - 3KUYB	specific	177669	1	102	3.85336e-53	161.154	PLN00035	PLN00035	 - 	cl29687
Q#1149 - 3KUYC	specific	238029	5	119	4.35931e-70	204.876	cd00074	H2A	 - 	cl30546
Q#1150 - 3KUYD	specific	197718	27	123	9.5358e-54	163.457	smart00427	H2B	 - 	cl23830
Q#1151 - 3KUYE	specific	185400	1	135	1.39562e-87	250.592	PTZ00018	PTZ00018	 - 	cl23735
Q#1152 - 3KUYF	specific	177669	1	102	3.85336e-53	161.154	PLN00035	PLN00035	 - 	cl29687
Q#1153 - 3KUYG	specific	238029	5	119	4.35931e-70	204.876	cd00074	H2A	 - 	cl30546
Q#1154 - 3KUYH	specific	197718	27	123	9.5358e-54	163.457	smart00427	H2B	 - 	cl23830
Q#1157 - 3KV4A	superfamily	354958	6	57	3.66943e-31	113.58	cl22851	PHD_SF superfamily	 - 	 - 
Q#1157 - 3KV4A	superfamily	354820	234	334	3.99131e-20	85.0495	cl21464	cupin_like superfamily	 - 	 - 
Q#1157 - 3KV4A	specific	214721	199	262	6.03305e-12	60.3436	smart00558	JmjC	 - 	cl21464
Q#1157 - 3KV4A	multi-dom	214584	7	53	3.57258e-09	52.2142	smart00249	PHD	 - 	 - 
Q#1158 - 3KV4B	superfamily	329044	1	24	7.0177e-05	35.6509	cl23735	H4 superfamily	C	 - 
Q#1159 - 3KWQA	superfamily	329044	1	98	3.10457e-67	197.82	cl23735	H4 superfamily	N	 - 
Q#1160 - 3KWQB	specific	185397	1	81	3.68461e-46	142.571	PTZ00015	PTZ00015	N	cl29688
Q#1161 - 3KWQC	specific	185399	3	107	1.83285e-69	203.438	PTZ00017	PTZ00017	 - 	cl30549
Q#1162 - 3KWQD	superfamily	355063	1	92	4.24459e-54	163.708	cl23830	H2B superfamily	N	 - 
Q#1163 - 3KWQE	superfamily	329044	1	98	3.10457e-67	197.82	cl23735	H4 superfamily	N	 - 
Q#1164 - 3KWQF	specific	185397	1	81	3.68461e-46	142.571	PTZ00015	PTZ00015	N	cl29688
Q#1165 - 3KWQG	specific	185399	3	107	1.83285e-69	203.438	PTZ00017	PTZ00017	 - 	cl30549
Q#1166 - 3KWQH	superfamily	355063	1	92	4.24459e-54	163.708	cl23830	H2B superfamily	N	 - 
Q#1169 - 3KXBA	specific	185400	1	135	2.41577e-87	250.207	PTZ00018	PTZ00018	 - 	cl23735
Q#1170 - 3KXBB	specific	177669	1	102	3.85336e-53	161.154	PLN00035	PLN00035	 - 	cl29687
Q#1171 - 3KXBC	specific	185399	1	129	8.78223e-70	205.364	PTZ00017	PTZ00017	 - 	cl30549
Q#1172 - 3KXBD	specific	197718	24	120	9.24916e-53	160.76	smart00427	H2B	 - 	cl23830
Q#1173 - 3KXBE	specific	185400	1	135	2.41577e-87	250.207	PTZ00018	PTZ00018	 - 	cl23735
Q#1174 - 3KXBF	specific	177669	1	102	3.85336e-53	161.154	PLN00035	PLN00035	 - 	cl29687
Q#1175 - 3KXBG	specific	185399	1	129	8.78223e-70	205.364	PTZ00017	PTZ00017	 - 	cl30549
Q#1176 - 3KXBH	specific	197718	24	120	9.24916e-53	160.76	smart00427	H2B	 - 	cl23830
Q#1179 - 3L41A	specific	349392	92	207	4.1165e-45	145.904	cd18439	BRCT_BRC1_like_rpt6	 - 	cl00038
Q#1179 - 3L41A	specific	349374	9	76	2.91119e-32	111.568	cd17743	BRCT_BRC1_like_rpt5	 - 	cl00038
Q#1179 - 3L41A	multi-dom	214602	7	73	2.94637e-05	40.8218	smart00292	BRCT	 - 	 - 
Q#1181 - 3LELA	specific	185400	1	136	9.35599e-89	253.674	PTZ00018	PTZ00018	 - 	cl23735
Q#1182 - 3LELB	specific	177669	1	102	3.85336e-53	161.154	PLN00035	PLN00035	 - 	cl29687
Q#1183 - 3LELC	specific	238029	5	117	4.10107e-69	202.95	cd00074	H2A	 - 	cl30546
Q#1184 - 3LELD	specific	197718	27	123	9.5358e-54	163.457	smart00427	H2B	 - 	cl23830
Q#1185 - 3LELE	specific	185400	1	136	9.35599e-89	253.674	PTZ00018	PTZ00018	 - 	cl23735
Q#1186 - 3LELF	specific	177669	1	102	3.85336e-53	161.154	PLN00035	PLN00035	 - 	cl29687
Q#1187 - 3LELG	specific	238029	5	117	4.10107e-69	202.95	cd00074	H2A	 - 	cl30546
Q#1188 - 3LELH	specific	197718	27	123	9.5358e-54	163.457	smart00427	H2B	 - 	cl23830
Q#1191 - 3LELK	specific	185400	1	136	9.35599e-89	253.674	PTZ00018	PTZ00018	 - 	cl23735
Q#1192 - 3LELL	specific	177669	1	102	3.85336e-53	161.154	PLN00035	PLN00035	 - 	cl29687
Q#1193 - 3LELM	specific	238029	5	117	4.10107e-69	202.95	cd00074	H2A	 - 	cl30546
Q#1194 - 3LELN	specific	197718	27	123	9.5358e-54	163.457	smart00427	H2B	 - 	cl23830
Q#1195 - 3LELO	specific	185400	1	136	9.35599e-89	253.674	PTZ00018	PTZ00018	 - 	cl23735
Q#1196 - 3LELP	specific	177669	1	102	3.85336e-53	161.154	PLN00035	PLN00035	 - 	cl29687
Q#1197 - 3LELQ	specific	238029	5	117	4.10107e-69	202.95	cd00074	H2A	 - 	cl30546
Q#1198 - 3LELR	specific	197718	27	123	9.5358e-54	163.457	smart00427	H2B	 - 	cl23830
Q#1201 - 3LJAA	specific	185400	1	135	1.39562e-87	250.592	PTZ00018	PTZ00018	 - 	cl23735
Q#1202 - 3LJAB	specific	177669	1	102	3.85336e-53	161.154	PLN00035	PLN00035	 - 	cl29687
Q#1203 - 3LJAC	specific	185399	1	129	8.78223e-70	205.364	PTZ00017	PTZ00017	 - 	cl30549
Q#1204 - 3LJAD	specific	197718	24	120	9.24916e-53	160.76	smart00427	H2B	 - 	cl23830
Q#1205 - 3LJAE	specific	185400	1	135	1.39562e-87	250.592	PTZ00018	PTZ00018	 - 	cl23735
Q#1206 - 3LJAF	specific	177669	1	102	3.85336e-53	161.154	PLN00035	PLN00035	 - 	cl29687
Q#1207 - 3LJAG	specific	185399	1	129	8.78223e-70	205.364	PTZ00017	PTZ00017	 - 	cl30549
Q#1208 - 3LJAH	specific	197718	24	120	9.24916e-53	160.76	smart00427	H2B	 - 	cl23830
Q#1211 - 3LQIA	specific	99925	41	176	8.8528e-43	139.107	cd05493	Bromo_ALL-1	 - 	cl02556
Q#1211 - 3LQIA	specific	277067	4	60	4.23005e-38	125.1	cd15592	PHD3_KMT2A	 - 	cl22851
Q#1211 - 3LQIA	multi-dom	214584	18	60	0.000102428	38.347	smart00249	PHD	N	 - 
Q#1212 - 3LQIB	specific	99925	41	176	8.8528e-43	139.107	cd05493	Bromo_ALL-1	 - 	cl02556
Q#1212 - 3LQIB	specific	277067	4	60	4.23005e-38	125.1	cd15592	PHD3_KMT2A	 - 	cl22851
Q#1212 - 3LQIB	multi-dom	214584	18	60	0.000102428	38.347	smart00249	PHD	N	 - 
Q#1213 - 3LQIC	specific	99925	41	176	8.8528e-43	139.107	cd05493	Bromo_ALL-1	 - 	cl02556
Q#1213 - 3LQIC	specific	277067	4	60	4.23005e-38	125.1	cd15592	PHD3_KMT2A	 - 	cl22851
Q#1213 - 3LQIC	multi-dom	214584	18	60	0.000102428	38.347	smart00249	PHD	N	 - 
Q#1217 - 3LQJA	specific	99925	41	176	8.8528e-43	139.107	cd05493	Bromo_ALL-1	 - 	cl02556
Q#1217 - 3LQJA	specific	277067	4	60	4.23005e-38	125.1	cd15592	PHD3_KMT2A	 - 	cl22851
Q#1217 - 3LQJA	multi-dom	214584	18	60	0.000102428	38.347	smart00249	PHD	N	 - 
Q#1218 - 3LQJB	specific	99925	41	176	8.8528e-43	139.107	cd05493	Bromo_ALL-1	 - 	cl02556
Q#1218 - 3LQJB	specific	277067	4	60	4.23005e-38	125.1	cd15592	PHD3_KMT2A	 - 	cl22851
Q#1218 - 3LQJB	multi-dom	214584	18	60	0.000102428	38.347	smart00249	PHD	N	 - 
Q#1221 - 3LZ0A	specific	185400	1	135	1.39562e-87	250.592	PTZ00018	PTZ00018	 - 	cl23735
Q#1222 - 3LZ0B	specific	177669	1	102	3.85336e-53	161.154	PLN00035	PLN00035	 - 	cl29687
Q#1223 - 3LZ0C	specific	238029	5	119	4.35931e-70	204.876	cd00074	H2A	 - 	cl30546
Q#1224 - 3LZ0D	specific	197718	27	123	9.5358e-54	163.457	smart00427	H2B	 - 	cl23830
Q#1225 - 3LZ0E	specific	185400	1	135	1.39562e-87	250.592	PTZ00018	PTZ00018	 - 	cl23735
Q#1226 - 3LZ0F	specific	177669	1	102	3.85336e-53	161.154	PLN00035	PLN00035	 - 	cl29687
Q#1227 - 3LZ0G	specific	238029	5	119	4.35931e-70	204.876	cd00074	H2A	 - 	cl30546
Q#1228 - 3LZ0H	specific	197718	27	123	9.5358e-54	163.457	smart00427	H2B	 - 	cl23830
Q#1231 - 3LZ1A	specific	185400	1	135	1.39562e-87	250.592	PTZ00018	PTZ00018	 - 	cl23735
Q#1232 - 3LZ1B	specific	177669	1	102	3.85336e-53	161.154	PLN00035	PLN00035	 - 	cl29687
Q#1233 - 3LZ1C	specific	238029	5	119	4.35931e-70	204.876	cd00074	H2A	 - 	cl30546
Q#1234 - 3LZ1D	specific	197718	27	123	9.5358e-54	163.457	smart00427	H2B	 - 	cl23830
Q#1235 - 3LZ1E	specific	185400	1	135	1.39562e-87	250.592	PTZ00018	PTZ00018	 - 	cl23735
Q#1236 - 3LZ1F	specific	177669	1	102	3.85336e-53	161.154	PLN00035	PLN00035	 - 	cl29687
Q#1237 - 3LZ1G	specific	238029	5	119	4.35931e-70	204.876	cd00074	H2A	 - 	cl30546
Q#1238 - 3LZ1H	specific	197718	27	123	9.5358e-54	163.457	smart00427	H2B	 - 	cl23830
Q#1241 - 3ME9A	specific	311162	45	175	3.04438e-61	185.826	pfam07039	DUF1325	 - 	cl18505
Q#1242 - 3ME9B	specific	311162	45	175	3.04438e-61	185.826	pfam07039	DUF1325	 - 	cl18505
Q#1245 - 3MEAA	specific	311162	47	177	4.32077e-61	185.441	pfam07039	DUF1325	 - 	cl18505
Q#1247 - 3META	specific	311162	45	175	3.04438e-61	185.826	pfam07039	DUF1325	 - 	cl18505
Q#1248 - 3METB	specific	311162	45	175	3.04438e-61	185.826	pfam07039	DUF1325	 - 	cl18505
Q#1251 - 3MEUA	specific	311162	45	175	3.04438e-61	185.826	pfam07039	DUF1325	 - 	cl18505
Q#1252 - 3MEUB	specific	311162	45	175	3.04438e-61	185.826	pfam07039	DUF1325	 - 	cl18505
Q#1255 - 3MEVA	specific	311162	45	175	3.04438e-61	185.826	pfam07039	DUF1325	 - 	cl18505
Q#1256 - 3MEVB	specific	311162	45	175	3.04438e-61	185.826	pfam07039	DUF1325	 - 	cl18505
Q#1259 - 3MGPA	specific	185400	1	135	1.39562e-87	250.592	PTZ00018	PTZ00018	 - 	cl23735
Q#1260 - 3MGPB	specific	177669	1	102	3.85336e-53	161.154	PLN00035	PLN00035	 - 	cl29687
Q#1261 - 3MGPC	specific	238029	5	119	4.35931e-70	204.876	cd00074	H2A	 - 	cl30546
Q#1262 - 3MGPD	specific	197718	27	123	9.5358e-54	163.457	smart00427	H2B	 - 	cl23830
Q#1263 - 3MGPE	specific	185400	1	135	1.39562e-87	250.592	PTZ00018	PTZ00018	 - 	cl23735
Q#1264 - 3MGPF	specific	177669	1	102	3.85336e-53	161.154	PLN00035	PLN00035	 - 	cl29687
Q#1265 - 3MGPG	specific	238029	5	119	4.35931e-70	204.876	cd00074	H2A	 - 	cl30546
Q#1266 - 3MGPH	specific	197718	27	123	9.5358e-54	163.457	smart00427	H2B	 - 	cl23830
Q#1269 - 3MGQA	specific	185400	1	135	1.39562e-87	250.592	PTZ00018	PTZ00018	 - 	cl23735
Q#1270 - 3MGQB	specific	177669	1	102	3.85336e-53	161.154	PLN00035	PLN00035	 - 	cl29687
Q#1271 - 3MGQC	specific	238029	5	119	4.35931e-70	204.876	cd00074	H2A	 - 	cl30546
Q#1272 - 3MGQD	specific	197718	27	123	9.5358e-54	163.457	smart00427	H2B	 - 	cl23830
Q#1273 - 3MGQE	specific	185400	1	135	1.39562e-87	250.592	PTZ00018	PTZ00018	 - 	cl23735
Q#1274 - 3MGQF	specific	177669	1	102	3.85336e-53	161.154	PLN00035	PLN00035	 - 	cl29687
Q#1275 - 3MGQG	specific	238029	5	119	4.35931e-70	204.876	cd00074	H2A	 - 	cl30546
Q#1276 - 3MGQH	specific	197718	27	123	9.5358e-54	163.457	smart00427	H2B	 - 	cl23830
Q#1279 - 3MGRA	specific	185400	1	135	1.39562e-87	250.592	PTZ00018	PTZ00018	 - 	cl23735
Q#1280 - 3MGRB	specific	177669	1	102	3.85336e-53	161.154	PLN00035	PLN00035	 - 	cl29687
Q#1281 - 3MGRC	specific	238029	5	119	4.35931e-70	204.876	cd00074	H2A	 - 	cl30546
Q#1282 - 3MGRD	specific	197718	27	123	9.5358e-54	163.457	smart00427	H2B	 - 	cl23830
Q#1283 - 3MGRE	specific	185400	1	135	1.39562e-87	250.592	PTZ00018	PTZ00018	 - 	cl23735
Q#1284 - 3MGRF	specific	177669	1	102	3.85336e-53	161.154	PLN00035	PLN00035	 - 	cl29687
Q#1285 - 3MGRG	specific	238029	5	119	4.35931e-70	204.876	cd00074	H2A	 - 	cl30546
Q#1286 - 3MGRH	specific	197718	27	123	9.5358e-54	163.457	smart00427	H2B	 - 	cl23830
Q#1289 - 3MGSA	specific	185400	1	135	1.39562e-87	250.592	PTZ00018	PTZ00018	 - 	cl23735
Q#1290 - 3MGSB	specific	177669	1	102	3.85336e-53	161.154	PLN00035	PLN00035	 - 	cl29687
Q#1291 - 3MGSC	specific	238029	5	119	4.35931e-70	204.876	cd00074	H2A	 - 	cl30546
Q#1292 - 3MGSD	specific	197718	27	123	9.5358e-54	163.457	smart00427	H2B	 - 	cl23830
Q#1293 - 3MGSE	specific	185400	1	135	1.39562e-87	250.592	PTZ00018	PTZ00018	 - 	cl23735
Q#1294 - 3MGSF	specific	177669	1	102	3.85336e-53	161.154	PLN00035	PLN00035	 - 	cl29687
Q#1295 - 3MGSG	specific	238029	5	119	4.35931e-70	204.876	cd00074	H2A	 - 	cl30546
Q#1296 - 3MGSH	specific	197718	27	123	9.5358e-54	163.457	smart00427	H2B	 - 	cl23830
Q#1299 - 3MNNA	specific	185400	1	135	1.39562e-87	250.592	PTZ00018	PTZ00018	 - 	cl23735
Q#1300 - 3MNNB	specific	177669	1	102	3.85336e-53	161.154	PLN00035	PLN00035	 - 	cl29687
Q#1301 - 3MNNC	specific	238029	5	119	4.35931e-70	204.876	cd00074	H2A	 - 	cl30546
Q#1302 - 3MNND	specific	197718	27	123	9.5358e-54	163.457	smart00427	H2B	 - 	cl23830
Q#1303 - 3MNNE	specific	185400	1	135	1.39562e-87	250.592	PTZ00018	PTZ00018	 - 	cl23735
Q#1304 - 3MNNF	specific	177669	1	102	3.85336e-53	161.154	PLN00035	PLN00035	 - 	cl29687
Q#1305 - 3MNNG	specific	238029	5	119	4.35931e-70	204.876	cd00074	H2A	 - 	cl30546
Q#1306 - 3MNNH	specific	197718	27	123	9.5358e-54	163.457	smart00427	H2B	 - 	cl23830
Q#1309 - 3MO8A	specific	99900	6	121	1.29595e-67	199.27	cd05839	BR140_related	 - 	cl02554
Q#1311 - 3MP1A	specific	236533	1	360	0	785.356	PRK09474	malE	 - 	cl30619
Q#1311 - 3MP1A	specific	311162	390	513	4.21959e-55	180.819	pfam07039	DUF1325	 - 	cl18505
Q#1311 - 3MP1A	multi-dom	225093	2	360	3.96572e-157	453.745	COG2182	MalE	 - 	 - 
Q#1313 - 3MP6A	specific	236533	1	360	0	785.356	PRK09474	malE	 - 	cl30619
Q#1313 - 3MP6A	specific	311162	390	513	4.21959e-55	180.819	pfam07039	DUF1325	 - 	cl18505
Q#1313 - 3MP6A	multi-dom	225093	2	360	3.96572e-157	453.745	COG2182	MalE	 - 	 - 
Q#1315 - 3MUKA	specific	99929	21	127	2.45136e-80	231.156	cd05497	Bromo_Brdt_I_like	 - 	cl02556
Q#1317 - 3MULA	specific	99929	21	127	2.45136e-80	231.156	cd05497	Bromo_Brdt_I_like	 - 	cl02556
Q#1319 - 3MVDA	specific	185400	1	135	1.39562e-87	250.592	PTZ00018	PTZ00018	 - 	cl23735
Q#1320 - 3MVDB	specific	177669	1	102	3.85336e-53	161.154	PLN00035	PLN00035	 - 	cl29687
Q#1321 - 3MVDC	specific	185399	1	129	8.78223e-70	205.364	PTZ00017	PTZ00017	 - 	cl30549
Q#1322 - 3MVDD	specific	197718	24	120	9.24916e-53	160.76	smart00427	H2B	 - 	cl23830
Q#1323 - 3MVDE	specific	185400	1	135	1.39562e-87	250.592	PTZ00018	PTZ00018	 - 	cl23735
Q#1324 - 3MVDF	specific	177669	1	102	3.85336e-53	161.154	PLN00035	PLN00035	 - 	cl29687
Q#1325 - 3MVDG	specific	185399	1	129	8.78223e-70	205.364	PTZ00017	PTZ00017	 - 	cl30549
Q#1326 - 3MVDH	specific	197718	24	120	9.24916e-53	160.76	smart00427	H2B	 - 	cl23830
Q#1329 - 3MVDK	multi-dom	227511	34	410	9.77258e-55	188.508	COG5184	ATS1	 - 	 - 
Q#1330 - 3MVDL	multi-dom	227511	34	410	9.77258e-55	188.508	COG5184	ATS1	 - 	 - 
Q#1331 - 3N9LA	specific	276992	15	91	3.63707e-18	77.9739	cd15517	PHD_TCF19_like	 - 	cl22851
Q#1331 - 3N9LA	superfamily	354820	299	399	8.77137e-15	70.412	cl21464	cupin_like superfamily	 - 	 - 
Q#1331 - 3N9LA	multi-dom	214584	58	91	1.09403e-09	53.755	smart00249	PHD	N	 - 
Q#1333 - 3N9NA	specific	276992	15	91	3.63707e-18	77.9739	cd15517	PHD_TCF19_like	 - 	cl22851
Q#1333 - 3N9NA	superfamily	354820	299	399	8.77137e-15	70.412	cl21464	cupin_like superfamily	 - 	 - 
Q#1333 - 3N9NA	multi-dom	214584	58	91	1.09403e-09	53.755	smart00249	PHD	N	 - 
Q#1334 - 3N9NB	superfamily	329044	1	32	2.54783e-08	44.8957	cl23735	H4 superfamily	C	 - 
Q#1335 - 3N9NC	superfamily	329044	1	32	2.54783e-08	44.8957	cl23735	H4 superfamily	C	 - 
Q#1336 - 3N9OA	specific	276992	15	91	3.63707e-18	77.9739	cd15517	PHD_TCF19_like	 - 	cl22851
Q#1336 - 3N9OA	superfamily	354820	299	399	8.77137e-15	70.412	cl21464	cupin_like superfamily	 - 	 - 
Q#1336 - 3N9OA	multi-dom	214584	58	91	1.09403e-09	53.755	smart00249	PHD	N	 - 
Q#1339 - 3N9PA	specific	276992	15	91	3.63707e-18	77.9739	cd15517	PHD_TCF19_like	 - 	cl22851
Q#1339 - 3N9PA	superfamily	354820	299	399	8.77137e-15	70.412	cl21464	cupin_like superfamily	 - 	 - 
Q#1339 - 3N9PA	multi-dom	214584	58	91	1.09403e-09	53.755	smart00249	PHD	N	 - 
Q#1340 - 3N9PB	superfamily	329044	1	32	2.41587e-08	44.8957	cl23735	H4 superfamily	C	 - 
Q#1341 - 3N9PC	superfamily	329044	1	32	2.41587e-08	44.8957	cl23735	H4 superfamily	C	 - 
Q#1342 - 3N9QA	specific	276992	15	91	3.63707e-18	77.9739	cd15517	PHD_TCF19_like	 - 	cl22851
Q#1342 - 3N9QA	superfamily	354820	299	399	8.77137e-15	70.412	cl21464	cupin_like superfamily	 - 	 - 
Q#1342 - 3N9QA	multi-dom	214584	58	91	1.09403e-09	53.755	smart00249	PHD	N	 - 
Q#1345 - 3NQJA	superfamily	329044	2	79	5.81019e-46	142.202	cl23735	H4 superfamily	N	 - 
Q#1346 - 3NQJB	specific	185397	2	82	2.29312e-46	142.956	PTZ00015	PTZ00015	N	cl29688
Q#1347 - 3NQUA	specific	128705	34	137	6.91659e-57	172.247	smart00428	H3	 - 	cl23735
Q#1348 - 3NQUB	specific	177669	1	103	4.32773e-54	163.465	PLN00035	PLN00035	 - 	cl29687
