Query	Hit type	PSSM-ID	From	To	E-Value	Bitscore	Accession	Short name	Incomplete	Superfamily
Q#301 - 2RJEC	specific	214723	118	214	4.04239e-44	149.322	smart00561	MBT	 - 	cl17705
Q#301 - 2RJEC	specific	214723	226	318	4.89078e-44	148.937	smart00561	MBT	 - 	cl17705
Q#301 - 2RJEC	specific	214723	10	107	6.45569e-43	146.241	smart00561	MBT	 - 	cl17705
Q#304 - 2RJFA	specific	214723	118	214	4.04239e-44	149.322	smart00561	MBT	 - 	cl17705
Q#304 - 2RJFA	specific	214723	226	318	4.89078e-44	148.937	smart00561	MBT	 - 	cl17705
Q#304 - 2RJFA	specific	214723	10	107	6.45569e-43	146.241	smart00561	MBT	 - 	cl17705
Q#305 - 2RJFB	superfamily	330697	2	20	0.00461094	30.1856	cl25876	PLN00035 superfamily	C	 - 
Q#306 - 2RJFC	specific	214723	118	214	4.04239e-44	149.322	smart00561	MBT	 - 	cl17705
Q#306 - 2RJFC	specific	214723	226	318	4.89078e-44	148.937	smart00561	MBT	 - 	cl17705
Q#306 - 2RJFC	specific	214723	10	107	6.45569e-43	146.241	smart00561	MBT	 - 	cl17705
Q#307 - 2RJFD	superfamily	330697	2	20	0.00461094	30.1856	cl25876	PLN00035 superfamily	C	 - 
Q#308 - 2RJFE	specific	214723	118	214	4.04239e-44	149.322	smart00561	MBT	 - 	cl17705
Q#308 - 2RJFE	specific	214723	226	318	4.89078e-44	148.937	smart00561	MBT	 - 	cl17705
Q#308 - 2RJFE	specific	214723	10	107	6.45569e-43	146.241	smart00561	MBT	 - 	cl17705
Q#309 - 2RR4A	specific	311439	18	63	7.37726e-11	53.1017	pfam07496	zf-CW	 - 	cl06504
Q#312 - 2RS9B	specific	99944	7	104	1.55141e-65	196.852	cd05512	Bromo_brd1_like	 - 	cl02556
Q#313 - 2RSNA	specific	214605	21	64	1.21167e-10	52.6012	smart00298	CHROMO	C	cl17459
Q#314 - 2RSNB	superfamily	329044	1	17	0.00460265	30.2581	cl23735	H4 superfamily	C	 - 
Q#315 - 2RVNA	specific	306815	29	72	1.10682e-10	53.0249	pfam00385	Chromo	 - 	cl17459
Q#316 - 2RVNB	superfamily	329044	1	17	0.00460265	30.2581	cl23735	H4 superfamily	C	 - 
Q#317 - 2UXNA	superfamily	332356	13	655	4.15241e-128	401.677	cl27535	Amino_oxidase superfamily	 - 	 - 
Q#318 - 2UXNB	specific	306708	135	178	7.88906e-09	51.016	pfam00249	Myb_DNA-binding	 - 	cl21498
Q#319 - 2UXNE	superfamily	329044	1	21	0.000449199	33.7249	cl23735	H4 superfamily	C	 - 
Q#320 - 2V1DA	superfamily	332356	61	703	2.60681e-127	401.677	cl27535	Amino_oxidase superfamily	 - 	 - 
Q#321 - 2V1DB	specific	306708	78	121	5.07508e-09	50.2456	pfam00249	Myb_DNA-binding	 - 	cl21498
Q#322 - 2V1DC	superfamily	329044	1	21	0.000363283	34.1101	cl23735	H4 superfamily	C	 - 
Q#323 - 2V83A	specific	315910	9	82	3.08466e-46	145.318	pfam13341	RAG2_PHD	 - 	cl22851
Q#324 - 2V83B	specific	315910	9	82	3.08466e-46	145.318	pfam13341	RAG2_PHD	 - 	cl22851
Q#325 - 2V83C	specific	315910	9	82	3.08466e-46	145.318	pfam13341	RAG2_PHD	 - 	cl22851
Q#328 - 2V85A	specific	315910	9	82	3.08466e-46	145.318	pfam13341	RAG2_PHD	 - 	cl22851
Q#329 - 2V85B	specific	315910	9	82	3.08466e-46	145.318	pfam13341	RAG2_PHD	 - 	cl22851
Q#332 - 2V86A	specific	315910	9	82	3.08466e-46	145.318	pfam13341	RAG2_PHD	 - 	cl22851
Q#333 - 2V86B	specific	315910	9	82	3.08466e-46	145.318	pfam13341	RAG2_PHD	 - 	cl22851
Q#336 - 2V87A	specific	315910	9	82	3.08466e-46	145.318	pfam13341	RAG2_PHD	 - 	cl22851
Q#337 - 2V87B	specific	315910	9	82	3.08466e-46	145.318	pfam13341	RAG2_PHD	 - 	cl22851
Q#340 - 2V88A	specific	315910	9	82	3.08466e-46	145.318	pfam13341	RAG2_PHD	 - 	cl22851
Q#341 - 2V88B	specific	315910	9	82	3.08466e-46	145.318	pfam13341	RAG2_PHD	 - 	cl22851
Q#344 - 2V89A	specific	315910	9	82	1.36483e-47	145.318	pfam13341	RAG2_PHD	 - 	cl22851
Q#345 - 2V89B	specific	315910	10	82	1.22693e-46	143.006	pfam13341	RAG2_PHD	 - 	cl22851
Q#348 - 2VNFA	superfamily	331088	9	59	8.81633e-27	99.2411	cl26267	ING superfamily	N	 - 
Q#350 - 2VNFC	superfamily	331088	9	59	8.81633e-27	99.2411	cl26267	ING superfamily	N	 - 
Q#352 - 2VPEA	specific	277105	6	62	8.80358e-30	102.096	cd15635	PHD_PYGO1	 - 	cl22851
Q#354 - 2VPEC	specific	277105	6	62	8.80358e-30	102.096	cd15635	PHD_PYGO1	 - 	cl22851
Q#358 - 2VPGA	specific	277105	6	62	8.80358e-30	102.096	cd15635	PHD_PYGO1	 - 	cl22851
Q#360 - 2VPGC	specific	277105	6	62	8.80358e-30	102.096	cd15635	PHD_PYGO1	 - 	cl22851
Q#364 - 2W5ZA	specific	214614	54	174	3.98939e-45	148.637	smart00317	SET	 - 	cl02566
Q#364 - 2W5ZA	specific	214703	176	192	0.00186114	35.4588	smart00508	PostSET	 - 	cl02636
Q#366 - 2WP1A	specific	99930	15	116	5.70482e-60	182.863	cd05498	Bromo_Brdt_II_like	 - 	cl02556
Q#367 - 2WP1B	specific	99930	15	116	5.70482e-60	182.863	cd05498	Bromo_Brdt_II_like	 - 	cl02556
Q#370 - 2WP2A	specific	99929	10	116	1.37088e-71	212.667	cd05497	Bromo_Brdt_I_like	 - 	cl02556
Q#371 - 2WP2B	specific	99929	10	116	1.37088e-71	212.667	cd05497	Bromo_Brdt_I_like	 - 	cl02556
Q#374 - 2X0LA	superfamily	332356	61	707	4.59291e-125	395.899	cl27535	Amino_oxidase superfamily	 - 	 - 
Q#375 - 2X0LB	specific	306708	75	118	4.72626e-09	49.4752	pfam00249	Myb_DNA-binding	 - 	cl21498
Q#377 - 2X4WA	specific	99900	10	125	5.64346e-66	198.885	cd05839	BR140_related	 - 	cl02554
Q#378 - 2X4WB	superfamily	329044	1	21	4.82446e-05	36.4213	cl23735	H4 superfamily	C	 - 
Q#379 - 2X4XA	specific	99900	10	125	5.64346e-66	198.885	cd05839	BR140_related	 - 	cl02554
Q#380 - 2X4XB	superfamily	329044	1	21	4.82446e-05	36.4213	cl23735	H4 superfamily	C	 - 
Q#381 - 2X4XC	specific	99900	10	125	5.64346e-66	198.885	cd05839	BR140_related	 - 	cl02554
Q#382 - 2X4XD	superfamily	329044	1	21	4.82446e-05	36.4213	cl23735	H4 superfamily	C	 - 
Q#383 - 2X4XE	specific	99900	10	125	5.64346e-66	198.885	cd05839	BR140_related	 - 	cl02554
Q#384 - 2X4XF	superfamily	329044	1	21	4.82446e-05	36.4213	cl23735	H4 superfamily	C	 - 
Q#385 - 2X4XG	specific	99900	10	125	5.64346e-66	198.885	cd05839	BR140_related	 - 	cl02554
Q#386 - 2X4XH	superfamily	329044	1	21	4.82446e-05	36.4213	cl23735	H4 superfamily	C	 - 
Q#387 - 2X4YA	specific	99900	10	125	5.64346e-66	198.885	cd05839	BR140_related	 - 	cl02554
Q#388 - 2X4YB	superfamily	329044	1	21	4.82446e-05	36.4213	cl23735	H4 superfamily	C	 - 
Q#389 - 2X4YC	specific	99900	10	125	5.64346e-66	198.885	cd05839	BR140_related	 - 	cl02554
Q#390 - 2X4YD	superfamily	329044	1	21	4.82446e-05	36.4213	cl23735	H4 superfamily	C	 - 
Q#391 - 2X4YE	specific	99900	10	125	5.64346e-66	198.885	cd05839	BR140_related	 - 	cl02554
Q#392 - 2X4YF	superfamily	329044	1	21	4.82446e-05	36.4213	cl23735	H4 superfamily	C	 - 
Q#393 - 2X4YG	specific	99900	10	125	5.64346e-66	198.885	cd05839	BR140_related	 - 	cl02554
Q#394 - 2X4YH	superfamily	329044	1	21	4.82446e-05	36.4213	cl23735	H4 superfamily	C	 - 
Q#395 - 2X4YI	specific	99900	10	125	5.64346e-66	198.885	cd05839	BR140_related	 - 	cl02554
Q#396 - 2X4YJ	superfamily	329044	1	21	4.82446e-05	36.4213	cl23735	H4 superfamily	C	 - 
Q#397 - 2X4YK	specific	99900	10	125	5.64346e-66	198.885	cd05839	BR140_related	 - 	cl02554
Q#398 - 2X4YL	superfamily	329044	1	21	4.82446e-05	36.4213	cl23735	H4 superfamily	C	 - 
Q#399 - 2X4YM	specific	99900	10	125	5.64346e-66	198.885	cd05839	BR140_related	 - 	cl02554
Q#400 - 2X4YN	superfamily	329044	1	21	4.82446e-05	36.4213	cl23735	H4 superfamily	C	 - 
Q#401 - 2X4YO	specific	99900	10	125	5.64346e-66	198.885	cd05839	BR140_related	 - 	cl02554
Q#402 - 2X4YP	superfamily	329044	1	21	4.82446e-05	36.4213	cl23735	H4 superfamily	C	 - 
Q#403 - 2XL3A	specific	238121	37	331	6.00507e-105	312.732	cd00200	WD40	 - 	cl25539
Q#404 - 2XL3B	specific	238121	37	331	6.00507e-105	312.732	cd00200	WD40	 - 	cl25539
Q#409 - 2XYIA	superfamily	330360	127	408	2.29521e-37	139.392	cl25539	WD40 superfamily	 - 	 - 
Q#409 - 2XYIA	specific	315035	23	92	1.23198e-34	124.972	pfam12265	CAF1C_H4-bd	 - 	cl13671
Q#410 - 2XYIB	superfamily	330697	1	20	9.59233e-05	34.7146	cl25876	PLN00035 superfamily	NC	 - 
Q#411 - 2YBAA	superfamily	330360	131	412	4.53553e-37	138.237	cl25539	WD40 superfamily	 - 	 - 
Q#411 - 2YBAA	specific	315035	27	96	7.4182e-35	125.357	pfam12265	CAF1C_H4-bd	 - 	cl13671
Q#412 - 2YBAB	superfamily	330360	131	412	4.53553e-37	138.237	cl25539	WD40 superfamily	 - 	 - 
Q#412 - 2YBAB	specific	315035	27	96	7.4182e-35	125.357	pfam12265	CAF1C_H4-bd	 - 	cl13671
Q#413 - 2YBAC	superfamily	329044	1	19	0.0028273	31.4137	cl23735	H4 superfamily	C	 - 
Q#414 - 2YBAD	superfamily	329044	1	19	0.0028273	31.4137	cl23735	H4 superfamily	C	 - 
Q#415 - 2YBPA	specific	202224	197	313	2.42512e-49	164.776	pfam02373	JmjC	 - 	cl21464
Q#415 - 2YBPA	specific	128818	35	77	1.46146e-15	71.1398	smart00545	JmjN	 - 	cl15840
Q#416 - 2YBPB	specific	202224	197	313	2.42512e-49	164.776	pfam02373	JmjC	 - 	cl21464
Q#416 - 2YBPB	specific	128818	35	77	1.46146e-15	71.1398	smart00545	JmjN	 - 	cl15840
Q#419 - 2YBSA	specific	202224	197	313	2.42512e-49	164.776	pfam02373	JmjC	 - 	cl21464
Q#419 - 2YBSA	specific	128818	35	77	1.46146e-15	71.1398	smart00545	JmjN	 - 	cl15840
Q#420 - 2YBSB	specific	202224	197	313	2.42512e-49	164.776	pfam02373	JmjC	 - 	cl21464
Q#420 - 2YBSB	specific	128818	35	77	1.46146e-15	71.1398	smart00545	JmjN	 - 	cl15840
Q#423 - 2YFVA	superfamily	329044	5	100	2.7338e-46	147.209	cl23735	H4 superfamily	 - 	 - 
Q#424 - 2YFVB	specific	185397	1	74	1.52649e-39	128.703	PTZ00015	PTZ00015	N	cl25876
Q#425 - 2YFVC	specific	313585	23	63	4.2847e-11	53.3333	pfam10384	Scm3	C	cl11050
Q#426 - 2YYRA	superfamily	328929	10	66	8.5036e-29	99.7852	cl22851	PHD_SF superfamily	 - 	 - 
Q#427 - 2YYRB	superfamily	328929	10	66	8.5036e-29	99.7852	cl22851	PHD_SF superfamily	 - 	 - 
Q#429 - 3ASKA	specific	314940	2	143	3.98341e-90	265.609	pfam12148	TTD	 - 	cl13567
Q#429 - 3ASKA	specific	277088	176	222	4.5539e-29	105.82	cd15616	PHD_UHRF1	 - 	cl22851
Q#430 - 3ASKB	specific	314940	2	143	3.98341e-90	265.609	pfam12148	TTD	 - 	cl13567
Q#430 - 3ASKB	specific	277088	176	222	4.5539e-29	105.82	cd15616	PHD_UHRF1	 - 	cl22851
Q#431 - 3ASKC	specific	314940	2	143	3.98341e-90	265.609	pfam12148	TTD	 - 	cl13567
Q#431 - 3ASKC	specific	277088	176	222	4.5539e-29	105.82	cd15616	PHD_UHRF1	 - 	cl22851
Q#432 - 3ASKD	specific	314940	2	143	3.98341e-90	265.609	pfam12148	TTD	 - 	cl13567
Q#432 - 3ASKD	specific	277088	176	222	4.5539e-29	105.82	cd15616	PHD_UHRF1	 - 	cl22851
Q#436 - 3ASLA	specific	277088	20	66	6.24501e-21	79.2412	cd15616	PHD_UHRF1	 - 	cl22851
Q#438 - 3AVRA	specific	202224	263	371	7.23417e-38	136.271	pfam02373	JmjC	 - 	cl21464
Q#438 - 3AVRA	specific	214721	229	293	1.60078e-07	49.558	smart00558	JmjC	 - 	cl21464
Q#439 - 3AVRB	superfamily	329044	1	22	0.000309154	34.1101	cl23735	H4 superfamily	C	 - 
Q#440 - 3B95A	specific	238125	38	164	2.28951e-38	132.507	cd00204	ANK	 - 	cl02529
Q#440 - 3B95A	specific	315466	148	226	1.13928e-11	59.353	pfam12796	Ank_2	 - 	cl26073
Q#440 - 3B95A	specific	306522	10	38	2.92938e-05	41.0869	pfam00023	Ank	 - 	cl02529
Q#441 - 3B95B	specific	238125	38	164	2.28951e-38	132.507	cd00204	ANK	 - 	cl02529
Q#441 - 3B95B	specific	315466	148	226	1.13928e-11	59.353	pfam12796	Ank_2	 - 	cl26073
Q#441 - 3B95B	specific	306522	10	38	2.92938e-05	41.0869	pfam00023	Ank	 - 	cl02529
Q#443 - 3C6WA	superfamily	331088	8	59	9.28971e-27	99.2411	cl26267	ING superfamily	N	 - 
Q#445 - 3C6WC	superfamily	331088	8	59	9.28971e-27	99.2411	cl26267	ING superfamily	N	 - 
Q#447 - 3C9CA	superfamily	330360	129	410	2.26327e-37	139.392	cl25539	WD40 superfamily	 - 	 - 
Q#447 - 3C9CA	specific	315035	25	94	9.8563e-35	125.357	pfam12265	CAF1C_H4-bd	 - 	cl13671
Q#448 - 3C9CB	superfamily	330697	1	27	1.27565e-07	43.2824	cl25876	PLN00035 superfamily	C	 - 
Q#449 - 3CFSB	superfamily	330360	125	405	5.66457e-34	129.377	cl25539	WD40 superfamily	 - 	 - 
Q#449 - 3CFSB	specific	315035	21	90	9.84963e-32	116.497	pfam12265	CAF1C_H4-bd	 - 	cl13671
Q#451 - 3CFVA	superfamily	330360	125	405	2.27391e-33	127.836	cl25539	WD40 superfamily	 - 	 - 
Q#451 - 3CFVA	specific	315035	21	90	6.25867e-31	114.571	pfam12265	CAF1C_H4-bd	 - 	cl13671
Q#452 - 3CFVB	superfamily	330360	125	405	2.27391e-33	127.836	cl25539	WD40 superfamily	 - 	 - 
Q#452 - 3CFVB	specific	315035	21	90	6.25867e-31	114.571	pfam12265	CAF1C_H4-bd	 - 	cl13671
Q#453 - 3CFVE	superfamily	330697	1	18	0.000143297	34.3294	cl25876	PLN00035 superfamily	NC	 - 
Q#454 - 3CFVF	superfamily	330697	1	18	0.000143297	34.3294	cl25876	PLN00035 superfamily	NC	 - 
Q#455 - 3DB3A	specific	314940	10	160	1.18979e-88	259.446	pfam12148	TTD	 - 	cl13567
Q#457 - 3F9WA	specific	214614	38	155	2.80171e-28	103.953	smart00317	SET	 - 	cl02566
Q#458 - 3F9WB	specific	214614	38	155	2.80171e-28	103.953	smart00317	SET	 - 	cl02566
Q#459 - 3F9WC	specific	214614	38	155	2.80171e-28	103.953	smart00317	SET	 - 	cl02566
Q#460 - 3F9WD	specific	214614	38	155	2.80171e-28	103.953	smart00317	SET	 - 	cl02566
Q#465 - 3F9XA	specific	214614	38	155	2.80171e-28	103.953	smart00317	SET	 - 	cl02566
Q#466 - 3F9XB	specific	214614	38	155	2.80171e-28	103.953	smart00317	SET	 - 	cl02566
Q#467 - 3F9XC	specific	214614	38	155	2.80171e-28	103.953	smart00317	SET	 - 	cl02566
Q#468 - 3F9XD	specific	214614	38	155	2.80171e-28	103.953	smart00317	SET	 - 	cl02566
Q#473 - 3F9YA	specific	214614	38	155	2.80171e-28	103.953	smart00317	SET	 - 	cl02566
Q#474 - 3F9YB	specific	214614	38	155	2.80171e-28	103.953	smart00317	SET	 - 	cl02566
Q#477 - 3F9ZA	specific	214614	38	155	2.12695e-27	101.642	smart00317	SET	 - 	cl02566
Q#478 - 3F9ZB	specific	214614	38	155	2.12695e-27	101.642	smart00317	SET	 - 	cl02566
Q#479 - 3F9ZC	specific	214614	38	155	2.12695e-27	101.642	smart00317	SET	 - 	cl02566
Q#480 - 3F9ZD	specific	214614	38	155	2.12695e-27	101.642	smart00317	SET	 - 	cl02566
Q#485 - 3FDTA	specific	306815	4	53	2.74832e-12	56.4917	pfam00385	Chromo	 - 	cl17459
Q#487 - 3G7LA	specific	214605	7	50	6.62412e-10	50.29	smart00298	CHROMO	C	cl17459
Q#489 - 3GL6A	specific	277156	1	52	2.31536e-20	77.4182	cd15686	PHD3_KDM5A	 - 	cl22851
Q#491 - 3GV6A	specific	306815	4	53	2.45508e-10	51.4841	pfam00385	Chromo	 - 	cl17459
Q#493 - 3HNAA	specific	214614	147	269	2.54275e-38	133.999	smart00317	SET	 - 	cl02566
Q#493 - 3HNAA	specific	309948	35	139	4.25746e-27	103.251	pfam05033	Pre-SET	 - 	cl02622
Q#494 - 3HNAB	specific	214614	147	269	2.54275e-38	133.999	smart00317	SET	 - 	cl02566
Q#494 - 3HNAB	specific	309948	35	139	4.25746e-27	103.251	pfam05033	Pre-SET	 - 	cl02622
Q#497 - 3HSVA	specific	239743	7	145	3.36278e-90	262.097	cd03774	MATH_SPOP	 - 	cl02446
Q#498 - 3HSVB	specific	239743	7	145	3.36278e-90	262.097	cd03774	MATH_SPOP	 - 	cl02446
Q#500 - 3IIWA	superfamily	330360	74	362	4.37434e-22	94.324	cl25539	WD40 superfamily	 - 	 - 
Q#502 - 3IIYA	superfamily	330360	74	362	1.41657e-22	95.8648	cl25539	WD40 superfamily	 - 	 - 
Q#504 - 3IJ0A	superfamily	330360	74	362	1.41657e-22	95.8648	cl25539	WD40 superfamily	 - 	 - 
Q#506 - 3IJ1A	superfamily	330360	74	362	1.41657e-22	95.8648	cl25539	WD40 superfamily	 - 	 - 
Q#508 - 3IVBA	specific	239743	7	145	3.58837e-91	264.409	cd03774	MATH_SPOP	 - 	cl02446
Q#510 - 3JPXA	superfamily	330360	111	399	2.53617e-22	95.4796	cl25539	WD40 superfamily	 - 	 - 
Q#512 - 3JVKA	specific	99929	21	127	9.64222e-79	231.156	cd05497	Bromo_Brdt_I_like	 - 	cl02556
Q#514 - 3JZGA	superfamily	330360	111	399	2.53617e-22	95.4796	cl25539	WD40 superfamily	 - 	 - 
Q#516 - 3JZHA	superfamily	330360	111	399	2.53617e-22	95.4796	cl25539	WD40 superfamily	 - 	 - 
Q#518 - 3K24A	specific	306594	1	219	1.75013e-121	347.608	pfam00112	Peptidase_C1	 - 	cl23744
Q#519 - 3K24B	specific	306594	1	219	1.75013e-121	347.608	pfam00112	Peptidase_C1	 - 	cl23744
Q#522 - 3K26A	superfamily	330360	75	363	4.17438e-22	94.7092	cl25539	WD40 superfamily	 - 	 - 
Q#524 - 3K27A	superfamily	330360	75	363	4.17438e-22	94.7092	cl25539	WD40 superfamily	 - 	 - 
Q#526 - 3KMTA	specific	214614	5	110	1.69243e-22	87.3899	smart00317	SET	 - 	cl02566
Q#527 - 3KMTB	specific	214614	5	110	1.69243e-22	87.3899	smart00317	SET	 - 	cl02566
Q#528 - 3KMTC	specific	214614	5	110	1.69243e-22	87.3899	smart00317	SET	 - 	cl02566
Q#532 - 3KQIA	specific	277111	12	61	1.36061e-26	94.3143	cd15641	PHD_PHF2	 - 	cl22851
Q#534 - 3KV4A	superfamily	328929	6	57	1.14688e-30	113.58	cl22851	PHD_SF superfamily	 - 	 - 
Q#534 - 3KV4A	superfamily	328732	234	334	4.03757e-14	69.632	cl21464	cupin_like superfamily	 - 	 - 
Q#534 - 3KV4A	specific	214721	199	262	2.5509e-11	60.3436	smart00558	JmjC	 - 	cl21464
Q#535 - 3KV4B	superfamily	329044	1	24	0.000106321	35.6509	cl23735	H4 superfamily	C	 - 
Q#536 - 3L41A	specific	318885	1	86	3.39544e-32	114.967	pfam16770	RTT107_BRCT_5	 - 	cl00038
Q#538 - 3LQIA	specific	99925	41	176	1.52105e-41	139.107	cd05493	Bromo_ALL-1	 - 	cl02556
Q#538 - 3LQIA	specific	277067	4	60	6.98698e-37	125.1	cd15592	PHD3_KMT2A	 - 	cl22851
Q#539 - 3LQIB	specific	99925	41	176	1.52105e-41	139.107	cd05493	Bromo_ALL-1	 - 	cl02556
Q#539 - 3LQIB	specific	277067	4	60	6.98698e-37	125.1	cd15592	PHD3_KMT2A	 - 	cl22851
Q#540 - 3LQIC	specific	99925	41	176	1.52105e-41	139.107	cd05493	Bromo_ALL-1	 - 	cl02556
Q#540 - 3LQIC	specific	277067	4	60	6.98698e-37	125.1	cd15592	PHD3_KMT2A	 - 	cl22851
Q#544 - 3LQJA	specific	99925	41	176	1.52105e-41	139.107	cd05493	Bromo_ALL-1	 - 	cl02556
Q#544 - 3LQJA	specific	277067	4	60	6.98698e-37	125.1	cd15592	PHD3_KMT2A	 - 	cl22851
Q#545 - 3LQJB	specific	99925	41	176	1.52105e-41	139.107	cd05493	Bromo_ALL-1	 - 	cl02556
Q#545 - 3LQJB	specific	277067	4	60	6.98698e-37	125.1	cd15592	PHD3_KMT2A	 - 	cl22851
Q#548 - 3ME9A	specific	311162	45	175	8.24111e-60	185.826	pfam07039	DUF1325	 - 	cl18505
Q#549 - 3ME9B	specific	311162	45	175	8.24111e-60	185.826	pfam07039	DUF1325	 - 	cl18505
Q#552 - 3MEAA	specific	311162	47	177	1.16615e-59	185.441	pfam07039	DUF1325	 - 	cl18505
Q#554 - 3META	specific	311162	45	175	8.24111e-60	185.826	pfam07039	DUF1325	 - 	cl18505
Q#555 - 3METB	specific	311162	45	175	8.24111e-60	185.826	pfam07039	DUF1325	 - 	cl18505
Q#558 - 3MEUA	specific	311162	45	175	8.24111e-60	185.826	pfam07039	DUF1325	 - 	cl18505
Q#559 - 3MEUB	specific	311162	45	175	8.24111e-60	185.826	pfam07039	DUF1325	 - 	cl18505
Q#562 - 3MEVA	specific	311162	45	175	8.24111e-60	185.826	pfam07039	DUF1325	 - 	cl18505
Q#563 - 3MEVB	specific	311162	45	175	8.24111e-60	185.826	pfam07039	DUF1325	 - 	cl18505
Q#566 - 3MO8A	specific	99900	6	121	4.19893e-66	199.27	cd05839	BR140_related	 - 	cl02554
Q#568 - 3MUKA	specific	99929	21	127	9.64222e-79	231.156	cd05497	Bromo_Brdt_I_like	 - 	cl02556
Q#570 - 3MULA	specific	99929	21	127	9.64222e-79	231.156	cd05497	Bromo_Brdt_I_like	 - 	cl02556
Q#572 - 3N9LA	specific	276992	15	91	1.88658e-17	77.9739	cd15517	PHD_TCF19_like	 - 	cl22851
Q#572 - 3N9LA	superfamily	328732	299	399	1.80759e-11	62.3132	cl21464	cupin_like superfamily	 - 	 - 
Q#574 - 3N9NA	specific	276992	15	91	1.88658e-17	77.9739	cd15517	PHD_TCF19_like	 - 	cl22851
Q#574 - 3N9NA	superfamily	328732	299	399	1.80759e-11	62.3132	cl21464	cupin_like superfamily	 - 	 - 
Q#575 - 3N9NB	superfamily	329044	1	32	4.41516e-08	44.8957	cl23735	H4 superfamily	C	 - 
Q#576 - 3N9NC	superfamily	329044	1	32	4.41516e-08	44.8957	cl23735	H4 superfamily	C	 - 
Q#577 - 3N9OA	specific	276992	15	91	1.88658e-17	77.9739	cd15517	PHD_TCF19_like	 - 	cl22851
Q#577 - 3N9OA	superfamily	328732	299	399	1.80759e-11	62.3132	cl21464	cupin_like superfamily	 - 	 - 
Q#580 - 3N9PA	specific	276992	15	91	1.88658e-17	77.9739	cd15517	PHD_TCF19_like	 - 	cl22851
Q#580 - 3N9PA	superfamily	328732	299	399	1.80759e-11	62.3132	cl21464	cupin_like superfamily	 - 	 - 
Q#581 - 3N9PB	superfamily	329044	1	32	4.20207e-08	44.8957	cl23735	H4 superfamily	C	 - 
Q#582 - 3N9PC	superfamily	329044	1	32	4.20207e-08	44.8957	cl23735	H4 superfamily	C	 - 
Q#583 - 3N9QA	specific	276992	15	91	1.88658e-17	77.9739	cd15517	PHD_TCF19_like	 - 	cl22851
Q#583 - 3N9QA	superfamily	328732	299	399	1.80759e-11	62.3132	cl21464	cupin_like superfamily	 - 	 - 
Q#586 - 3O34A	specific	99934	78	184	2.28693e-58	181.72	cd05502	Bromo_tif1_like	 - 	cl02556
Q#586 - 3O34A	superfamily	328929	6	48	2.01735e-23	89.7404	cl22851	PHD_SF superfamily	 - 	 - 
Q#587 - 3O34B	superfamily	329044	1	20	0.00852975	29.8729	cl23735	H4 superfamily	C	 - 
Q#588 - 3O35A	specific	99934	78	184	2.28693e-58	181.72	cd05502	Bromo_tif1_like	 - 	cl02556
Q#588 - 3O35A	superfamily	328929	6	48	2.01735e-23	89.7404	cl22851	PHD_SF superfamily	 - 	 - 
Q#589 - 3O35B	specific	99934	78	184	2.28693e-58	181.72	cd05502	Bromo_tif1_like	 - 	cl02556
Q#589 - 3O35B	superfamily	328929	6	48	2.01735e-23	89.7404	cl22851	PHD_SF superfamily	 - 	 - 
Q#592 - 3O36A	specific	99934	78	184	2.28693e-58	181.72	cd05502	Bromo_tif1_like	 - 	cl02556
Q#592 - 3O36A	superfamily	328929	6	48	2.01735e-23	89.7404	cl22851	PHD_SF superfamily	 - 	 - 
Q#593 - 3O36B	specific	99934	78	184	2.28693e-58	181.72	cd05502	Bromo_tif1_like	 - 	cl02556
Q#593 - 3O36B	superfamily	328929	6	48	2.01735e-23	89.7404	cl22851	PHD_SF superfamily	 - 	 - 
Q#596 - 3O37A	specific	99934	78	184	2.28693e-58	181.72	cd05502	Bromo_tif1_like	 - 	cl02556
Q#596 - 3O37A	superfamily	328929	6	48	2.01735e-23	89.7404	cl22851	PHD_SF superfamily	 - 	 - 
Q#597 - 3O37B	specific	99934	78	184	2.28693e-58	181.72	cd05502	Bromo_tif1_like	 - 	cl02556
Q#597 - 3O37B	superfamily	328929	6	48	2.01735e-23	89.7404	cl22851	PHD_SF superfamily	 - 	 - 
Q#598 - 3O37C	specific	99934	78	184	2.28693e-58	181.72	cd05502	Bromo_tif1_like	 - 	cl02556
Q#598 - 3O37C	superfamily	328929	6	48	2.01735e-23	89.7404	cl22851	PHD_SF superfamily	 - 	 - 
Q#599 - 3O37D	specific	99934	78	184	2.28693e-58	181.72	cd05502	Bromo_tif1_like	 - 	cl02556
Q#599 - 3O37D	superfamily	328929	6	48	2.01735e-23	89.7404	cl22851	PHD_SF superfamily	 - 	 - 
Q#604 - 3O7AA	specific	277102	4	50	1.22979e-22	83.1652	cd15632	PHD_PHF13	 - 	cl22851
Q#606 - 3OA6A	specific	314560	23	82	1.05542e-06	42.5578	pfam11717	Tudor-knot	 - 	cl17459
Q#606 - 3OA6A	superfamily	314841	70	105	0.008503	34.0048	cl20444	DUF3516 superfamily	C	 - 
Q#607 - 3OA6B	specific	314560	23	82	1.05542e-06	42.5578	pfam11717	Tudor-knot	 - 	cl17459
Q#607 - 3OA6B	superfamily	314841	70	105	0.008503	34.0048	cl20444	DUF3516 superfamily	C	 - 
Q#612 - 3OA6G	superfamily	330697	1	23	4.77538e-05	35.9636	cl25876	PLN00035 superfamily	C	 - 
Q#613 - 3PSLA	specific	238121	21	315	5.5391e-103	307.339	cd00200	WD40	 - 	cl25539
