Query	Hit type	PSSM-ID	From	To	E-Value	Bitscore	Accession	Short name	Incomplete	Superfamily
Q#281 - 6A5Od	specific	197718	31	127	1.28262e-52	164.227	smart00427	H2B	 - 	cl23830
Q#282 - 6A5Oe	specific	185400	4	139	6.05322e-89	258.681	PTZ00018	PTZ00018	 - 	cl23735
Q#283 - 6A5Of	specific	177669	4	106	5.64093e-53	164.62	PLN00035	PLN00035	 - 	cl25876
Q#284 - 6A5Og	specific	185399	4	133	1.96004e-68	206.134	PTZ00017	PTZ00017	 - 	cl25693
Q#285 - 6A5Oh	specific	197718	31	127	1.28262e-52	164.227	smart00427	H2B	 - 	cl23830
Q#286 - 6A5PA	specific	259848	15	854	0	1482.01	cd02733	RNAP_II_RPB1_N	 - 	cl19114
Q#286 - 6A5PA	specific	132720	1037	1449	0	750.189	cd02584	RNAP_II_Rpb1_C	 - 	cl25425
Q#286 - 6A5PA	specific	309914	874	1058	8.04265e-93	300.932	pfam04992	RNA_pol_Rpb1_6	 - 	cl04878
Q#286 - 6A5PA	superfamily	330317	1633	1739	3.04086e-11	68.4044	cl25496	Herpes_BLLF1 superfamily	NC	 - 
Q#286 - 6A5PA	superfamily	331285	1523	1735	0.000252043	46.0849	cl26464	Atrophin-1 superfamily	N	 - 
Q#287 - 6A5PB	superfamily	331952	18	1216	0	1249.47	cl27131	RNA_pol_Rpb2_7 superfamily	 - 	 - 
Q#288 - 6A5PC	specific	132909	5	265	1.44213e-136	391.196	cd07031	RNAP_II_RPB3	 - 	cl11409
Q#289 - 6A5PD	superfamily	321085	18	185	5.45749e-31	112.004	cl00638	RNA_pol_Rpb4 superfamily	 - 	 - 
Q#290 - 6A5PE	superfamily	321228	1	213	2.45617e-76	232.096	cl00883	RNA_pol_Rpb5_C superfamily	 - 	 - 
Q#291 - 6A5PF	specific	177755	70	155	5.15167e-43	141.93	PLN00152	PLN00152	N	cl14651
Q#292 - 6A5PG	specific	224020	1	171	3.75968e-55	175.175	COG1095	RPB7	 - 	cl04309
Q#293 - 6A5PH	specific	309116	8	145	1.58278e-61	188.794	pfam03870	RNA_pol_Rpb8	 - 	cl02716
Q#294 - 6A5PI	specific	224510	3	112	9.96512e-28	100.223	COG1594	RPB9	 - 	cl02609
Q#295 - 6A5PJ	specific	215034	1	70	7.51854e-35	115.624	PLN00032	PLN00032	 - 	cl00712
Q#296 - 6A5PK	specific	132902	13	105	2.60295e-32	111.53	cd06926	RNAP_II_RPB11	 - 	cl11409
Q#297 - 6A5PL	specific	128906	29	72	9.93117e-13	58.1347	smart00659	RPOLCX	 - 	cl00874
Q#301 - 6A5Pa	specific	185400	4	139	6.05322e-89	258.681	PTZ00018	PTZ00018	 - 	cl23735
Q#302 - 6A5Pb	specific	177669	4	106	5.64093e-53	164.62	PLN00035	PLN00035	 - 	cl25876
Q#303 - 6A5Pc	specific	185399	4	133	1.96004e-68	206.134	PTZ00017	PTZ00017	 - 	cl25693
Q#304 - 6A5Pd	specific	197718	31	127	1.28262e-52	164.227	smart00427	H2B	 - 	cl23830
Q#305 - 6A5Pe	specific	185400	4	139	6.05322e-89	258.681	PTZ00018	PTZ00018	 - 	cl23735
Q#306 - 6A5Pf	specific	177669	4	106	5.64093e-53	164.62	PLN00035	PLN00035	 - 	cl25876
Q#307 - 6A5Pg	specific	185399	4	133	1.96004e-68	206.134	PTZ00017	PTZ00017	 - 	cl25693
Q#308 - 6A5Ph	specific	197718	31	127	1.28262e-52	164.227	smart00427	H2B	 - 	cl23830
Q#309 - 6A5RA	specific	259848	15	854	0	1482.01	cd02733	RNAP_II_RPB1_N	 - 	cl19114
Q#309 - 6A5RA	specific	132720	1037	1449	0	750.189	cd02584	RNAP_II_Rpb1_C	 - 	cl25425
Q#309 - 6A5RA	specific	309914	874	1058	8.04265e-93	300.932	pfam04992	RNA_pol_Rpb1_6	 - 	cl04878
Q#309 - 6A5RA	superfamily	330317	1633	1739	3.04086e-11	68.4044	cl25496	Herpes_BLLF1 superfamily	NC	 - 
Q#309 - 6A5RA	superfamily	331285	1523	1735	0.000252043	46.0849	cl26464	Atrophin-1 superfamily	N	 - 
Q#310 - 6A5RB	superfamily	331952	18	1216	0	1249.47	cl27131	RNA_pol_Rpb2_7 superfamily	 - 	 - 
Q#311 - 6A5RC	specific	132909	5	265	1.44213e-136	391.196	cd07031	RNAP_II_RPB3	 - 	cl11409
Q#312 - 6A5RD	superfamily	321085	18	185	5.45749e-31	112.004	cl00638	RNA_pol_Rpb4 superfamily	 - 	 - 
Q#313 - 6A5RE	superfamily	321228	1	213	2.45617e-76	232.096	cl00883	RNA_pol_Rpb5_C superfamily	 - 	 - 
Q#314 - 6A5RF	specific	177755	70	155	5.15167e-43	141.93	PLN00152	PLN00152	N	cl14651
Q#315 - 6A5RG	specific	224020	1	171	3.75968e-55	175.175	COG1095	RPB7	 - 	cl04309
Q#316 - 6A5RH	specific	309116	8	145	1.58278e-61	188.794	pfam03870	RNA_pol_Rpb8	 - 	cl02716
Q#317 - 6A5RI	specific	224510	3	112	9.96512e-28	100.223	COG1594	RPB9	 - 	cl02609
Q#318 - 6A5RJ	specific	215034	1	70	7.51854e-35	115.624	PLN00032	PLN00032	 - 	cl00712
Q#319 - 6A5RK	specific	132902	13	105	2.60295e-32	111.53	cd06926	RNAP_II_RPB11	 - 	cl11409
Q#320 - 6A5RL	specific	128906	29	72	9.93117e-13	58.1347	smart00659	RPOLCX	 - 	cl00874
Q#324 - 6A5Ra	specific	185400	4	139	6.05322e-89	258.681	PTZ00018	PTZ00018	 - 	cl23735
Q#325 - 6A5Rb	specific	177669	4	106	5.64093e-53	164.62	PLN00035	PLN00035	 - 	cl25876
Q#326 - 6A5Rc	specific	185399	4	133	1.96004e-68	206.134	PTZ00017	PTZ00017	 - 	cl25693
Q#327 - 6A5Rd	specific	197718	31	127	1.28262e-52	164.227	smart00427	H2B	 - 	cl23830
Q#328 - 6A5Re	specific	185400	4	139	6.05322e-89	258.681	PTZ00018	PTZ00018	 - 	cl23735
Q#329 - 6A5Rf	specific	177669	4	106	5.64093e-53	164.62	PLN00035	PLN00035	 - 	cl25876
Q#330 - 6A5Rg	specific	185399	4	133	1.96004e-68	206.134	PTZ00017	PTZ00017	 - 	cl25693
Q#331 - 6A5Rh	specific	197718	31	127	1.28262e-52	164.227	smart00427	H2B	 - 	cl23830
Q#332 - 6A5TA	specific	259848	15	854	0	1482.01	cd02733	RNAP_II_RPB1_N	 - 	cl19114
Q#332 - 6A5TA	specific	132720	1037	1449	0	750.189	cd02584	RNAP_II_Rpb1_C	 - 	cl25425
Q#332 - 6A5TA	specific	309914	874	1058	8.04265e-93	300.932	pfam04992	RNA_pol_Rpb1_6	 - 	cl04878
Q#332 - 6A5TA	superfamily	330317	1633	1739	3.04086e-11	68.4044	cl25496	Herpes_BLLF1 superfamily	NC	 - 
Q#332 - 6A5TA	superfamily	331285	1523	1735	0.000252043	46.0849	cl26464	Atrophin-1 superfamily	N	 - 
Q#333 - 6A5TB	superfamily	331952	18	1216	0	1249.47	cl27131	RNA_pol_Rpb2_7 superfamily	 - 	 - 
Q#334 - 6A5TC	specific	132909	5	265	1.44213e-136	391.196	cd07031	RNAP_II_RPB3	 - 	cl11409
Q#335 - 6A5TD	superfamily	321085	18	185	5.45749e-31	112.004	cl00638	RNA_pol_Rpb4 superfamily	 - 	 - 
Q#336 - 6A5TE	superfamily	321228	1	213	2.45617e-76	232.096	cl00883	RNA_pol_Rpb5_C superfamily	 - 	 - 
Q#337 - 6A5TF	specific	177755	70	155	5.15167e-43	141.93	PLN00152	PLN00152	N	cl14651
Q#338 - 6A5TG	specific	224020	1	171	3.75968e-55	175.175	COG1095	RPB7	 - 	cl04309
Q#339 - 6A5TH	specific	309116	8	145	1.58278e-61	188.794	pfam03870	RNA_pol_Rpb8	 - 	cl02716
Q#340 - 6A5TI	specific	224510	3	112	9.96512e-28	100.223	COG1594	RPB9	 - 	cl02609
Q#341 - 6A5TJ	specific	215034	1	70	7.51854e-35	115.624	PLN00032	PLN00032	 - 	cl00712
Q#342 - 6A5TK	specific	132902	13	105	2.60295e-32	111.53	cd06926	RNAP_II_RPB11	 - 	cl11409
Q#343 - 6A5TL	specific	128906	29	72	9.93117e-13	58.1347	smart00659	RPOLCX	 - 	cl00874
Q#347 - 6A5Ta	specific	185400	4	139	6.05322e-89	258.681	PTZ00018	PTZ00018	 - 	cl23735
Q#348 - 6A5Tb	specific	177669	4	106	5.64093e-53	164.62	PLN00035	PLN00035	 - 	cl25876
Q#349 - 6A5Tc	specific	185399	4	133	1.96004e-68	206.134	PTZ00017	PTZ00017	 - 	cl25693
Q#350 - 6A5Td	specific	197718	31	127	1.28262e-52	164.227	smart00427	H2B	 - 	cl23830
Q#351 - 6A5Te	specific	185400	4	139	6.05322e-89	258.681	PTZ00018	PTZ00018	 - 	cl23735
Q#352 - 6A5Tf	specific	177669	4	106	5.64093e-53	164.62	PLN00035	PLN00035	 - 	cl25876
Q#353 - 6A5Tg	specific	185399	4	133	1.96004e-68	206.134	PTZ00017	PTZ00017	 - 	cl25693
Q#354 - 6A5Th	specific	197718	31	127	1.28262e-52	164.227	smart00427	H2B	 - 	cl23830
Q#357 - 6A5UA	specific	259848	15	854	0	1482.01	cd02733	RNAP_II_RPB1_N	 - 	cl19114
Q#357 - 6A5UA	specific	132720	1037	1449	0	750.189	cd02584	RNAP_II_Rpb1_C	 - 	cl25425
Q#357 - 6A5UA	specific	309914	874	1058	8.04265e-93	300.932	pfam04992	RNA_pol_Rpb1_6	 - 	cl04878
Q#357 - 6A5UA	superfamily	330317	1633	1739	3.04086e-11	68.4044	cl25496	Herpes_BLLF1 superfamily	NC	 - 
Q#357 - 6A5UA	superfamily	331285	1523	1735	0.000252043	46.0849	cl26464	Atrophin-1 superfamily	N	 - 
Q#358 - 6A5UB	superfamily	331952	18	1216	0	1249.47	cl27131	RNA_pol_Rpb2_7 superfamily	 - 	 - 
Q#359 - 6A5UC	specific	132909	5	265	1.44213e-136	391.196	cd07031	RNAP_II_RPB3	 - 	cl11409
Q#360 - 6A5UD	superfamily	321085	18	185	5.45749e-31	112.004	cl00638	RNA_pol_Rpb4 superfamily	 - 	 - 
Q#361 - 6A5UE	superfamily	321228	1	213	2.45617e-76	232.096	cl00883	RNA_pol_Rpb5_C superfamily	 - 	 - 
Q#362 - 6A5UF	specific	177755	70	155	5.15167e-43	141.93	PLN00152	PLN00152	N	cl14651
Q#363 - 6A5UG	specific	224020	1	171	3.75968e-55	175.175	COG1095	RPB7	 - 	cl04309
Q#364 - 6A5UH	specific	309116	8	145	1.58278e-61	188.794	pfam03870	RNA_pol_Rpb8	 - 	cl02716
Q#365 - 6A5UI	specific	224510	3	112	9.96512e-28	100.223	COG1594	RPB9	 - 	cl02609
Q#366 - 6A5UJ	specific	215034	1	70	7.51854e-35	115.624	PLN00032	PLN00032	 - 	cl00712
Q#367 - 6A5UK	specific	132902	13	105	2.60295e-32	111.53	cd06926	RNAP_II_RPB11	 - 	cl11409
Q#368 - 6A5UL	specific	128906	29	72	9.93117e-13	58.1347	smart00659	RPOLCX	 - 	cl00874
Q#372 - 6A5Ua	specific	185400	4	139	6.05322e-89	258.681	PTZ00018	PTZ00018	 - 	cl23735
Q#373 - 6A5Ub	specific	177669	4	106	5.64093e-53	164.62	PLN00035	PLN00035	 - 	cl25876
Q#374 - 6A5Uc	specific	185399	4	133	1.96004e-68	206.134	PTZ00017	PTZ00017	 - 	cl25693
Q#375 - 6A5Ud	specific	197718	31	127	1.28262e-52	164.227	smart00427	H2B	 - 	cl23830
Q#376 - 6A5Ue	specific	185400	4	139	6.05322e-89	258.681	PTZ00018	PTZ00018	 - 	cl23735
Q#377 - 6A5Uf	specific	177669	4	106	5.64093e-53	164.62	PLN00035	PLN00035	 - 	cl25876
Q#378 - 6A5Ug	specific	185399	4	133	1.96004e-68	206.134	PTZ00017	PTZ00017	 - 	cl25693
Q#379 - 6A5Uh	specific	197718	31	127	1.28262e-52	164.227	smart00427	H2B	 - 	cl23830
Q#382 - 6A5VA	specific	259848	15	854	0	1482.01	cd02733	RNAP_II_RPB1_N	 - 	cl19114
Q#382 - 6A5VA	specific	132720	1037	1449	0	750.189	cd02584	RNAP_II_Rpb1_C	 - 	cl25425
Q#382 - 6A5VA	specific	309914	874	1058	8.04265e-93	300.932	pfam04992	RNA_pol_Rpb1_6	 - 	cl04878
Q#382 - 6A5VA	superfamily	330317	1633	1739	3.04086e-11	68.4044	cl25496	Herpes_BLLF1 superfamily	NC	 - 
Q#382 - 6A5VA	superfamily	331285	1523	1735	0.000252043	46.0849	cl26464	Atrophin-1 superfamily	N	 - 
Q#383 - 6A5VB	superfamily	331952	18	1216	0	1249.47	cl27131	RNA_pol_Rpb2_7 superfamily	 - 	 - 
Q#384 - 6A5VC	specific	132909	5	265	1.44213e-136	391.196	cd07031	RNAP_II_RPB3	 - 	cl11409
Q#385 - 6A5VD	superfamily	321085	18	185	5.45749e-31	112.004	cl00638	RNA_pol_Rpb4 superfamily	 - 	 - 
Q#386 - 6A5VE	superfamily	321228	1	213	2.45617e-76	232.096	cl00883	RNA_pol_Rpb5_C superfamily	 - 	 - 
Q#387 - 6A5VF	specific	177755	70	155	5.15167e-43	141.93	PLN00152	PLN00152	N	cl14651
Q#388 - 6A5VG	specific	224020	1	171	3.75968e-55	175.175	COG1095	RPB7	 - 	cl04309
Q#389 - 6A5VH	specific	309116	8	145	1.58278e-61	188.794	pfam03870	RNA_pol_Rpb8	 - 	cl02716
Q#390 - 6A5VI	specific	224510	3	112	9.96512e-28	100.223	COG1594	RPB9	 - 	cl02609
Q#391 - 6A5VJ	specific	215034	1	70	7.51854e-35	115.624	PLN00032	PLN00032	 - 	cl00712
Q#392 - 6A5VK	specific	132902	13	105	2.60295e-32	111.53	cd06926	RNAP_II_RPB11	 - 	cl11409
Q#393 - 6A5VL	specific	128906	29	72	9.93117e-13	58.1347	smart00659	RPOLCX	 - 	cl00874
Q#397 - 6A5Va	specific	185400	4	139	6.05322e-89	258.681	PTZ00018	PTZ00018	 - 	cl23735
Q#398 - 6A5Vb	specific	177669	4	106	5.64093e-53	164.62	PLN00035	PLN00035	 - 	cl25876
Q#399 - 6A5Vc	specific	185399	4	133	1.96004e-68	206.134	PTZ00017	PTZ00017	 - 	cl25693
Q#400 - 6A5Vd	specific	197718	31	127	1.28262e-52	164.227	smart00427	H2B	 - 	cl23830
Q#401 - 6A5Ve	specific	185400	4	139	6.05322e-89	258.681	PTZ00018	PTZ00018	 - 	cl23735
Q#402 - 6A5Vf	specific	177669	4	106	5.64093e-53	164.62	PLN00035	PLN00035	 - 	cl25876
Q#403 - 6A5Vg	specific	185399	4	133	1.96004e-68	206.134	PTZ00017	PTZ00017	 - 	cl25693
Q#404 - 6A5Vh	specific	197718	31	127	1.28262e-52	164.227	smart00427	H2B	 - 	cl23830
Q#405 - 6BUZA	specific	128705	54	157	5.05098e-58	176.099	smart00428	H3	 - 	cl23735
Q#406 - 6BUZB	specific	177669	1	103	1.13367e-52	163.465	PLN00035	PLN00035	 - 	cl25876
Q#407 - 6BUZC	specific	185399	1	130	1.70552e-68	206.134	PTZ00017	PTZ00017	 - 	cl25693
Q#408 - 6BUZD	specific	197718	28	124	2.82156e-52	163.457	smart00427	H2B	 - 	cl23830
Q#409 - 6BUZE	specific	128705	54	157	5.05098e-58	176.099	smart00428	H3	 - 	cl23735
Q#410 - 6BUZF	specific	177669	1	103	1.13367e-52	163.465	PLN00035	PLN00035	 - 	cl25876
Q#411 - 6BUZG	specific	185399	1	130	1.70552e-68	206.134	PTZ00017	PTZ00017	 - 	cl25693
Q#412 - 6BUZH	specific	197718	28	124	2.82156e-52	163.457	smart00427	H2B	 - 	cl23830
Q#415 - 6BUZN	specific	236533	12	370	0	799.609	PRK09474	malE	 - 	cl25886
Q#415 - 6BUZN	specific	310096	385	668	5.32119e-74	243.877	pfam05238	CENP-N	 - 	cl08436
Q#416 - 6C0WA	specific	128705	34	137	1.83719e-55	172.247	smart00428	H3	 - 	cl23735
Q#417 - 6C0WB	specific	177669	1	102	2.49081e-52	162.694	PLN00035	PLN00035	 - 	cl25876
Q#418 - 6C0WC	specific	185399	1	130	9.89454e-69	206.52	PTZ00017	PTZ00017	 - 	cl25693
Q#419 - 6C0WD	specific	197718	28	124	8.09447e-52	162.301	smart00427	H2B	 - 	cl23830
Q#420 - 6C0WE	specific	128705	34	137	1.83719e-55	172.247	smart00428	H3	 - 	cl23735
Q#421 - 6C0WF	specific	177669	1	102	2.49081e-52	162.694	PLN00035	PLN00035	 - 	cl25876
Q#422 - 6C0WG	specific	185399	1	130	9.89454e-69	206.52	PTZ00017	PTZ00017	 - 	cl25693
Q#423 - 6C0WH	specific	197718	28	124	8.09447e-52	162.301	smart00427	H2B	 - 	cl23830
Q#426 - 6C0WK	specific	310096	3	289	7.71499e-77	239.64	pfam05238	CENP-N	 - 	cl08436
Q#427 - 6FMLA	specific	283678	15	417	0	690.587	pfam06068	TIP49	 - 	cl27568
Q#428 - 6FMLB	specific	283678	15	417	0	690.587	pfam06068	TIP49	 - 	cl27568
Q#429 - 6FMLC	specific	283678	15	417	0	690.587	pfam06068	TIP49	 - 	cl27568
Q#430 - 6FMLD	specific	283678	21	411	0	653.993	pfam06068	TIP49	 - 	cl27568
Q#431 - 6FMLE	specific	283678	21	411	0	653.993	pfam06068	TIP49	 - 	cl27568
Q#432 - 6FMLF	specific	283678	21	411	0	653.993	pfam06068	TIP49	 - 	cl27568
Q#433 - 6FMLG	specific	306645	975	1274	1.77813e-88	290.837	pfam00176	SNF2_N	 - 	cl26465
Q#433 - 6FMLG	specific	316415	727	859	8.88133e-67	221.237	pfam13892	DBINO	 - 	cl16460
Q#433 - 6FMLG	superfamily	331286	1549	1701	1.18962e-54	209.272	cl26465	SNF2_N superfamily	NC	 - 
Q#433 - 6FMLG	superfamily	331332	371	964	1.14104e-14	80.1851	cl26511	Neuromodulin_N superfamily	N	 - 
Q#433 - 6FMLG	superfamily	330317	52	432	2.98422e-07	55.3076	cl25496	Herpes_BLLF1 superfamily	N	 - 
Q#434 - 6FMLH	specific	309781	413	463	4.95519e-09	52.969	pfam04795	PAPA-1	N	cl04756
Q#435 - 6FMLI	superfamily	321826	81	219	5.37164e-24	93.9038	cl02154	YL1_C superfamily	 - 	 - 
Q#436 - 6FMLJ	superfamily	327376	58	356	1.49237e-41	157.583	cl17037	NBD_sugar-kinase_HSP70_actin superfamily	C	 - 
Q#436 - 6FMLJ	superfamily	330363	593	766	2.82223e-18	87.3134	cl25542	Actin superfamily	N	 - 
Q#436 - 6FMLJ	superfamily	331332	307	469	4.8159e-06	50.1395	cl26511	Neuromodulin_N superfamily	NC	 - 
Q#439 - 6FMLM	specific	185400	1	135	1.9973e-87	254.444	PTZ00018	PTZ00018	 - 	cl23735
Q#440 - 6FMLN	specific	177669	1	102	9.9094e-52	161.154	PLN00035	PLN00035	 - 	cl25876
Q#441 - 6FMLO	specific	185399	1	129	7.28961e-68	204.208	PTZ00017	PTZ00017	 - 	cl25693
Q#442 - 6FMLP	specific	197718	27	123	1.04507e-51	161.916	smart00427	H2B	 - 	cl23830
Q#443 - 6FMLQ	specific	185400	1	135	1.9973e-87	254.444	PTZ00018	PTZ00018	 - 	cl23735
Q#444 - 6FMLR	specific	177669	1	102	9.9094e-52	161.154	PLN00035	PLN00035	 - 	cl25876
Q#445 - 6FMLS	specific	185399	1	129	7.28961e-68	204.208	PTZ00017	PTZ00017	 - 	cl25693
Q#446 - 6FMLT	specific	197718	27	123	1.04507e-51	161.916	smart00427	H2B	 - 	cl23830
Q#447 - 6FTXA	superfamily	329044	1	97	2.28848e-67	197.82	cl23735	H4 superfamily	N	 - 
Q#448 - 6FTXB	specific	177669	1	103	1.13367e-52	163.465	PLN00035	PLN00035	 - 	cl25876
Q#449 - 6FTXC	specific	185399	1	130	3.15609e-70	206.52	PTZ00017	PTZ00017	 - 	cl25693
Q#450 - 6FTXD	specific	197718	28	124	3.24963e-52	163.071	smart00427	H2B	 - 	cl23830
Q#451 - 6FTXE	superfamily	329044	14	110	6.35624e-66	194.738	cl23735	H4 superfamily	N	 - 
Q#452 - 6FTXF	specific	177669	1	103	1.13367e-52	163.465	PLN00035	PLN00035	 - 	cl25876
Q#453 - 6FTXG	specific	185399	1	130	3.15609e-70	206.52	PTZ00017	PTZ00017	 - 	cl25693
Q#454 - 6FTXH	specific	197718	28	124	3.24963e-52	163.071	smart00427	H2B	 - 	cl23830
Q#457 - 6FTXN	specific	176398	1	76	9.5751e-50	153.872	cd01803	Ubiquitin	 - 	cl00155
Q#458 - 6FTXO	specific	176398	1	76	9.5751e-50	153.872	cd01803	Ubiquitin	 - 	cl00155
Q#459 - 6FTXW	superfamily	331286	181	645	2.65765e-160	495.09	cl26465	SNF2_N superfamily	C	 - 
Q#459 - 6FTXW	specific	306815	104	159	7.73546e-14	66.5069	pfam00385	Chromo	 - 	cl17459
Q#459 - 6FTXW	specific	212558	816	845	1.88806e-07	47.9471	cd11660	SANT_TRF	C	cl21498
Q#459 - 6FTXW	superfamily	331760	516	799	6.20422e-06	49.781	cl26939	DEXDc superfamily	N	 - 
Q#459 - 6FTXW	specific	237991	5	66	9.65142e-06	43.4067	cd00024	CHROMO	 - 	cl17459
Q#460 - 6G0LA	specific	185400	1	136	1.37246e-88	257.526	PTZ00018	PTZ00018	 - 	cl23735
Q#461 - 6G0LB	specific	177669	1	103	1.13367e-52	163.465	PLN00035	PLN00035	 - 	cl25876
Q#462 - 6G0LC	specific	185399	1	130	6.65467e-69	203.053	PTZ00017	PTZ00017	 - 	cl25693
Q#463 - 6G0LD	specific	197718	28	124	3.24963e-52	163.071	smart00427	H2B	 - 	cl23830
Q#464 - 6G0LE	specific	185400	1	136	1.37246e-88	257.526	PTZ00018	PTZ00018	 - 	cl23735
Q#465 - 6G0LF	specific	177669	1	103	1.13367e-52	163.465	PLN00035	PLN00035	 - 	cl25876
Q#466 - 6G0LG	specific	185399	1	130	3.15609e-70	206.52	PTZ00017	PTZ00017	 - 	cl25693
Q#467 - 6G0LH	specific	197718	28	124	3.24963e-52	163.071	smart00427	H2B	 - 	cl23830
Q#470 - 6G0LM	superfamily	331286	363	961	1.02517e-158	510.883	cl26465	SNF2_N superfamily	C	 - 
Q#470 - 6G0LM	specific	316429	1368	1460	1.98307e-36	135.81	pfam13907	DUF4208	 - 	cl16467
Q#470 - 6G0LM	specific	306815	286	341	6.78789e-13	66.8921	pfam00385	Chromo	 - 	cl17459
Q#470 - 6G0LM	specific	212558	1175	1204	1.67397e-06	48.3323	cd11660	SANT_TRF	C	cl21498
Q#470 - 6G0LM	specific	237991	208	248	0.000133601	42.6363	cd00024	CHROMO	N	cl17459
Q#471 - 6G0LW	superfamily	331286	363	961	1.02517e-158	510.883	cl26465	SNF2_N superfamily	C	 - 
Q#471 - 6G0LW	specific	316429	1368	1460	1.98307e-36	135.81	pfam13907	DUF4208	 - 	cl16467
Q#471 - 6G0LW	specific	306815	286	341	6.78789e-13	66.8921	pfam00385	Chromo	 - 	cl17459
Q#471 - 6G0LW	specific	212558	1175	1204	1.67397e-06	48.3323	cd11660	SANT_TRF	C	cl21498
Q#471 - 6G0LW	specific	237991	208	248	0.000133601	42.6363	cd00024	CHROMO	N	cl17459
Q#472 - 6GEJA	specific	185400	1	136	2.43401e-80	232.488	PTZ00018	PTZ00018	 - 	cl23735
Q#473 - 6GEJB	specific	185400	1	136	2.43401e-80	232.488	PTZ00018	PTZ00018	 - 	cl23735
Q#474 - 6GEJC	specific	185397	18	101	2.86699e-44	142.185	PTZ00015	PTZ00015	 - 	cl25876
Q#475 - 6GEJD	specific	185397	18	101	2.86699e-44	142.185	PTZ00015	PTZ00015	 - 	cl25876
Q#476 - 6GEJE	specific	185399	18	131	3.84619e-67	202.668	PTZ00017	PTZ00017	 - 	cl25693
Q#477 - 6GEJF	specific	185399	18	131	3.84619e-67	202.668	PTZ00017	PTZ00017	 - 	cl25693
Q#478 - 6GEJG	specific	197718	31	127	5.78755e-49	154.982	smart00427	H2B	 - 	cl23830
Q#479 - 6GEJH	specific	197718	31	127	5.78755e-49	154.982	smart00427	H2B	 - 	cl23830
Q#482 - 6GEJM	specific	306645	699	999	1.86146e-93	306.245	pfam00176	SNF2_N	 - 	cl26465
Q#482 - 6GEJM	superfamily	331286	1246	1452	7.30654e-47	183.848	cl26465	SNF2_N superfamily	NC	 - 
Q#482 - 6GEJM	superfamily	322047	340	393	3.97191e-12	65.4966	cl02676	HSA superfamily	C	 - 
Q#483 - 6GEJR	specific	214592	3	433	1.52686e-115	346.938	smart00268	ACTIN	 - 	cl25542
Q#485 - 6GEJT	specific	224145	4	463	0	696.793	COG1224	TIP49	 - 	cl27568
Q#486 - 6GEJU	specific	224145	4	448	0	714.898	COG1224	TIP49	 - 	cl27568
Q#487 - 6GEJV	specific	224145	4	463	0	696.793	COG1224	TIP49	 - 	cl27568
Q#488 - 6GEJW	specific	224145	4	448	0	714.898	COG1224	TIP49	 - 	cl27568
Q#489 - 6GEJX	specific	224145	4	463	0	696.793	COG1224	TIP49	 - 	cl27568
Q#490 - 6GEJY	specific	224145	4	448	0	714.898	COG1224	TIP49	 - 	cl27568
Q#492 - 6GENA	specific	185400	1	136	2.43401e-80	232.488	PTZ00018	PTZ00018	 - 	cl23735
Q#493 - 6GENB	specific	185400	1	136	2.43401e-80	232.488	PTZ00018	PTZ00018	 - 	cl23735
Q#494 - 6GENC	specific	185397	18	101	2.86699e-44	142.185	PTZ00015	PTZ00015	 - 	cl25876
Q#495 - 6GEND	specific	185397	18	101	2.86699e-44	142.185	PTZ00015	PTZ00015	 - 	cl25876
Q#496 - 6GENE	specific	185399	18	131	3.84619e-67	202.668	PTZ00017	PTZ00017	 - 	cl25693
Q#497 - 6GENF	specific	185399	18	131	3.84619e-67	202.668	PTZ00017	PTZ00017	 - 	cl25693
Q#498 - 6GENG	specific	197718	31	127	5.78755e-49	154.982	smart00427	H2B	 - 	cl23830
Q#499 - 6GENH	specific	197718	31	127	5.78755e-49	154.982	smart00427	H2B	 - 	cl23830
Q#502 - 6GENM	specific	306645	699	999	1.86146e-93	306.245	pfam00176	SNF2_N	 - 	cl26465
Q#502 - 6GENM	superfamily	331286	1246	1452	7.30654e-47	183.848	cl26465	SNF2_N superfamily	NC	 - 
Q#502 - 6GENM	superfamily	322047	340	393	3.97191e-12	65.4966	cl02676	HSA superfamily	C	 - 
Q#503 - 6GENR	specific	214592	3	433	1.52686e-115	346.938	smart00268	ACTIN	 - 	cl25542
Q#505 - 6GENT	specific	224145	4	463	0	696.793	COG1224	TIP49	 - 	cl27568
Q#506 - 6GENU	specific	224145	4	448	0	714.898	COG1224	TIP49	 - 	cl27568
Q#507 - 6GENV	specific	224145	4	463	0	696.793	COG1224	TIP49	 - 	cl27568
Q#508 - 6GENW	specific	224145	4	448	0	714.898	COG1224	TIP49	 - 	cl27568
Q#509 - 6GENX	specific	224145	4	463	0	696.793	COG1224	TIP49	 - 	cl27568
Q#510 - 6GENY	specific	224145	4	448	0	714.898	COG1224	TIP49	 - 	cl27568
Q#512 - 6HTSA	specific	283678	14	416	0	716.01	pfam06068	TIP49	 - 	cl27568
Q#513 - 6HTSB	specific	283678	21	412	0	689.432	pfam06068	TIP49	 - 	cl27568
Q#514 - 6HTSC	specific	283678	14	416	0	716.01	pfam06068	TIP49	 - 	cl27568
Q#515 - 6HTSD	specific	283678	21	412	0	689.432	pfam06068	TIP49	 - 	cl27568
Q#516 - 6HTSE	specific	283678	14	416	0	716.01	pfam06068	TIP49	 - 	cl27568
Q#517 - 6HTSF	specific	283678	21	412	0	689.432	pfam06068	TIP49	 - 	cl27568
