structureId	chainId	structureTitle	depositionDate	uniprotAcc	uniprotRecommendedName
3HGT	B	Structural and functional studies of the yeast class II Hda1 HDAC complex	2009-05-14	Q06623	HDA1 complex subunit 3
3HME	A	Crystal structure of human bromodomain containing 9 isoform 1 (BRD9)	2009-05-29	Q9H8M2	Bromodomain-containing protein 9
3HME	B	Crystal structure of human bromodomain containing 9 isoform 1 (BRD9)	2009-05-29	Q9H8M2	Bromodomain-containing protein 9
3HMF	A	Crystal Structure of the second Bromodomain of Human Poly-bromodomain containing protein 1 (PB1)	2009-05-29	Q86U86	Protein polybromo-1
3HMH	A	Crystal structure of the second bromodomain of human TBP-associated factor RNA polymerase 1-like (TAF1L)	2009-05-29	Q8IZX4	Transcription initiation factor TFIID subunit 1-like
3HNA	A	Crystal structure of catalytic domain of human euchromatic histone methyltransferase 1 in complex with SAH and mono-Methylated H3K9 Peptide	2009-05-30	Q9H9B1	Histone-lysine N-methyltransferase EHMT1
3HNA	B	Crystal structure of catalytic domain of human euchromatic histone methyltransferase 1 in complex with SAH and mono-Methylated H3K9 Peptide	2009-05-30	Q9H9B1	Histone-lysine N-methyltransferase EHMT1
3HNA	P	Crystal structure of catalytic domain of human euchromatic histone methyltransferase 1 in complex with SAH and mono-Methylated H3K9 Peptide	2009-05-30	NA	NA
3HNA	Q	Crystal structure of catalytic domain of human euchromatic histone methyltransferase 1 in complex with SAH and mono-Methylated H3K9 Peptide	2009-05-30	NA	NA
3HSV	M	Structures of SPOP-Substrate Complexes: Insights into Molecular Architectures of BTB-Cul3 Ubiquitin Ligases: SPOPMATHx-MacroH2ASBCpep2	2009-06-10	O75367	Core histone macro-H2A.1
3HSV	A	Structures of SPOP-Substrate Complexes: Insights into Molecular Architectures of BTB-Cul3 Ubiquitin Ligases: SPOPMATHx-MacroH2ASBCpep2	2009-06-10	Q5NVK7	Speckle-type POZ protein
3HSV	B	Structures of SPOP-Substrate Complexes: Insights into Molecular Architectures of BTB-Cul3 Ubiquitin Ligases: SPOPMATHx-MacroH2ASBCpep2	2009-06-10	Q5NVK7	Speckle-type POZ protein
3I3J	A	Crystal Structure of the Bromodomain of Human EP300	2009-06-30	Q09472	Histone acetyltransferase p300
3I3J	B	Crystal Structure of the Bromodomain of Human EP300	2009-06-30	Q09472	Histone acetyltransferase p300
3I3J	C	Crystal Structure of the Bromodomain of Human EP300	2009-06-30	Q09472	Histone acetyltransferase p300
3I3J	D	Crystal Structure of the Bromodomain of Human EP300	2009-06-30	Q09472	Histone acetyltransferase p300
3I3J	E	Crystal Structure of the Bromodomain of Human EP300	2009-06-30	Q09472	Histone acetyltransferase p300
3I3J	F	Crystal Structure of the Bromodomain of Human EP300	2009-06-30	Q09472	Histone acetyltransferase p300
3I3J	G	Crystal Structure of the Bromodomain of Human EP300	2009-06-30	Q09472	Histone acetyltransferase p300
3I3J	H	Crystal Structure of the Bromodomain of Human EP300	2009-06-30	Q09472	Histone acetyltransferase p300
3I3J	I	Crystal Structure of the Bromodomain of Human EP300	2009-06-30	Q09472	Histone acetyltransferase p300
3I3J	J	Crystal Structure of the Bromodomain of Human EP300	2009-06-30	Q09472	Histone acetyltransferase p300
3I3J	K	Crystal Structure of the Bromodomain of Human EP300	2009-06-30	Q09472	Histone acetyltransferase p300
3I3J	L	Crystal Structure of the Bromodomain of Human EP300	2009-06-30	Q09472	Histone acetyltransferase p300
3IID	A	Crystal structure of the macro domain of human histone macroH2A1.1 in complex with ADP-ribose (form A)	2009-07-31	O75367	Core histone macro-H2A.1
3IIF	A	Crystal structure of the macro domain of human histone macroH2A1.1 in complex with ADP-ribose (form B)	2009-07-31	O75367	Core histone macro-H2A.1
3IIF	B	Crystal structure of the macro domain of human histone macroH2A1.1 in complex with ADP-ribose (form B)	2009-07-31	O75367	Core histone macro-H2A.1
3IIF	C	Crystal structure of the macro domain of human histone macroH2A1.1 in complex with ADP-ribose (form B)	2009-07-31	O75367	Core histone macro-H2A.1
3IIW	A	Crystal structure of Eed in complex with a trimethylated histone H3K27 peptide	2009-08-03	O75530	Polycomb protein EED
3IIW	B	Crystal structure of Eed in complex with a trimethylated histone H3K27 peptide	2009-08-03	NA	NA
3IIY	A	Crystal structure of Eed in complex with a trimethylated histone H1K26 peptide	2009-08-03	O75530	Polycomb protein EED
3IIY	B	Crystal structure of Eed in complex with a trimethylated histone H1K26 peptide	2009-08-03	NA	NA
3IJ0	A	Crystal structure of Eed in complex with a trimethylated histone H3K9 peptide	2009-08-03	O75530	Polycomb protein EED
3IJ0	B	Crystal structure of Eed in complex with a trimethylated histone H3K9 peptide	2009-08-03	NA	NA
3IJ1	B	Crystal structure of Eed in complex with a trimethylated histone H4K20 peptide	2009-08-03	P62805	Histone H4
3IJ1	A	Crystal structure of Eed in complex with a trimethylated histone H4K20 peptide	2009-08-03	O75530	Polycomb protein EED
3IJC	A	Crystal structure of Eed in complex with NDSB-195	2009-08-04	O75530	Polycomb protein EED
3IO2	A	Crystal structure of the Taz2 domain of p300	2009-08-13	Q09472	Histone acetyltransferase p300
3IU5	A	Crystal structure of the first bromodomain of human poly-bromodomain containing protein 1 (PB1)	2009-08-30	Q86U86	Protein polybromo-1
3IU6	A	Crystal structure of the sixth bromodomain of human poly-bromodomain containing protein 1 (PB1)	2009-08-30	Q86U86	Protein polybromo-1
3IV2	A	Crystal structure of mature apo-Cathepsin L C25A mutant	2009-08-31	P07711	Cathepsin L1
3IV2	B	Crystal structure of mature apo-Cathepsin L C25A mutant	2009-08-31	P07711	Cathepsin L1
3IVB	M	Structures of SPOP-Substrate Complexes: Insights into Architectures of BTB-Cul3 Ubiquitin Ligases: SPOPMATH-MacroH2ASBCpep1	2009-08-31	O75367	Core histone macro-H2A.1
3IVB	A	Structures of SPOP-Substrate Complexes: Insights into Architectures of BTB-Cul3 Ubiquitin Ligases: SPOPMATH-MacroH2ASBCpep1	2009-08-31	O43791	Speckle-type POZ protein
3JPX	B	EED: A Novel Histone Trimethyllysine Binder Within The EED-EZH2 Polycomb Complex	2009-09-04	P62805	Histone H4
3JPX	A	EED: A Novel Histone Trimethyllysine Binder Within The EED-EZH2 Polycomb Complex	2009-09-04	O75530	Polycomb protein EED
3JVK	A	Crystal structure of bromodomain 1 of mouse Brd4 in complex with histone H3-K(ac)14	2009-09-17	Q9ESU6	Bromodomain-containing protein 4
3JVK	C	Crystal structure of bromodomain 1 of mouse Brd4 in complex with histone H3-K(ac)14	2009-09-17	P84243	Histone H3.3
3JZG	A	Structure of EED in complex with H3K27me3	2009-09-23	O75530	Polycomb protein EED
3JZG	B	Structure of EED in complex with H3K27me3	2009-09-23	NA	NA
3JZH	A	EED-H3K79me3	2009-09-23	O75530	Polycomb protein EED
3JZH	B	EED-H3K79me3	2009-09-23	NA	NA
3JZN	A	Structure of EED in apo form	2009-09-23	O75530	Polycomb protein EED
3K24	A	Crystal structure of mature apo-Cathepsin L C25A mutant in complex with Gln-Leu-Ala peptide	2009-09-29	P07711	Cathepsin L1
3K24	B	Crystal structure of mature apo-Cathepsin L C25A mutant in complex with Gln-Leu-Ala peptide	2009-09-29	P07711	Cathepsin L1
3K24	C	Crystal structure of mature apo-Cathepsin L C25A mutant in complex with Gln-Leu-Ala peptide	2009-09-29	NA	NA
3K24	D	Crystal structure of mature apo-Cathepsin L C25A mutant in complex with Gln-Leu-Ala peptide	2009-09-29	NA	NA
3K26	A	Complex structure of EED and trimethylated H3K4	2009-09-29	O75530	Polycomb protein EED
3K26	B	Complex structure of EED and trimethylated H3K4	2009-09-29	NA	NA
3K27	A	Complex structure of EED and trimethylated H3K9	2009-09-29	O75530	Polycomb protein EED
3K27	B	Complex structure of EED and trimethylated H3K9	2009-09-29	NA	NA
3K2O	A	Structure of an oxygenase	2009-09-30	Q6NYC1	Bifunctional arginine demethylase and lysyl-hydroxylase JMJD6
3K2O	B	Structure of an oxygenase	2009-09-30	Q6NYC1	Bifunctional arginine demethylase and lysyl-hydroxylase JMJD6
3K3N	A	Crystal structure of the catalytic core domain of human PHF8	2009-10-03	Q9UPP1	Histone lysine demethylase PHF8
3K3O	A	Crystal structure of the catalytic core domain of human PHF8 complexed with alpha-ketoglutarate	2009-10-03	Q9UPP1	Histone lysine demethylase PHF8
3K5K	A	Discovery of a 2,4-Diamino-7-aminoalkoxy-quinazoline as a Potent Inhibitor of Histone Lysine Methyltransferase, G9a	2009-10-07	Q96KQ7	Histone-lysine N-methyltransferase EHMT2
3K5K	B	Discovery of a 2,4-Diamino-7-aminoalkoxy-quinazoline as a Potent Inhibitor of Histone Lysine Methyltransferase, G9a	2009-10-07	Q96KQ7	Histone-lysine N-methyltransferase EHMT2
3K9J	A	Transposase domain of Metnase	2009-10-15	Q53H47	Histone-lysine N-methyltransferase SETMAR
3K9J	B	Transposase domain of Metnase	2009-10-15	Q53H47	Histone-lysine N-methyltransferase SETMAR
3K9K	A	Transposase domain of Metnase	2009-10-15	Q53H47	Histone-lysine N-methyltransferase SETMAR
3K9K	B	Transposase domain of Metnase	2009-10-15	Q53H47	Histone-lysine N-methyltransferase SETMAR
3KMT	G	Crystal structure of vSET/SAH/H3 ternary complex	2009-11-11	P68431	Histone H3.1
3KMT	H	Crystal structure of vSET/SAH/H3 ternary complex	2009-11-11	P68431	Histone H3.1
3KMT	I	Crystal structure of vSET/SAH/H3 ternary complex	2009-11-11	P68431	Histone H3.1
3KMT	A	Crystal structure of vSET/SAH/H3 ternary complex	2009-11-11	O41094	NA
3KMT	B	Crystal structure of vSET/SAH/H3 ternary complex	2009-11-11	O41094	NA
3KMT	C	Crystal structure of vSET/SAH/H3 ternary complex	2009-11-11	O41094	NA
3KQI	A	crystal structure of PHF2 PHD domain complexed with H3K4Me3 peptide	2009-11-17	O75151	Lysine-specific demethylase PHF2
3KQI	B	crystal structure of PHF2 PHD domain complexed with H3K4Me3 peptide	2009-11-17	NA	NA
3KSY	A	Crystal structure of the Histone domain, DH-PH unit, and catalytic unit of the Ras activator Son of Sevenless (SOS)	2009-11-24	Q07889	Son of sevenless homolog 1
3KUY	C	DNA Stretching in the Nucleosome Facilitates Alkylation by an Intercalating Antitumor Agent	2009-11-28	P06897	Histone H2A type 1
3KUY	G	DNA Stretching in the Nucleosome Facilitates Alkylation by an Intercalating Antitumor Agent	2009-11-28	P06897	Histone H2A type 1
3KUY	D	DNA Stretching in the Nucleosome Facilitates Alkylation by an Intercalating Antitumor Agent	2009-11-28	P02281	Histone H2B 1.1
3KUY	H	DNA Stretching in the Nucleosome Facilitates Alkylation by an Intercalating Antitumor Agent	2009-11-28	P02281	Histone H2B 1.1
3KUY	A	DNA Stretching in the Nucleosome Facilitates Alkylation by an Intercalating Antitumor Agent	2009-11-28	P84233	Histone H3.2
3KUY	E	DNA Stretching in the Nucleosome Facilitates Alkylation by an Intercalating Antitumor Agent	2009-11-28	P84233	Histone H3.2
3KUY	B	DNA Stretching in the Nucleosome Facilitates Alkylation by an Intercalating Antitumor Agent	2009-11-28	P62799	Histone H4
3KUY	F	DNA Stretching in the Nucleosome Facilitates Alkylation by an Intercalating Antitumor Agent	2009-11-28	P62799	Histone H4
3KUY	I	DNA Stretching in the Nucleosome Facilitates Alkylation by an Intercalating Antitumor Agent	2009-11-28	NA	NA
3KUY	J	DNA Stretching in the Nucleosome Facilitates Alkylation by an Intercalating Antitumor Agent	2009-11-28	NA	NA
3KV4	B	Structure of PHF8 in complex with histone H3	2009-11-29	Q6NXT2	Histone H3.3C
3KV4	A	Structure of PHF8 in complex with histone H3	2009-11-29	Q9UPP1	Histone lysine demethylase PHF8
3KV5	A	Structure of KIAA1718, human Jumonji demethylase, in complex with N-oxalylglycine	2009-11-29	Q6ZMT4	Lysine-specific demethylase 7A
3KV5	D	Structure of KIAA1718, human Jumonji demethylase, in complex with N-oxalylglycine	2009-11-29	Q6ZMT4	Lysine-specific demethylase 7A
3KV6	A	Structure of KIAA1718, human Jumonji demethylase, in complex with alpha-ketoglutarate	2009-11-29	Q6ZMT4	Lysine-specific demethylase 7A
3KV6	D	Structure of KIAA1718, human Jumonji demethylase, in complex with alpha-ketoglutarate	2009-11-29	Q6ZMT4	Lysine-specific demethylase 7A
3KV9	A	Structure of KIAA1718 Jumonji domain	2009-11-29	Q6ZMT4	Lysine-specific demethylase 7A
3KVA	A	Structure of KIAA1718 Jumonji domain in complex with alpha-ketoglutarate	2009-11-29	Q6ZMT4	Lysine-specific demethylase 7A
3KVB	A	Structure of KIAA1718 Jumonji domain in complex with N-oxalylglycine	2009-11-29	Q6ZMT4	Lysine-specific demethylase 7A
3KWQ	C	Structural characterization of H3K56Q nucleosomes and nucleosomal arrays	2009-12-01	P06897	Histone H2A type 1
3KWQ	G	Structural characterization of H3K56Q nucleosomes and nucleosomal arrays	2009-12-01	P06897	Histone H2A type 1
3KWQ	D	Structural characterization of H3K56Q nucleosomes and nucleosomal arrays	2009-12-01	P02281	Histone H2B 1.1
3KWQ	H	Structural characterization of H3K56Q nucleosomes and nucleosomal arrays	2009-12-01	P02281	Histone H2B 1.1
3KWQ	A	Structural characterization of H3K56Q nucleosomes and nucleosomal arrays	2009-12-01	P84233	Histone H3.2
3KWQ	E	Structural characterization of H3K56Q nucleosomes and nucleosomal arrays	2009-12-01	P84233	Histone H3.2
3KWQ	B	Structural characterization of H3K56Q nucleosomes and nucleosomal arrays	2009-12-01	P62799	Histone H4
3KWQ	F	Structural characterization of H3K56Q nucleosomes and nucleosomal arrays	2009-12-01	P62799	Histone H4
3KWQ	I	Structural characterization of H3K56Q nucleosomes and nucleosomal arrays	2009-12-01	NA	NA
3KWQ	J	Structural characterization of H3K56Q nucleosomes and nucleosomal arrays	2009-12-01	NA	NA
3KXB	C	Structural characterization of H3K56Q nucleosomes and nucleosomal arrays	2009-12-02	Q6AZJ8	Histone H2A
3KXB	G	Structural characterization of H3K56Q nucleosomes and nucleosomal arrays	2009-12-02	Q6AZJ8	Histone H2A
3KXB	D	Structural characterization of H3K56Q nucleosomes and nucleosomal arrays	2009-12-02	P02281	Histone H2B 1.1
3KXB	H	Structural characterization of H3K56Q nucleosomes and nucleosomal arrays	2009-12-02	P02281	Histone H2B 1.1
3KXB	A	Structural characterization of H3K56Q nucleosomes and nucleosomal arrays	2009-12-02	P84233	Histone H3.2
3KXB	E	Structural characterization of H3K56Q nucleosomes and nucleosomal arrays	2009-12-02	P84233	Histone H3.2
3KXB	B	Structural characterization of H3K56Q nucleosomes and nucleosomal arrays	2009-12-02	P62799	Histone H4
3KXB	F	Structural characterization of H3K56Q nucleosomes and nucleosomal arrays	2009-12-02	P62799	Histone H4
3KXB	I	Structural characterization of H3K56Q nucleosomes and nucleosomal arrays	2009-12-02	NA	NA
3KXB	J	Structural characterization of H3K56Q nucleosomes and nucleosomal arrays	2009-12-02	NA	NA
3L42	A	PWWP domain of human bromodomain and PHD finger containing protein 1	2009-12-18	P55201	Peregrin
3LD8	A	Structure of JMJD6 and Fab Fragments	2010-01-12	Q6NYC1	Bifunctional arginine demethylase and lysyl-hydroxylase JMJD6
3LD8	B	Structure of JMJD6 and Fab Fragments	2010-01-12	NA	NA
3LD8	C	Structure of JMJD6 and Fab Fragments	2010-01-12	NA	NA
3LDB	A	Structure of JMJD6 complexd with ALPHA-KETOGLUTARATE and Fab Fragment.	2010-01-12	Q6NYC1	Bifunctional arginine demethylase and lysyl-hydroxylase JMJD6
3LDB	B	Structure of JMJD6 complexd with ALPHA-KETOGLUTARATE and Fab Fragment.	2010-01-12	NA	NA
3LDB	C	Structure of JMJD6 complexd with ALPHA-KETOGLUTARATE and Fab Fragment.	2010-01-12	NA	NA
3LEL	C	Structural Insight into the Sequence-Dependence of Nucleosome Positioning	2010-01-15	Q6AZJ8	Histone H2A
3LEL	G	Structural Insight into the Sequence-Dependence of Nucleosome Positioning	2010-01-15	Q6AZJ8	Histone H2A
3LEL	M	Structural Insight into the Sequence-Dependence of Nucleosome Positioning	2010-01-15	Q6AZJ8	Histone H2A
3LEL	Q	Structural Insight into the Sequence-Dependence of Nucleosome Positioning	2010-01-15	Q6AZJ8	Histone H2A
3LEL	D	Structural Insight into the Sequence-Dependence of Nucleosome Positioning	2010-01-15	P02281	Histone H2B 1.1
3LEL	H	Structural Insight into the Sequence-Dependence of Nucleosome Positioning	2010-01-15	P02281	Histone H2B 1.1
3LEL	N	Structural Insight into the Sequence-Dependence of Nucleosome Positioning	2010-01-15	P02281	Histone H2B 1.1
3LEL	R	Structural Insight into the Sequence-Dependence of Nucleosome Positioning	2010-01-15	P02281	Histone H2B 1.1
3LEL	A	Structural Insight into the Sequence-Dependence of Nucleosome Positioning	2010-01-15	P84233	Histone H3.2
3LEL	E	Structural Insight into the Sequence-Dependence of Nucleosome Positioning	2010-01-15	P84233	Histone H3.2
3LEL	K	Structural Insight into the Sequence-Dependence of Nucleosome Positioning	2010-01-15	P84233	Histone H3.2
3LEL	O	Structural Insight into the Sequence-Dependence of Nucleosome Positioning	2010-01-15	P84233	Histone H3.2
3LEL	B	Structural Insight into the Sequence-Dependence of Nucleosome Positioning	2010-01-15	P62799	Histone H4
3LEL	F	Structural Insight into the Sequence-Dependence of Nucleosome Positioning	2010-01-15	P62799	Histone H4
3LEL	L	Structural Insight into the Sequence-Dependence of Nucleosome Positioning	2010-01-15	P62799	Histone H4
3LEL	P	Structural Insight into the Sequence-Dependence of Nucleosome Positioning	2010-01-15	P62799	Histone H4
3LEL	I	Structural Insight into the Sequence-Dependence of Nucleosome Positioning	2010-01-15	NA	NA
3LEL	J	Structural Insight into the Sequence-Dependence of Nucleosome Positioning	2010-01-15	NA	NA
3LEL	S	Structural Insight into the Sequence-Dependence of Nucleosome Positioning	2010-01-15	NA	NA
3LEL	T	Structural Insight into the Sequence-Dependence of Nucleosome Positioning	2010-01-15	NA	NA
3LJA	C	Using Soft X-Rays for a Detailed Picture of Divalent Metal Binding in the Nucleosome	2010-01-26	P06897	Histone H2A type 1
3LJA	G	Using Soft X-Rays for a Detailed Picture of Divalent Metal Binding in the Nucleosome	2010-01-26	P06897	Histone H2A type 1
3LJA	D	Using Soft X-Rays for a Detailed Picture of Divalent Metal Binding in the Nucleosome	2010-01-26	P02281	Histone H2B 1.1
3LJA	H	Using Soft X-Rays for a Detailed Picture of Divalent Metal Binding in the Nucleosome	2010-01-26	P02281	Histone H2B 1.1
3LJA	A	Using Soft X-Rays for a Detailed Picture of Divalent Metal Binding in the Nucleosome	2010-01-26	P84233	Histone H3.2
3LJA	E	Using Soft X-Rays for a Detailed Picture of Divalent Metal Binding in the Nucleosome	2010-01-26	P84233	Histone H3.2
3LJA	B	Using Soft X-Rays for a Detailed Picture of Divalent Metal Binding in the Nucleosome	2010-01-26	P62799	Histone H4
3LJA	F	Using Soft X-Rays for a Detailed Picture of Divalent Metal Binding in the Nucleosome	2010-01-26	P62799	Histone H4
3LJA	I	Using Soft X-Rays for a Detailed Picture of Divalent Metal Binding in the Nucleosome	2010-01-26	NA	NA
3LJA	J	Using Soft X-Rays for a Detailed Picture of Divalent Metal Binding in the Nucleosome	2010-01-26	NA	NA
3LJW	A	Crystal Structure of the Second Bromodomain of Human Polybromo	2010-01-26	Q86U86	Protein polybromo-1
3LJW	B	Crystal Structure of the Second Bromodomain of Human Polybromo	2010-01-26	Q86U86	Protein polybromo-1
3LLR	A	Crystal structure of the PWWP domain of Human DNA (cytosine-5-)-methyltransferase 3 alpha	2010-01-29	Q9Y6K1	DNA (cytosine-5)-methyltransferase 3A
3LLR	B	Crystal structure of the PWWP domain of Human DNA (cytosine-5-)-methyltransferase 3 alpha	2010-01-29	Q9Y6K1	DNA (cytosine-5)-methyltransferase 3A
3LLR	C	Crystal structure of the PWWP domain of Human DNA (cytosine-5-)-methyltransferase 3 alpha	2010-01-29	Q9Y6K1	DNA (cytosine-5)-methyltransferase 3A
3LLR	D	Crystal structure of the PWWP domain of Human DNA (cytosine-5-)-methyltransferase 3 alpha	2010-01-29	Q9Y6K1	DNA (cytosine-5)-methyltransferase 3A
3LLR	E	Crystal structure of the PWWP domain of Human DNA (cytosine-5-)-methyltransferase 3 alpha	2010-01-29	Q9Y6K1	DNA (cytosine-5)-methyltransferase 3A
3LQH	A	Crystal structure of MLL1 PHD3-Bromo in the free form	2010-02-09	Q03164	Histone-lysine N-methyltransferase 2A
3LQI	R	Crystal structure of MLL1 PHD3-Bromo complexed with H3(1-9)K4me2 peptide	2010-02-09	P68431	Histone H3.1
3LQI	S	Crystal structure of MLL1 PHD3-Bromo complexed with H3(1-9)K4me2 peptide	2010-02-09	P68431	Histone H3.1
3LQI	T	Crystal structure of MLL1 PHD3-Bromo complexed with H3(1-9)K4me2 peptide	2010-02-09	P68431	Histone H3.1
3LQI	A	Crystal structure of MLL1 PHD3-Bromo complexed with H3(1-9)K4me2 peptide	2010-02-09	Q03164	Histone-lysine N-methyltransferase 2A
3LQI	B	Crystal structure of MLL1 PHD3-Bromo complexed with H3(1-9)K4me2 peptide	2010-02-09	Q03164	Histone-lysine N-methyltransferase 2A
3LQI	C	Crystal structure of MLL1 PHD3-Bromo complexed with H3(1-9)K4me2 peptide	2010-02-09	Q03164	Histone-lysine N-methyltransferase 2A
3LQJ	Q	Crystal structure of MLL1 PHD3-Bromo complexed with H3(1-9)K4me3 peptide	2010-02-09	P68431	Histone H3.1
3LQJ	T	Crystal structure of MLL1 PHD3-Bromo complexed with H3(1-9)K4me3 peptide	2010-02-09	P68431	Histone H3.1
3LQJ	A	Crystal structure of MLL1 PHD3-Bromo complexed with H3(1-9)K4me3 peptide	2010-02-09	Q03164	Histone-lysine N-methyltransferase 2A
3LQJ	B	Crystal structure of MLL1 PHD3-Bromo complexed with H3(1-9)K4me3 peptide	2010-02-09	Q03164	Histone-lysine N-methyltransferase 2A
3LWE	A	The crystal structure of MPP8	2010-02-23	Q99549	M-phase phosphoprotein 8
3LWE	B	The crystal structure of MPP8	2010-02-23	Q99549	M-phase phosphoprotein 8
3LX7	A	Crystal structure of a Novel Tudor domain-containing protein SGF29	2010-02-24	Q96ES7	SAGA-associated factor 29
3LXJ	A	Crystal Structure of the Bromodomain of Human AAA domain containing 2B (ATAD2B)	2010-02-25	Q9ULI0	ATPase family AAA domain-containing protein 2B
3LXJ	B	Crystal Structure of the Bromodomain of Human AAA domain containing 2B (ATAD2B)	2010-02-25	Q9ULI0	ATPase family AAA domain-containing protein 2B
3LXJ	C	Crystal Structure of the Bromodomain of Human AAA domain containing 2B (ATAD2B)	2010-02-25	Q9ULI0	ATPase family AAA domain-containing protein 2B
3LXJ	D	Crystal Structure of the Bromodomain of Human AAA domain containing 2B (ATAD2B)	2010-02-25	Q9ULI0	ATPase family AAA domain-containing protein 2B
3LYI	A	PWWP Domain of Human Bromodomain-Containing Protein 1	2010-02-26	O95696	Bromodomain-containing protein 1
3LYI	B	PWWP Domain of Human Bromodomain-Containing Protein 1	2010-02-26	O95696	Bromodomain-containing protein 1
3LZ0	C	Crystal Structure of Nucleosome Core Particle Composed of the Widom 601 DNA Sequence (orientation 1)	2010-03-01	Q6AZJ8	Histone H2A
3LZ0	G	Crystal Structure of Nucleosome Core Particle Composed of the Widom 601 DNA Sequence (orientation 1)	2010-03-01	Q6AZJ8	Histone H2A
3LZ0	D	Crystal Structure of Nucleosome Core Particle Composed of the Widom 601 DNA Sequence (orientation 1)	2010-03-01	P02281	Histone H2B 1.1
3LZ0	H	Crystal Structure of Nucleosome Core Particle Composed of the Widom 601 DNA Sequence (orientation 1)	2010-03-01	P02281	Histone H2B 1.1
3LZ0	A	Crystal Structure of Nucleosome Core Particle Composed of the Widom 601 DNA Sequence (orientation 1)	2010-03-01	P84233	Histone H3.2
3LZ0	E	Crystal Structure of Nucleosome Core Particle Composed of the Widom 601 DNA Sequence (orientation 1)	2010-03-01	P84233	Histone H3.2
3LZ0	B	Crystal Structure of Nucleosome Core Particle Composed of the Widom 601 DNA Sequence (orientation 1)	2010-03-01	P62799	Histone H4
3LZ0	F	Crystal Structure of Nucleosome Core Particle Composed of the Widom 601 DNA Sequence (orientation 1)	2010-03-01	P62799	Histone H4
3LZ0	I	Crystal Structure of Nucleosome Core Particle Composed of the Widom 601 DNA Sequence (orientation 1)	2010-03-01	NA	NA
3LZ0	J	Crystal Structure of Nucleosome Core Particle Composed of the Widom 601 DNA Sequence (orientation 1)	2010-03-01	NA	NA
3LZ1	C	Crystal Structure of Nucleosome Core Particle Composed of the Widom 601 DNA Sequence (orientation 2)	2010-03-01	Q6AZJ8	Histone H2A
3LZ1	G	Crystal Structure of Nucleosome Core Particle Composed of the Widom 601 DNA Sequence (orientation 2)	2010-03-01	Q6AZJ8	Histone H2A
3LZ1	D	Crystal Structure of Nucleosome Core Particle Composed of the Widom 601 DNA Sequence (orientation 2)	2010-03-01	P02281	Histone H2B 1.1
3LZ1	H	Crystal Structure of Nucleosome Core Particle Composed of the Widom 601 DNA Sequence (orientation 2)	2010-03-01	P02281	Histone H2B 1.1
3LZ1	A	Crystal Structure of Nucleosome Core Particle Composed of the Widom 601 DNA Sequence (orientation 2)	2010-03-01	P84233	Histone H3.2
3LZ1	E	Crystal Structure of Nucleosome Core Particle Composed of the Widom 601 DNA Sequence (orientation 2)	2010-03-01	P84233	Histone H3.2
3LZ1	B	Crystal Structure of Nucleosome Core Particle Composed of the Widom 601 DNA Sequence (orientation 2)	2010-03-01	P62799	Histone H4
3LZ1	F	Crystal Structure of Nucleosome Core Particle Composed of the Widom 601 DNA Sequence (orientation 2)	2010-03-01	P62799	Histone H4
3LZ1	I	Crystal Structure of Nucleosome Core Particle Composed of the Widom 601 DNA Sequence (orientation 2)	2010-03-01	NA	NA
3LZ1	J	Crystal Structure of Nucleosome Core Particle Composed of the Widom 601 DNA Sequence (orientation 2)	2010-03-01	NA	NA
3M53	A	SET7/9 in complex with TAF10 peptide and AdoHcy	2010-03-12	Q8WTS6	Histone-lysine N-methyltransferase SETD7
3M53	B	SET7/9 in complex with TAF10 peptide and AdoHcy	2010-03-12	Q12962	Transcription initiation factor TFIID subunit 10
3M54	A	SET7/9 Y305F in complex with TAF10 peptide and AdoHcy	2010-03-12	Q8WTS6	Histone-lysine N-methyltransferase SETD7
3M54	B	SET7/9 Y305F in complex with TAF10 peptide and AdoHcy	2010-03-12	Q12962	Transcription initiation factor TFIID subunit 10
3M55	A	SET7/9 Y305F in complex with TAF10-K189me1 peptide and AdoHcy	2010-03-12	Q8WTS6	Histone-lysine N-methyltransferase SETD7
3M55	B	SET7/9 Y305F in complex with TAF10-K189me1 peptide and AdoHcy	2010-03-12	Q12962	Transcription initiation factor TFIID subunit 10
3M56	A	SET7/9 Y305F in complex with TAF10-K189me2 peptide and AdoHcy	2010-03-12	Q8WTS6	Histone-lysine N-methyltransferase SETD7
3M56	B	SET7/9 Y305F in complex with TAF10-K189me2 peptide and AdoHcy	2010-03-12	Q12962	Transcription initiation factor TFIID subunit 10
3M57	A	SET7/9 Y245A in complex with TAF10 peptide and AdoHcy	2010-03-12	Q8WTS6	Histone-lysine N-methyltransferase SETD7
3M57	B	SET7/9 Y245A in complex with TAF10 peptide and AdoHcy	2010-03-12	Q12962	Transcription initiation factor TFIID subunit 10
3M58	A	SET7/9 Y245A in complex with TAF10-K189me1 peptide and AdoHcy	2010-03-12	Q8WTS6	Histone-lysine N-methyltransferase SETD7
3M58	B	SET7/9 Y245A in complex with TAF10-K189me1 peptide and AdoHcy	2010-03-12	Q12962	Transcription initiation factor TFIID subunit 10
3M59	A	SET7/9 Y245A in complex with TAF10-K189me2 peptide and AdoHcy	2010-03-12	Q8WTS6	Histone-lysine N-methyltransferase SETD7
3M59	B	SET7/9 Y245A in complex with TAF10-K189me2 peptide and AdoHcy	2010-03-12	Q12962	Transcription initiation factor TFIID subunit 10
