Query	Hit type	PSSM-ID	From	To	E-Value	Bitscore	Accession	Short name	Incomplete	Superfamily
Q#98 - q5vwg9	specific	128846	5	79	1.56214e-28	111.647	smart00576	BTP	 - 	cl22885
Q#98 - q5vwg9	superfamily	330572	229	388	0.00210675	41.599	cl25751	DUF4045 superfamily	N	 - 
Q#98 - q5vwg9	superfamily	331207	777	847	0.00874319	39.4739	cl26386	DNA_pol3_gamma3 superfamily	NC	 - 
Q#99 - q61686	specific	307518	122	174	1.44904e-27	100.681	pfam01393	Chromo_shadow	 - 	cl00044
Q#99 - q61686	specific	306815	20	69	1.22744e-13	63.4253	pfam00385	Chromo	 - 	cl17459
Q#100 - q68d10	specific	311937	604	667	1.27227e-15	75.0092	pfam08243	SPT2	 - 	cl07029
Q#100 - q68d10	superfamily	332854	284	540	7.81279e-07	52.4809	cl28033	Herpes_ICP4_C superfamily	C	 - 
Q#100 - q68d10	superfamily	331332	31	117	0.000378859	43.9763	cl26511	Neuromodulin_N superfamily	NC	 - 
Q#101 - q6b0i6	specific	202224	179	295	6.90757e-51	172.095	pfam02373	JmjC	 - 	cl21464
Q#101 - q6b0i6	specific	308147	19	53	1.84015e-11	60.3315	pfam02375	JmjN	 - 	cl15840
Q#102 - q6cl77	specific	313585	63	114	4.84853e-18	73.7489	pfam10384	Scm3	 - 	cl11050
Q#103 - q6cmf0	specific	197981	26	89	7.37127e-11	58.4089	smart00913	IBN_N	 - 	cl04271
Q#103 - q6cmf0	superfamily	227540	28	701	2.84227e-05	48.0111	cl27231	KAP95 superfamily	 - 	 - 
Q#104 - q6pl18	superfamily	332389	423	694	1.18129e-75	268.699	cl27568	TIP49 superfamily	NC	 - 
Q#104 - q6pl18	specific	99957	987	1097	3.4058e-54	187.179	cd05528	Bromo_AAA	 - 	cl02556
Q#104 - q6pl18	superfamily	332389	793	934	0.00257563	41.9288	cl27568	TIP49 superfamily	N	 - 
Q#105 - q6q783	specific	214614	120	224	3.1899e-16	75.8339	smart00317	SET	 - 	cl02566
Q#105 - q6q783	superfamily	330621	245	366	6.67752e-05	44.4669	cl25800	GGN superfamily	C	 - 
Q#106 - q6zw49	specific	318885	852	947	1.52617e-26	107.263	pfam16770	RTT107_BRCT_5	 - 	cl00038
Q#106 - q6zw49	specific	315420	710	771	6.19544e-24	98.413	pfam12738	PTCB-BRCT	 - 	cl00038
Q#106 - q6zw49	specific	315420	102	165	1.97135e-18	82.6198	pfam12738	PTCB-BRCT	 - 	cl00038
Q#106 - q6zw49	specific	306918	601	677	2.25436e-08	53.8703	pfam00533	BRCT	 - 	cl00038
Q#106 - q6zw49	specific	214602	970	1053	0.000239782	41.9774	smart00292	BRCT	 - 	cl00038
Q#107 - q7jxa8	specific	237991	22	72	4.83647e-16	71.5263	cd00024	CHROMO	 - 	cl17459
Q#107 - q7jxa8	superfamily	320728	357	411	0.000409887	38.1211	cl00044	ChSh superfamily	 - 	 - 
Q#108 - q7z4v5	specific	99895	3	87	7.73681e-41	144.735	cd05834	HDGF_related	 - 	cl02554
Q#108 - q7z4v5	specific	314400	472	576	8.92237e-37	134.241	pfam11467	LEDGF	 - 	cl12990
Q#108 - q7z4v5	superfamily	331332	208	627	0.000144853	45.1319	cl26511	Neuromodulin_N superfamily	N	 - 
Q#109 - q86uy6	specific	306954	80	188	8.85457e-05	40.5711	pfam00583	Acetyltransf_1	 - 	cl17182
Q#110 - q86x55	specific	314435	34	138	3.14021e-68	219.749	pfam11531	CARM1	 - 	cl17171
Q#110 - q86x55	specific	100107	188	283	1.69913e-10	59.751	cd02440	AdoMet_MTases	 - 	cl17173
Q#110 - q86x55	superfamily	310055	172	435	1.98748e-10	63.0389	cl27061	PRMT5 superfamily	N	 - 
Q#111 - q86yi8	specific	277102	232	278	2.39122e-30	110.9	cd15632	PHD_PHF13	 - 	cl22851
Q#112 - q8bx09	superfamily	330360	30	322	1.63081e-20	92.0128	cl25539	WD40 superfamily	 - 	 - 
Q#112 - q8bx09	superfamily	240420	340	498	0.000355061	43.0289	cl25523	PTZ00441 superfamily	N	 - 
Q#113 - q8gui6	specific	202224	296	412	4.18831e-55	187.888	pfam02373	JmjC	 - 	cl21464
Q#113 - q8gui6	specific	197781	790	876	1.73356e-26	106.225	smart00542	FYRC	 - 	cl02651
Q#113 - q8gui6	specific	308530	519	571	1.02553e-15	74.5337	pfam02928	zf-C5HC2	 - 	cl03786
Q#113 - q8gui6	specific	128818	56	96	6.27644e-15	71.9102	smart00545	JmjN	 - 	cl15840
Q#113 - q8gui6	specific	128814	743	784	1.19448e-09	56.5232	smart00541	FYRN	 - 	cl02650
Q#114 - q8gzb6	specific	308021	147	304	5.7576e-75	239.326	pfam02182	SAD_SRA	 - 	cl02620
Q#114 - q8gzb6	specific	214614	446	599	4.17754e-30	116.28	smart00317	SET	 - 	cl02566
Q#114 - q8gzb6	specific	309948	336	438	3.14788e-25	101.71	pfam05033	Pre-SET	 - 	cl02622
Q#115 - q8ie47	specific	173599	1	271	0	527.181	PTZ00409	PTZ00409	 - 	cl00195
Q#116 - q8izd2	specific	277025	120	163	9.59682e-30	115.878	cd15550	PHD_MLL5	 - 	cl22851
Q#116 - q8izd2	specific	214614	343	452	5.96403e-28	113.198	smart00317	SET	 - 	cl02566
Q#116 - q8izd2	superfamily	330370	550	605	9.80593e-05	44.1921	cl25549	ARGLU superfamily	C	 - 
Q#116 - q8izd2	superfamily	330572	1310	1502	0.000197835	46.2214	cl25751	DUF4045 superfamily	NC	 - 
Q#116 - q8izd2	superfamily	330563	561	669	0.00035406	44.8904	cl25742	ERM superfamily	NC	 - 
Q#116 - q8izd2	superfamily	331285	1741	1846	0.000621425	44.9293	cl26464	Atrophin-1 superfamily	N	 - 
Q#116 - q8izd2	superfamily	312941	1442	1829	0.00807198	40.762	cl26621	Med15 superfamily	C	 - 
Q#117 - q8n423	specific	319306	27	118	1.26989e-35	129.865	cd05751	Ig1_LILR_KIR_like	 - 	cl11960
Q#117 - q8n423	superfamily	325142	123	218	1.92184e-29	112.917	cl11960	Ig superfamily	 - 	 - 
Q#117 - q8n423	superfamily	325142	324	418	3.41283e-28	109.451	cl11960	Ig superfamily	 - 	 - 
Q#117 - q8n423	superfamily	325142	224	317	4.65198e-28	109.451	cl11960	Ig superfamily	 - 	 - 
Q#118 - q8nb78	superfamily	332356	302	819	4.15011e-96	321.171	cl27535	Amino_oxidase superfamily	N	 - 
Q#118 - q8nb78	specific	311439	138	191	1.83983e-07	50.0202	pfam07496	zf-CW	 - 	cl06504
Q#119 - q8ncd3	specific	315099	271	385	4.14383e-67	219.62	pfam12346	HJURP_mid	 - 	cl13743
Q#119 - q8ncd3	specific	315100	410	468	2.58997e-20	87.3608	pfam12347	HJURP_C	 - 	cl13744
Q#119 - q8ncd3	specific	315100	555	611	3.08566e-20	86.9756	pfam12347	HJURP_C	 - 	cl13744
Q#120 - q8nem0	specific	315029	227	603	0	612.872	pfam12258	Microcephalin	 - 	cl13665
Q#120 - q8nem0	specific	315420	9	75	7.77725e-17	74.9158	pfam12738	PTCB-BRCT	 - 	cl00038
Q#120 - q8nem0	specific	237994	669	714	2.01775e-05	43.0791	cd00027	BRCT	N	cl00038
Q#120 - q8nem0	superfamily	320726	763	832	3.83959e-05	42.2954	cl00038	BRCT superfamily	 - 	 - 
Q#121 - q8nez4	specific	277167	4402	4506	1.47288e-72	242.26	cd15697	ePHD2_KMT2C	 - 	cl22851
Q#121 - q8nez4	specific	277166	247	330	1.12801e-53	187.459	cd15696	ePHD1_KMT2C	 - 	cl22851
Q#121 - q8nez4	specific	277071	952	1008	1.62779e-35	134.372	cd15596	PHD4_KMT2C	 - 	cl22851
Q#121 - q8nez4	specific	214614	4772	4893	1.62092e-34	133.614	smart00317	SET	 - 	cl02566
Q#121 - q8nez4	specific	277073	1086	1136	4.90793e-31	121.19	cd15600	PHD6_KMT2C	 - 	cl22851
Q#121 - q8nez4	specific	276988	1009	1055	4.08593e-29	115.651	cd15513	PHD5_KMT2C_like	 - 	cl22851
Q#121 - q8nez4	specific	277069	390	435	1.20274e-27	111.184	cd15594	PHD2_KMT2C	 - 	cl22851
Q#121 - q8nez4	specific	310507	4608	4692	2.70661e-27	111.126	pfam05965	FYRC	 - 	cl02651
Q#121 - q8nez4	specific	276986	466	517	1.55669e-26	108.344	cd15511	PHD3_KMT2C	 - 	cl22851
Q#121 - q8nez4	superfamily	331285	1876	2353	5.22424e-24	112.724	cl26464	Atrophin-1 superfamily	N	 - 
Q#121 - q8nez4	specific	276984	343	388	1.51724e-22	96.6088	cd15509	PHD1_KMT2C_like	 - 	cl22851
Q#121 - q8nez4	specific	310506	4551	4602	6.46273e-19	86.0039	pfam05964	FYRN	 - 	cl02650
Q#121 - q8nez4	superfamily	320749	1654	1705	6.01483e-05	45.6794	cl00082	HMG-box superfamily	 - 	 - 
Q#121 - q8nez4	superfamily	330563	3178	3272	7.28904e-05	48.3572	cl25742	ERM superfamily	NC	 - 
Q#121 - q8nez4	superfamily	331285	2408	2672	7.73323e-05	48.9408	cl26464	Atrophin-1 superfamily	NC	 - 
Q#121 - q8nez4	specific	214703	4895	4911	0.00241749	40.4664	smart00508	PostSET	 - 	cl02636
Q#121 - q8nez4	superfamily	333115	3151	3376	0.00541222	43.0705	cl28295	PKS_KS superfamily	NC	 - 
Q#122 - q8r5c8	specific	99902	272	353	3.91781e-49	167.195	cd05841	BS69_related	 - 	cl02554
Q#122 - q8r5c8	specific	99924	158	258	9.09373e-46	158.698	cd05492	Bromo_ZMYND11	 - 	cl02556
Q#122 - q8r5c8	specific	277012	102	145	3.65243e-19	82.7777	cd15537	PHD_BS69	 - 	cl22851
Q#122 - q8r5c8	specific	307734	563	598	0.000326725	40.0712	pfam01753	zf-MYND	 - 	cl20224
Q#122 - q8r5c8	superfamily	311647	487	560	0.00916503	37.4689	cl06708	DUF1640 superfamily	NC	 - 
Q#123 - q8tex9	superfamily	227540	357	620	1.94609e-08	58.4115	cl27231	KAP95 superfamily	NC	 - 
Q#123 - q8tex9	specific	197981	24	90	0.000382671	41.0749	smart00913	IBN_N	 - 	cl04271
Q#124 - q8tf76	specific	315088	710	790	1.74507e-37	137.158	pfam12330	DUF3635	 - 	cl26373
Q#124 - q8tf76	superfamily	328722	488	655	4.29987e-07	51.8199	cl21453	PKc_like superfamily	C	 - 
Q#125 - q8wts6	superfamily	225405	37	134	2.44866e-12	65.5089	cl26911	YwqK superfamily	N	 - 
Q#125 - q8wts6	specific	214614	226	342	3.61295e-11	60.8111	smart00317	SET	 - 	cl02566
Q#126 - q8wyb5	superfamily	332306	721	989	9.63569e-122	394.891	cl27485	MOZ_SAS superfamily	N	 - 
Q#126 - q8wyb5	specific	277090	212	269	1.64818e-32	124.138	cd15618	PHD1_MOZ_MORF	 - 	cl22851
Q#126 - q8wyb5	specific	277002	271	317	3.6501e-26	105.538	cd15527	PHD2_KAT6A_6B	 - 	cl22851
Q#126 - q8wyb5	specific	197772	113	167	1.83416e-08	54.891	smart00526	H15	 - 	cl00073
Q#126 - q8wyb5	superfamily	330577	1435	1564	0.000854442	43.0401	cl25756	BASP1 superfamily	C	 - 
Q#127 - q8x225	specific	214614	162	296	5.69467e-30	112.428	smart00317	SET	 - 	cl02566
Q#127 - q8x225	specific	309948	39	154	5.96723e-20	83.9911	pfam05033	Pre-SET	 - 	cl02622
Q#128 - q91y44	specific	99929	26	132	5.37931e-68	223.452	cd05497	Bromo_Brdt_I_like	 - 	cl02556
Q#128 - q91y44	specific	99930	271	372	8.54986e-59	197.501	cd05498	Bromo_Brdt_II_like	 - 	cl02556
Q#128 - q91y44	specific	319097	505	567	6.34749e-23	95.2317	pfam17035	BET	 - 	cl25276
Q#128 - q91y44	specific	319127	914	956	5.8926e-08	51.9705	pfam17105	BRD4_CDT	 - 	cl25332
Q#129 - q92784	specific	316564	13	84	1.43651e-42	145.452	pfam14051	Requiem_N	 - 	cl16570
Q#129 - q92784	specific	277162	261	317	5.27151e-36	127.879	cd15692	PHD1_DPF3	 - 	cl22851
Q#129 - q92784	specific	277005	318	363	5.3371e-27	102.462	cd15530	PHD2_d4	 - 	cl22851
Q#129 - q92784	superfamily	227516	195	222	5.33444e-08	54.3387	cl25788	SFP1 superfamily	N	 - 
Q#130 - q92793	specific	311917	1342	1649	8.87153e-101	331.696	pfam08214	HAT_KAT11	 - 	cl02120
Q#130 - q92793	specific	99927	1087	1194	3.63026e-76	251.594	cd05495	Bromo_cbp_like	 - 	cl02556
Q#130 - q92793	specific	280354	587	667	1.97928e-46	165.359	pfam02172	KIX	 - 	cl03478
Q#130 - q92793	specific	276805	1206	1278	3.73995e-32	123.94	cd15802	RING_CBP-p300	 - 	cl27931
Q#130 - q92793	specific	307990	363	430	4.01091e-28	112.112	pfam02135	zf-TAZ	 - 	cl02660
Q#130 - q92793	specific	239077	1705	1745	1.11157e-26	107.264	cd02337	ZZ_CBP	 - 	cl00295
Q#130 - q92793	specific	307990	1772	1840	8.74024e-23	97.089	pfam02135	zf-TAZ	 - 	cl02660
Q#130 - q92793	specific	277032	1280	1311	1.08986e-17	81.1591	cd15557	PHD_CBP_p300	 - 	cl22851
Q#130 - q92793	specific	312539	2034	2113	4.56837e-17	80.8027	pfam09030	Creb_binding	 - 	cl07590
Q#130 - q92793	superfamily	331285	683	1025	8.47798e-10	64.5744	cl26464	Atrophin-1 superfamily	N	 - 
Q#130 - q92793	superfamily	312941	2110	2423	6.26229e-07	54.6292	cl26621	Med15 superfamily	NC	 - 
Q#131 - q92794	superfamily	332306	504	778	1.1698e-128	413.765	cl27485	MOZ_SAS superfamily	N	 - 
Q#131 - q92794	specific	277090	205	262	6.96951e-34	127.99	cd15618	PHD1_MOZ_MORF	 - 	cl22851
Q#131 - q92794	specific	277002	264	310	1.56816e-27	109.39	cd15527	PHD2_KAT6A_6B	 - 	cl22851
Q#131 - q92794	specific	197772	85	162	1.23807e-07	52.1946	smart00526	H15	 - 	cl00073
Q#132 - q92833	specific	202224	916	1031	8.73305e-38	140.123	pfam02373	JmjC	 - 	cl21464
Q#132 - q92833	specific	128777	623	714	2.91972e-26	106.59	smart00501	BRIGHT	 - 	cl02633
Q#132 - q92833	specific	128818	556	597	2.20495e-17	79.229	smart00545	JmjN	 - 	cl15840
Q#132 - q92833	specific	308530	1139	1192	3.09102e-08	53.3477	pfam02928	zf-C5HC2	 - 	cl03786
Q#133 - q92973	superfamily	227540	32	767	1.73142e-27	119.658	cl27231	KAP95 superfamily	 - 	 - 
Q#134 - q96eq9	superfamily	322003	28	85	4.34368e-12	63.7655	cl02581	KRAB_A-box superfamily	 - 	 - 
Q#134 - q96eq9	specific	312874	171	201	6.24049e-11	60.0844	pfam09514	SSXRD	 - 	cl09744
Q#134 - q96eq9	specific	227381	535	840	1.23914e-09	61.2502	COG5048	COG5048	C	cl27760
Q#134 - q96eq9	specific	214614	246	364	4.48183e-08	53.4923	smart00317	SET	 - 	cl02566
Q#135 - q96es7	specific	311162	158	288	9.62625e-61	192.375	pfam07039	DUF1325	 - 	cl18505
Q#136 - q96ha7	specific	238125	523	635	3.07974e-31	122.107	cd00204	ANK	 - 	cl02529
Q#136 - q96ha7	superfamily	330982	1045	1306	2.20697e-18	88.1813	cl26161	LRR_RI superfamily	 - 	 - 
Q#136 - q96ha7	superfamily	317974	707	919	2.06731e-05	47.6718	cl24056	PRR18 superfamily	C	 - 
Q#136 - q96ha7	specific	223533	187	418	3.03652e-05	47.5333	COG0457	TPR	C	cl26002
Q#137 - q96kq7	specific	214614	1038	1160	1.27091e-39	145.555	smart00317	SET	 - 	cl02566
Q#137 - q96kq7	specific	238125	686	805	7.97566e-39	143.678	cd00204	ANK	 - 	cl02529
Q#137 - q96kq7	specific	238125	749	871	9.25162e-38	140.597	cd00204	ANK	 - 	cl02529
Q#137 - q96kq7	specific	128744	923	1022	1.66296e-31	121.754	smart00468	PreSET	 - 	cl02622
Q#137 - q96kq7	superfamily	332332	218	326	4.43217e-09	60.7796	cl27511	Na_Ca_ex superfamily	N	 - 
Q#137 - q96kq7	specific	315466	654	715	2.49632e-07	51.2638	pfam12796	Ank_2	N	cl26073
Q#137 - q96kq7	superfamily	331285	42	204	0.000118642	46.4701	cl26464	Atrophin-1 superfamily	N	 - 
Q#138 - q96t88	specific	314940	134	284	1.13375e-93	292.573	pfam12148	TTD	 - 	cl13567
Q#138 - q96t88	specific	308021	417	584	6.81512e-79	253.193	pfam02182	SAD_SRA	 - 	cl02620
Q#138 - q96t88	specific	176392	1	78	2.27917e-48	166.532	cd01797	NIRF_N	 - 	cl00155
Q#138 - q96t88	specific	277088	317	363	8.50097e-31	116.991	cd15616	PHD_UHRF1	 - 	cl22851
Q#138 - q96t88	specific	319527	722	767	2.44948e-28	109.793	cd16613	RING-HC_UHRF	 - 	cl17238
Q#139 - q99549	specific	238125	595	719	1.49312e-30	119.025	cd00204	ANK	 - 	cl02529
Q#139 - q99549	specific	237991	57	109	1.76003e-12	64.9779	cd00024	CHROMO	 - 	cl17459
Q#139 - q99549	superfamily	331332	200	550	2.60149e-07	54.3767	cl26511	Neuromodulin_N superfamily	NC	 - 
Q#140 - q9axt8	specific	240067	183	310	1.33546e-62	208.453	cd04716	BAH_plantDCM_I	 - 	cl02608
Q#140 - q9axt8	specific	223348	342	872	4.8129e-33	132.17	COG0270	Dcm	 - 	cl28499
Q#140 - q9axt8	specific	237991	439	495	5.55099e-13	66.5187	cd00024	CHROMO	 - 	cl17459
Q#141 - q9bpz2	specific	308232	50	98	2.50528e-25	96.536	pfam02513	Spin-Ssty	 - 	cl03632
Q#141 - q9bpz2	specific	308232	129	177	1.53713e-23	91.5284	pfam02513	Spin-Ssty	 - 	cl03632
Q#141 - q9bpz2	specific	308232	210	254	6.77626e-19	78.8169	pfam02513	Spin-Ssty	 - 	cl03632
Q#142 - q9bqa1	superfamily	330360	80	319	1.50107e-25	104.339	cl25539	WD40 superfamily	 - 	 - 
Q#143 - q9btc0	specific	128786	672	773	5.85397e-39	144.378	smart00510	TFS2M	 - 	cl02637
Q#143 - q9btc0	specific	311609	1047	1197	4.67098e-38	143.268	pfam07744	SPOC	 - 	cl06671
Q#143 - q9btc0	specific	277109	266	319	1.19228e-37	138.945	cd15639	PHD_DIDO1_like	 - 	cl22851
Q#143 - q9btc0	superfamily	331285	1525	2054	5.71201e-12	71.508	cl26464	Atrophin-1 superfamily	N	 - 
Q#143 - q9btc0	superfamily	331088	160	302	1.64937e-07	54.9432	cl26267	ING superfamily	N	 - 
Q#143 - q9btc0	superfamily	330708	2125	2230	6.63067e-06	51.0734	cl25887	RRM superfamily	C	 - 
Q#143 - q9btc0	superfamily	331285	773	1044	0.00779264	41.4625	cl26464	Atrophin-1 superfamily	N	 - 
Q#144 - q9btt0	superfamily	317038	34	146	3.75583e-11	60.1301	cl25994	LRR_9 superfamily	 - 	 - 
Q#145 - q9bv86	specific	283530	8	223	2.62152e-133	377.868	pfam05891	Methyltransf_PK	 - 	cl17173
Q#146 - q9bvi0	specific	277104	654	697	3.69138e-28	110.037	cd15634	PHD_PHF20	 - 	cl22851
Q#146 - q9bvi0	specific	119391	90	135	1.77423e-08	53.3707	cd04508	TUDOR	 - 	cl02573
Q#146 - q9bvi0	superfamily	313469	105	313	8.87586e-05	46.0068	cl25761	MIP-T3 superfamily	C	 - 
Q#146 - q9bvi0	superfamily	327428	3	68	0.000180934	42.2366	cl17705	MBT superfamily	 - 	 - 
Q#147 - q9byw2	specific	214614	1550	1673	9.83002e-41	150.563	smart00317	SET	 - 	cl02566
Q#147 - q9byw2	specific	311932	2469	2556	1.40727e-26	108.336	pfam08236	SRI	 - 	cl07026
Q#147 - q9byw2	specific	197795	1495	1549	5.10893e-19	85.529	smart00570	AWS	 - 	cl02673
Q#147 - q9byw2	specific	306827	2391	2420	2.34147e-10	59.826	pfam00397	WW	 - 	cl00157
Q#147 - q9byw2	specific	214703	1674	1690	0.000513508	41.622	smart00508	PostSET	 - 	cl02636
Q#147 - q9byw2	superfamily	191249	1940	2123	0.000830046	43.3835	cl25755	Asp-B-Hydro_N superfamily	N	 - 
Q#148 - q9bz95	specific	99899	958	1051	4.6213e-52	180.59	cd05838	WHSC1_related	 - 	cl02554
Q#148 - q9bz95	specific	99898	267	383	7.63453e-48	169.104	cd05837	MSH6_like	 - 	cl02554
Q#148 - q9bz95	specific	214614	1145	1268	7.30471e-41	149.792	smart00317	SET	 - 	cl02566
Q#148 - q9bz95	specific	277125	798	850	9.60502e-28	109.588	cd15655	PHD3_NSD3	 - 	cl22851
Q#148 - q9bz95	specific	277131	1323	1365	7.95469e-27	106.975	cd15661	PHD5_NSD3	 - 	cl22851
Q#148 - q9bz95	specific	277122	751	797	2.82734e-23	96.8633	cd15652	PHD2_NSD3	 - 	cl22851
Q#148 - q9bz95	specific	277119	703	746	5.71439e-20	87.1302	cd15649	PHD1_NSD3	 - 	cl22851
Q#148 - q9bz95	specific	277128	917	952	1.61869e-18	83.0414	cd15658	PHD4_NSD3	 - 	cl22851
Q#148 - q9bz95	specific	197795	1094	1144	1.98757e-09	57.0242	smart00570	AWS	 - 	cl02673
Q#148 - q9bz95	superfamily	331088	1288	1374	4.75845e-06	49.9356	cl26267	ING superfamily	N	 - 
Q#148 - q9bz95	superfamily	331088	602	746	0.00159318	41.8464	cl26267	ING superfamily	N	 - 
Q#149 - q9esu6	specific	99929	58	164	7.12276e-75	245.794	cd05497	Bromo_Brdt_I_like	 - 	cl02556
Q#149 - q9esu6	specific	99930	354	455	2.80359e-64	215.605	cd05498	Bromo_Brdt_II_like	 - 	cl02556
Q#149 - q9esu6	specific	319097	610	674	2.30165e-27	108.714	pfam17035	BET	 - 	cl25276
Q#149 - q9esu6	specific	319127	1359	1400	3.1496e-08	53.1261	pfam17105	BRD4_CDT	 - 	cl25332
Q#149 - q9esu6	superfamily	331285	792	1230	0.000225124	45.6997	cl26464	Atrophin-1 superfamily	N	 - 
Q#149 - q9esu6	superfamily	330563	1266	1307	0.00270973	41.4236	cl25742	ERM superfamily	N	 - 
Q#150 - q9fff5	specific	314953	11	136	3.37057e-79	237.512	pfam12165	Alfin	 - 	cl13583
Q#150 - q9fff5	specific	277085	187	237	1.1955e-30	110.278	cd15613	PHD_AL_plant	 - 	cl22851
Q#151 - q9gyi0	specific	276992	211	287	2.04757e-17	79.1295	cd15517	PHD_TCF19_like	 - 	cl22851
Q#151 - q9gyi0	superfamily	328732	495	595	5.08358e-12	65.0096	cl21464	cupin_like superfamily	 - 	 - 
Q#152 - q9h0m4	specific	99898	313	416	4.11262e-41	145.992	cd05837	MSH6_like	 - 	cl02554
Q#152 - q9h0m4	specific	311439	256	301	1.57857e-14	70.0505	pfam07496	zf-CW	 - 	cl06504
Q#153 - q9h8m2	specific	314837	274	503	2.63522e-105	320.773	pfam12024	DUF3512	 - 	cl13461
Q#153 - q9h8m2	specific	99945	140	237	5.56902e-56	186.462	cd05513	Bromo_brd7_like	 - 	cl02556
Q#154 - q9h9b1	specific	238125	800	926	1.81357e-41	151.382	cd00204	ANK	 - 	cl02529
Q#154 - q9h9b1	specific	214614	1126	1248	9.21567e-39	143.629	smart00317	SET	 - 	cl02566
Q#154 - q9h9b1	specific	309948	1014	1118	2.08153e-30	118.659	pfam05033	Pre-SET	 - 	cl02622
Q#154 - q9h9b1	superfamily	330894	747	1006	6.29481e-18	88.0967	cl26073	Ank_2 superfamily	C	 - 
Q#155 - q9m2b4	specific	314953	13	140	4.99892e-76	229.808	pfam12165	Alfin	 - 	cl13583
Q#155 - q9m2b4	specific	277085	196	246	2.02888e-27	101.803	cd15613	PHD_AL_plant	 - 	cl22851
Q#156 - q9npg3	specific	316588	353	573	2.2227e-95	304.936	pfam14075	UBN_AB	 - 	cl16591
Q#156 - q9npg3	specific	312308	117	168	6.20464e-23	95.3768	pfam08729	HUN	 - 	cl16007
Q#157 - q9nqr1	specific	214614	265	382	4.599e-28	107.805	smart00317	SET	 - 	cl02566
Q#157 - q9nqr1	superfamily	331332	122	262	0.00734675	38.5835	cl26511	Neuromodulin_N superfamily	NC	 - 
Q#158 - q9nvp2	specific	309739	1	154	4.18085e-107	307.882	pfam04729	ASF1_hist_chap	 - 	cl22451
Q#159 - q9nxa8	specific	238703	51	301	2.6918e-125	361.522	cd01412	SIRT5_Af1_CobB	 - 	cl00195
Q#160 - q9su24	specific	240069	189	344	8.46462e-92	287.946	cd04718	BAH_plant_2	 - 	cl02608
Q#160 - q9su24	superfamily	331492	424	727	3.07051e-51	194.438	cl26671	CDC6 superfamily	N	 - 
Q#161 - q9ubc3	specific	277254	431	550	7.63219e-81	258.633	cd11728	ADDz_Dnmt3b	 - 	cl28890
Q#161 - q9ubc3	specific	99896	223	309	9.50233e-43	152.138	cd05835	Dnmt3b_related	 - 	cl02554
Q#161 - q9ubc3	specific	223348	574	756	4.25348e-16	80.1682	COG0270	Dcm	C	cl28499
Q#162 - q9ubl3	specific	293932	392	583	2.6294e-76	243.194	cd12872	SPRY_Ash2	 - 	cl02614
Q#162 - q9ubl3	specific	277058	101	150	8.93115e-24	96.2645	cd15583	PHD_ash2p_like	 - 	cl22851
Q#163 - q9uer7	specific	240523	183	387	1.51296e-93	292.989	cd13150	DAXX_histone_binding	 - 	cl18941
Q#163 - q9uer7	specific	308771	56	146	1.18343e-57	192.669	pfam03344	Daxx	 - 	cl23986
Q#164 - q9uif9	specific	99935	1798	1894	6.61331e-62	209.538	cd05503	Bromo_BAZ2A_B_like	 - 	cl02556
Q#164 - q9uif9	specific	238691	551	623	3.50413e-40	146.396	cd01397	HAT_MBD	 - 	cl00110
Q#164 - q9uif9	specific	277099	1678	1724	1.54244e-30	118.03	cd15629	PHD_BAZ2A	 - 	cl22851
Q#164 - q9uif9	specific	214726	848	913	3.0749e-14	71.5098	smart00571	DDT	 - 	cl02674
Q#164 - q9uif9	specific	317927	1439	1473	3.76267e-08	54.0782	pfam15613	WSD	N	cl21412
Q#164 - q9uif9	superfamily	330991	392	524	8.24993e-07	53.1064	cl26170	DUF4115 superfamily	NC	 - 
Q#164 - q9uif9	specific	317927	1111	1166	1.89798e-06	48.6854	pfam15613	WSD	C	cl21412
Q#164 - q9uif9	superfamily	332796	1327	1430	0.000105171	47.3692	cl27975	EBV-NA3 superfamily	N	 - 
Q#165 - q9ujw3	superfamily	333710	47	169	1.51382e-81	248.999	cl28890	FYVE_like_SF superfamily	 - 	 - 
Q#166 - q9ukl0	specific	307553	105	158	1.76979e-15	72.2183	pfam01448	ELM2	 - 	cl03218
Q#166 - q9ukl0	superfamily	328756	194	238	4.61144e-12	62.2467	cl21498	SANT superfamily	 - 	 - 
Q#166 - q9ukl0	specific	306708	385	428	1.17312e-07	49.8604	pfam00249	Myb_DNA-binding	 - 	cl21498
Q#167 - q9ulm3	specific	308783	231	310	1.81545e-31	121.452	pfam03366	YEATS	 - 	cl19881
Q#168 - q9unl4	specific	315637	6	105	1.98564e-39	134.961	pfam12998	ING	 - 	cl26267
Q#168 - q9unl4	specific	277154	197	244	5.16606e-33	116.707	cd15684	PHD_ING4	 - 	cl22851
Q#169 - q9upn9	specific	99934	958	1083	4.12239e-58	197.514	cd05502	Bromo_tif1_like	 - 	cl02556
Q#169 - q9upn9	specific	128778	319	445	4.92412e-38	141.248	smart00502	BBC	 - 	cl25407
Q#169 - q9upn9	specific	319680	121	188	9.53442e-36	132.689	cd16766	RING-HC_TIF1gamma	 - 	cl17238
Q#169 - q9upn9	specific	277094	889	934	4.16013e-26	104.359	cd15624	PHD_TIF1gamma	 - 	cl22851
Q#169 - q9upn9	specific	237988	274	312	1.88315e-11	61.9195	cd00021	BBOX	 - 	cl00034
Q#169 - q9upn9	superfamily	331285	566	786	3.49888e-05	47.7852	cl26464	Atrophin-1 superfamily	NC	 - 
