structureId,chainId,compound,source,uniprotAcc,uniprotRecommendedName
"4XA1","C","Gp7-MYH7(1173-1238)-EB1 chimera protein","Homo sapiens,Bacillus virus phi29","P12883#P13848#Q15691","P12883:#Myosin-7#P13848:#Capsid assembly scaffolding protein#Q15691:#Microtubule-associated protein RP/EB family member 1"
"4XA1","D","Gp7-MYH7(1173-1238)-EB1 chimera protein","Homo sapiens,Bacillus virus phi29","P12883#P13848#Q15691","P12883:#Myosin-7#P13848:#Capsid assembly scaffolding protein#Q15691:#Microtubule-associated protein RP/EB family member 1"
"4XA3","A","Gp7-MYH7(1361-1425)-Eb1 chimera protein","Homo sapiens,Bacillus virus phi29","P12883#P13848#Q15691","P12883:#Myosin-7#P13848:#Capsid assembly scaffolding protein#Q15691:#Microtubule-associated protein RP/EB family member 1"
"4XA3","B","Gp7-MYH7(1361-1425)-Eb1 chimera protein","Homo sapiens,Bacillus virus phi29","P12883#P13848#Q15691","P12883:#Myosin-7#P13848:#Capsid assembly scaffolding protein#Q15691:#Microtubule-associated protein RP/EB family member 1"
"4XA6","A","Gp7-MYH7(1777-1855)-EB1 chimera protein","Homo sapiens,Bacillus virus phi29","P12883#P13848#Q15691","P12883:#Myosin-7#P13848:#Capsid assembly scaffolding protein#Q15691:#Microtubule-associated protein RP/EB family member 1"
"4XA6","B","Gp7-MYH7(1777-1855)-EB1 chimera protein","Homo sapiens,Bacillus virus phi29","P12883#P13848#Q15691","P12883:#Myosin-7#P13848:#Capsid assembly scaffolding protein#Q15691:#Microtubule-associated protein RP/EB family member 1"
"4XA6","C","Gp7-MYH7(1777-1855)-EB1 chimera protein","Homo sapiens,Bacillus virus phi29","P12883#P13848#Q15691","P12883:#Myosin-7#P13848:#Capsid assembly scaffolding protein#Q15691:#Microtubule-associated protein RP/EB family member 1"
"4XA6","D","Gp7-MYH7(1777-1855)-EB1 chimera protein","Homo sapiens,Bacillus virus phi29","P12883#P13848#Q15691","P12883:#Myosin-7#P13848:#Capsid assembly scaffolding protein#Q15691:#Microtubule-associated protein RP/EB family member 1"
"4XAJ","A","Maltose-binding periplasmic protein,Nuclear receptor subfamily 2 group E member 1","Escherichia coli,Homo sapiens","P0AEX9#Q9Y466","P0AEX9:#Maltose/maltodextrin-binding periplasmic protein#Q9Y466:#Nuclear receptor subfamily 2 group E member 1"
"4XAJ","B","Maltose-binding periplasmic protein,Nuclear receptor subfamily 2 group E member 1","Escherichia coli,Homo sapiens","P0AEX9#Q9Y466","P0AEX9:#Maltose/maltodextrin-binding periplasmic protein#Q9Y466:#Nuclear receptor subfamily 2 group E member 1"
"4XAJ","C","Maltose-binding periplasmic protein,Nuclear receptor subfamily 2 group E member 1","Escherichia coli,Homo sapiens","P0AEX9#Q9Y466","P0AEX9:#Maltose/maltodextrin-binding periplasmic protein#Q9Y466:#Nuclear receptor subfamily 2 group E member 1"
"4XAJ","D","Maltose-binding periplasmic protein,Nuclear receptor subfamily 2 group E member 1","Escherichia coli,Homo sapiens","P0AEX9#Q9Y466","P0AEX9:#Maltose/maltodextrin-binding periplasmic protein#Q9Y466:#Nuclear receptor subfamily 2 group E member 1"
"4XAJ","P","Atrophin/grunge","Drosophila melanogaster","M9PHT1",""
"4XAJ","Q","Atrophin/grunge","Drosophila melanogaster","M9PHT1",""
"4ZCH","A","Tumor necrosis factor ligand superfamily member 13,Tumor necrosis factor ligand superfamily member 13B,Tumor necrosis factor ligand superfamily member 13B","Homo sapiens","O75888#Q9Y275","O75888:#Tumor necrosis factor ligand superfamily member 13#Q9Y275:#Tumor necrosis factor ligand superfamily member 13B"
"4ZCH","B","Tumor necrosis factor ligand superfamily member 13,Tumor necrosis factor ligand superfamily member 13B,Tumor necrosis factor ligand superfamily member 13B","Homo sapiens","O75888#Q9Y275","O75888:#Tumor necrosis factor ligand superfamily member 13#Q9Y275:#Tumor necrosis factor ligand superfamily member 13B"
"4ZJS","A","Acetylcholine receptor subunit alpha,Soluble acetylcholine receptor,Acetylcholine receptor subunit alpha,Soluble acetylcholine receptor","Aplysia californica,Homo sapiens","P02708#Q8WSF8","P02708:#Acetylcholine receptor subunit alpha#null"
"4ZJS","B","Acetylcholine receptor subunit alpha,Soluble acetylcholine receptor,Acetylcholine receptor subunit alpha,Soluble acetylcholine receptor","Aplysia californica,Homo sapiens","P02708#Q8WSF8","P02708:#Acetylcholine receptor subunit alpha#null"
"4ZJS","C","Acetylcholine receptor subunit alpha,Soluble acetylcholine receptor,Acetylcholine receptor subunit alpha,Soluble acetylcholine receptor","Aplysia californica,Homo sapiens","P02708#Q8WSF8","P02708:#Acetylcholine receptor subunit alpha#null"
"4ZJS","D","Acetylcholine receptor subunit alpha,Soluble acetylcholine receptor,Acetylcholine receptor subunit alpha,Soluble acetylcholine receptor","Aplysia californica,Homo sapiens","P02708#Q8WSF8","P02708:#Acetylcholine receptor subunit alpha#null"
"4ZJS","E","Acetylcholine receptor subunit alpha,Soluble acetylcholine receptor,Acetylcholine receptor subunit alpha,Soluble acetylcholine receptor","Aplysia californica,Homo sapiens","P02708#Q8WSF8","P02708:#Acetylcholine receptor subunit alpha#null"
"5BJS","A","Polycomb Protein EED","Chaetomium thermophilum","G0S8H7",""
"5BJS","B","Histone-lysine N-methyltransferase EZH2, Polycomb protein SUZ12","Chaetomium thermophilum","G0RYC6#G0SDW4","null#null"
"5DCF","A","Tyrosine recombinase XerD,DNA translocase FtsK","Escherichia coli","P0A8P9#P46889","P0A8P9:#Tyrosine recombinase XerD#P46889:#DNA translocase FtsK"
"5DPR","A","Pleckstrin homology domain-containing family M member 1,Microtubule-associated proteins 1A/1B light chain 3A","Homo sapiens","Q9H492#Q9Y4G2","Q9H492:#Microtubule-associated proteins 1A/1B light chain 3A#Q9Y4G2:#Pleckstrin homology domain-containing family M member 1"
"5DPR","B","Pleckstrin homology domain-containing family M member 1,Microtubule-associated proteins 1A/1B light chain 3A","Homo sapiens","Q9H492#Q9Y4G2","Q9H492:#Microtubule-associated proteins 1A/1B light chain 3A#Q9Y4G2:#Pleckstrin homology domain-containing family M member 1"
"5DPR","C","Pleckstrin homology domain-containing family M member 1,Microtubule-associated proteins 1A/1B light chain 3A","Homo sapiens","Q9H492#Q9Y4G2","Q9H492:#Microtubule-associated proteins 1A/1B light chain 3A#Q9Y4G2:#Pleckstrin homology domain-containing family M member 1"
"5DPR","D","Pleckstrin homology domain-containing family M member 1,Microtubule-associated proteins 1A/1B light chain 3A","Homo sapiens","Q9H492#Q9Y4G2","Q9H492:#Microtubule-associated proteins 1A/1B light chain 3A#Q9Y4G2:#Pleckstrin homology domain-containing family M member 1"
"5DPS","A","Pleckstrin homology domain-containing family M member 1,Gamma-aminobutyric acid receptor-associated protein","Homo sapiens","O95166#Q9Y4G2","O95166:#Gamma-aminobutyric acid receptor-associated protein#Q9Y4G2:#Pleckstrin homology domain-containing family M member 1"
"5DPS","B","Pleckstrin homology domain-containing family M member 1,Gamma-aminobutyric acid receptor-associated protein","Homo sapiens","O95166#Q9Y4G2","O95166:#Gamma-aminobutyric acid receptor-associated protein#Q9Y4G2:#Pleckstrin homology domain-containing family M member 1"
"5DPS","C","Pleckstrin homology domain-containing family M member 1,Gamma-aminobutyric acid receptor-associated protein","Homo sapiens","O95166#Q9Y4G2","O95166:#Gamma-aminobutyric acid receptor-associated protein#Q9Y4G2:#Pleckstrin homology domain-containing family M member 1"
"5DPT","A","Pleckstrin homology domain-containing family M member 1, Gamma-aminobutyric acid receptor-associated protein-like 1,Gamma-aminobutyric acid receptor-associated protein-like 1","Homo sapiens","Q9H0R8#Q9Y4G2","Q9H0R8:#Gamma-aminobutyric acid receptor-associated protein-like 1#Q9Y4G2:#Pleckstrin homology domain-containing family M member 1"
"5DPT","B","Pleckstrin homology domain-containing family M member 1, Gamma-aminobutyric acid receptor-associated protein-like 1,Gamma-aminobutyric acid receptor-associated protein-like 1","Homo sapiens","Q9H0R8#Q9Y4G2","Q9H0R8:#Gamma-aminobutyric acid receptor-associated protein-like 1#Q9Y4G2:#Pleckstrin homology domain-containing family M member 1"
"5EDU","A","Maltose-binding periplasmic protein, Histone deacetylase 6 chimera","Escherichia coli,Homo sapiens","P0AEX9#Q9UBN7","P0AEX9:#Maltose/maltodextrin-binding periplasmic protein#Q9UBN7:#Histone deacetylase 6"
"5EDU","B","Maltose-binding periplasmic protein, Histone deacetylase 6 chimera","Escherichia coli,Homo sapiens","P0AEX9#Q9UBN7","P0AEX9:#Maltose/maltodextrin-binding periplasmic protein#Q9UBN7:#Histone deacetylase 6"
"5ESV","A","CH03 Heavy Chain","Homo sapiens","",""
"5ESV","B","CH03 Light Chain","Homo sapiens","",""
"5ESV","C","CH03 Heavy Chain","Homo sapiens","",""
"5ESV","D","CH03 Light Chain","Homo sapiens","",""
"5ESV","E","2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase,Envelope glycoprotein gp160","Haemophilus influenzae,Human immunodeficiency virus 1","P44815#W6ICC0","P44815:#2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase#W6ICC0:#Envelope glycoprotein gp160"
"5ESV","F","2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase,Envelope glycoprotein gp160","Haemophilus influenzae,Human immunodeficiency virus 1","P44815#W6ICC0","P44815:#2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase#W6ICC0:#Envelope glycoprotein gp160"
"5ESV","G","2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase,Envelope glycoprotein gp160","Haemophilus influenzae,Human immunodeficiency virus 1","P44815#W6ICC0","P44815:#2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase#W6ICC0:#Envelope glycoprotein gp160"
"5ESV","H","CH03 Heavy Chain","Homo sapiens","",""
"5ESV","L","CH03 Light Chain","Homo sapiens","",""
"5ESZ","A","CH04 Heavy Chain","Homo sapiens","",""
"5ESZ","B","CH04 Light Chain","Homo sapiens","",""
"5ESZ","C","2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase,Envelope glycoprotein gp160","Haemophilus influenzae,Human immunodeficiency virus 1","P44815#Q4QX31","P44815:#2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase#Q4QX31:#Envelope glycoprotein gp160"
"5ESZ","G","2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase,Envelope glycoprotein gp160","Haemophilus influenzae,Human immunodeficiency virus 1","P44815#Q4QX31","P44815:#2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase#Q4QX31:#Envelope glycoprotein gp160"
"5ESZ","H","CH04 Heavy Chain","Homo sapiens","",""
"5ESZ","L","CH04 Light Chain","Homo sapiens","",""
"5FK9","A","T CELL RECEPTOR ALPHA CHAIN","Homo sapiens","A0A0B4J277#P01848","A0A0B4J277:#T cell receptor alpha variable 22#P01848:#T cell receptor alpha constant"
"5FK9","B","T CELL RECEPTOR BETA CHAIN","Homo sapiens","A0A5A3#A0A5B9","null#A0A5B9:#T cell receptor beta constant 2"
"5FK9","C","ENTEROTOXIN TYPE A","Staphylococcus aureus","P0A0L2","Enterotoxin type A"
"5GLH","A","Endothelin Receptor Subtype-B","Homo sapiens","P00720#P24530","P00720:#Endolysin#P24530:#Endothelin receptor type B"
"5GLH","B","Peptide from Endothelin-1","Homo sapiens","P05305","Endothelin-1"
"5GLI","A","Endothelin Receptor Subtype-B","Homo sapiens","P00720#P24530","P00720:#Endolysin#P24530:#Endothelin receptor type B"
"5HAU","10","50S ribosomal protein L29","Thermus thermophilus","Q5SHP6","50S ribosomal protein L29"
"5HAU","11","50S ribosomal protein L30","Thermus thermophilus","Q5SHQ6","50S ribosomal protein L30"
"5HAU","12","50S ribosomal protein L31","Thermus thermophilus","Q5SJE1","50S ribosomal protein L31"
"5HAU","13","50S ribosomal protein L32","Thermus thermophilus","P80339","50S ribosomal protein L32"
"5HAU","14","50S ribosomal protein L33","Thermus thermophilus","P35871","50S ribosomal protein L33"
"5HAU","15","50S ribosomal protein L34","Thermus thermophilus","P80340","50S ribosomal protein L34"
"5HAU","16","50S ribosomal protein L35","Thermus thermophilus","Q5SKU1","50S ribosomal protein L35"
"5HAU","17","50S ribosomal protein L36","Thermus thermophilus","Q5SHR2","50S ribosomal protein L36"
"5HAU","1A","23S Ribosomal RNA","Thermus thermophilus","",""
"5HAU","1B","5S Ribosomal RNA","Thermus thermophilus","",""
"5HAU","1C","50S ribosomal protein L1","Thermus thermophilus","Q5SLP7","50S ribosomal protein L1"
"5HAU","1D","50S ribosomal protein L2","Thermus thermophilus","P60405","50S ribosomal protein L2"
"5HAU","1E","50S ribosomal protein L3","Thermus thermophilus","Q5SHN8","50S ribosomal protein L3"
"5HAU","1F","50S ribosomal protein L4","Thermus thermophilus","Q5SHN9","50S ribosomal protein L4"
"5HAU","1G","50S ribosomal protein L5","Thermus thermophilus","Q5SHQ0","50S ribosomal protein L5"
"5HAU","1H","50S ribosomal protein L6","Thermus thermophilus","A0A0M9ADP1","50S ribosomal protein L6"
"5HAU","1J","50S ribosomal protein L10","Thermus thermophilus","Q8VVE3","50S ribosomal protein L10"
"5HAU","1K","50S ribosomal protein L11","Thermus thermophilus","Q5SLP6","50S ribosomal protein L11"
"5HAU","1L","50S ribosomal protein L13","Thermus thermophilus","P60488","50S ribosomal protein L13"
"5HAU","1M","50S ribosomal protein L14","Thermus thermophilus","Q5SHP8","50S ribosomal protein L14"
"5HAU","1N","50S ribosomal protein L15","Thermus thermophilus","Q5SHQ7","50S ribosomal protein L15"
"5HAU","1O","50S ribosomal protein L16","Thermus thermophilus","P60489","50S ribosomal protein L16"
"5HAU","1P","50S ribosomal protein L17","Thermus thermophilus","Q9Z9H5","50S ribosomal protein L17"
"5HAU","1Q","50S ribosomal protein L18","Thermus thermophilus","Q5SHQ4","50S ribosomal protein L18"
"5HAU","1R","50S ribosomal protein L19","Thermus thermophilus","P60490","50S ribosomal protein L19"
"5HAU","1S","50S ribosomal protein L20","Thermus thermophilus","P60491","50S ribosomal protein L20"
"5HAU","1T","50S ribosomal protein L21","Thermus thermophilus","P60492","50S ribosomal protein L21"
"5HAU","1U","50S ribosomal protein L22","Thermus thermophilus","Q5SHP3","50S ribosomal protein L22"
"5HAU","1V","50S ribosomal protein L23","Thermus thermophilus","Q5SHP0","50S ribosomal protein L23"
"5HAU","1W","50S ribosomal protein L24","Thermus thermophilus","Q5SHP9","50S ribosomal protein L24"
"5HAU","1X","50S ribosomal protein L25","Thermus thermophilus","Q5SHZ1","50S ribosomal protein L25"
"5HAU","1Y","50S ribosomal protein L27","Thermus thermophilus","P60493","50S ribosomal protein L27"
"5HAU","1Z","50S ribosomal protein L28","Thermus thermophilus","P60494","50S ribosomal protein L28"
"5HAU","1a","16S Ribosomal RNA","Thermus thermophilus","",""
"5HAU","1b","30S ribosomal protein S2","Thermus thermophilus","P80371","30S ribosomal protein S2"
"5HAU","1c","30S ribosomal protein S3","Thermus thermophilus","P80372","30S ribosomal protein S3"
"5HAU","1d","30S ribosomal protein S4","Thermus thermophilus","P80373","30S ribosomal protein S4"
"5HAU","1e","30S ribosomal protein S5","Thermus thermophilus","Q5SHQ5","30S ribosomal protein S5"
"5HAU","1f","30S ribosomal protein S6","Thermus thermophilus","Q5SLP8","30S ribosomal protein S6"
"5HAU","1g","30S ribosomal protein S7","Thermus thermophilus","P17291","30S ribosomal protein S7"
"5HAU","1h","30S ribosomal protein S8","Thermus thermophilus","A0A0M9AFS9","30S ribosomal protein S8"
"5HAU","1i","30S ribosomal protein S9","Thermus thermophilus","P80374","30S ribosomal protein S9"
"5HAU","1j","30S ribosomal protein S10","Thermus thermophilus","Q5SHN7","30S ribosomal protein S10"
"5HAU","1k","30S ribosomal protein S11","Thermus thermophilus","P80376","30S ribosomal protein S11"
"5HAU","1l","30S ribosomal protein S12","Thermus thermophilus","Q5SHN3","30S ribosomal protein S12"
"5HAU","1m","30S ribosomal protein S13","Thermus thermophilus","P80377","30S ribosomal protein S13"
"5HAU","1n","30S ribosomal protein S14 type Z","Thermus thermophilus","A0A0N0BLP2","30S ribosomal protein S14 type Z"
"5HAU","1o","30S ribosomal protein S15","Thermus thermophilus","Q5SJ76","30S ribosomal protein S15"
"5HAU","1p","30S ribosomal protein S16","Thermus thermophilus","Q5SJH3","30S ribosomal protein S16"
"5HAU","1q","30S ribosomal protein S17","Thermus thermophilus","A0A0N0BLS5","30S ribosomal protein S17"
"5HAU","1r","30S ribosomal protein S18","Thermus thermophilus","Q5SLQ0","30S ribosomal protein S18"
"5HAU","1s","30S ribosomal protein S19","Thermus thermophilus","Q5SHP2","30S ribosomal protein S19"
"5HAU","1t","30S ribosomal protein S20","Thermus thermophilus","P80380","30S ribosomal protein S20"
"5HAU","1u","30S ribosomal protein Thx","Thermus thermophilus","Q5SIH3","30S ribosomal protein Thx"
"5HAU","1w","P-site tRNA","Escherichia coli","",""
"5HAU","1x","Cathelicidin-3","Bos taurus","P19661","Cathelicidin-3"
"5HAU","1y","mRNA","Escherichia virus T4","",""
"5HAU","1z","Chimera protein of 50S ribosomal protein L9 and Elongation factor G","Thermus thermophilus","Q5SHN5#Q5SLQ1","Q5SHN5:#Elongation factor G#Q5SLQ1:#50S ribosomal protein L9"
"5HAU","20","50S ribosomal protein L29","Thermus thermophilus","Q5SHP6","50S ribosomal protein L29"
"5HAU","21","50S ribosomal protein L30","Thermus thermophilus","Q5SHQ6","50S ribosomal protein L30"
"5HAU","22","50S ribosomal protein L31","Thermus thermophilus","Q5SJE1","50S ribosomal protein L31"
"5HAU","23","50S ribosomal protein L32","Thermus thermophilus","P80339","50S ribosomal protein L32"
"5HAU","24","50S ribosomal protein L33","Thermus thermophilus","P35871","50S ribosomal protein L33"
"5HAU","25","50S ribosomal protein L34","Thermus thermophilus","P80340","50S ribosomal protein L34"
"5HAU","26","50S ribosomal protein L35","Thermus thermophilus","Q5SKU1","50S ribosomal protein L35"
"5HAU","27","50S ribosomal protein L36","Thermus thermophilus","Q5SHR2","50S ribosomal protein L36"
"5HAU","2A","23S Ribosomal RNA","Thermus thermophilus","",""
"5HAU","2B","5S Ribosomal RNA","Thermus thermophilus","",""
"5HAU","2C","50S ribosomal protein L1","Thermus thermophilus","Q5SLP7","50S ribosomal protein L1"
"5HAU","2D","50S ribosomal protein L2","Thermus thermophilus","P60405","50S ribosomal protein L2"
"5HAU","2E","50S ribosomal protein L3","Thermus thermophilus","Q5SHN8","50S ribosomal protein L3"
"5HAU","2F","50S ribosomal protein L4","Thermus thermophilus","Q5SHN9","50S ribosomal protein L4"
"5HAU","2G","50S ribosomal protein L5","Thermus thermophilus","Q5SHQ0","50S ribosomal protein L5"
"5HAU","2H","50S ribosomal protein L6","Thermus thermophilus","A0A0M9ADP1","50S ribosomal protein L6"
"5HAU","2J","50S ribosomal protein L10","Thermus thermophilus","Q8VVE3","50S ribosomal protein L10"
"5HAU","2K","50S ribosomal protein L11","Thermus thermophilus","Q5SLP6","50S ribosomal protein L11"
"5HAU","2L","50S ribosomal protein L13","Thermus thermophilus","P60488","50S ribosomal protein L13"
"5HAU","2M","50S ribosomal protein L14","Thermus thermophilus","Q5SHP8","50S ribosomal protein L14"
"5HAU","2N","50S ribosomal protein L15","Thermus thermophilus","Q5SHQ7","50S ribosomal protein L15"
"5HAU","2O","50S ribosomal protein L16","Thermus thermophilus","P60489","50S ribosomal protein L16"
"5HAU","2P","50S ribosomal protein L17","Thermus thermophilus","Q9Z9H5","50S ribosomal protein L17"
"5HAU","2Q","50S ribosomal protein L18","Thermus thermophilus","Q5SHQ4","50S ribosomal protein L18"
"5HAU","2R","50S ribosomal protein L19","Thermus thermophilus","P60490","50S ribosomal protein L19"
"5HAU","2S","50S ribosomal protein L20","Thermus thermophilus","P60491","50S ribosomal protein L20"
"5HAU","2T","50S ribosomal protein L21","Thermus thermophilus","P60492","50S ribosomal protein L21"
"5HAU","2U","50S ribosomal protein L22","Thermus thermophilus","Q5SHP3","50S ribosomal protein L22"
"5HAU","2V","50S ribosomal protein L23","Thermus thermophilus","Q5SHP0","50S ribosomal protein L23"
"5HAU","2W","50S ribosomal protein L24","Thermus thermophilus","Q5SHP9","50S ribosomal protein L24"
"5HAU","2X","50S ribosomal protein L25","Thermus thermophilus","Q5SHZ1","50S ribosomal protein L25"
"5HAU","2Y","50S ribosomal protein L27","Thermus thermophilus","P60493","50S ribosomal protein L27"
"5HAU","2Z","50S ribosomal protein L28","Thermus thermophilus","P60494","50S ribosomal protein L28"
"5HAU","2a","16S Ribosomal RNA","Thermus thermophilus","",""
"5HAU","2b","30S ribosomal protein S2","Thermus thermophilus","P80371","30S ribosomal protein S2"
"5HAU","2c","30S ribosomal protein S3","Thermus thermophilus","P80372","30S ribosomal protein S3"
"5HAU","2d","30S ribosomal protein S4","Thermus thermophilus","P80373","30S ribosomal protein S4"
"5HAU","2e","30S ribosomal protein S5","Thermus thermophilus","Q5SHQ5","30S ribosomal protein S5"
"5HAU","2f","30S ribosomal protein S6","Thermus thermophilus","Q5SLP8","30S ribosomal protein S6"
"5HAU","2g","30S ribosomal protein S7","Thermus thermophilus","P17291","30S ribosomal protein S7"
"5HAU","2h","30S ribosomal protein S8","Thermus thermophilus","A0A0M9AFS9","30S ribosomal protein S8"
"5HAU","2i","30S ribosomal protein S9","Thermus thermophilus","P80374","30S ribosomal protein S9"
"5HAU","2j","30S ribosomal protein S10","Thermus thermophilus","Q5SHN7","30S ribosomal protein S10"
"5HAU","2k","30S ribosomal protein S11","Thermus thermophilus","P80376","30S ribosomal protein S11"
"5HAU","2l","30S ribosomal protein S12","Thermus thermophilus","Q5SHN3","30S ribosomal protein S12"
"5HAU","2m","30S ribosomal protein S13","Thermus thermophilus","P80377","30S ribosomal protein S13"
"5HAU","2n","30S ribosomal protein S14 type Z","Thermus thermophilus","A0A0N0BLP2","30S ribosomal protein S14 type Z"
"5HAU","2o","30S ribosomal protein S15","Thermus thermophilus","Q5SJ76","30S ribosomal protein S15"
"5HAU","2p","30S ribosomal protein S16","Thermus thermophilus","Q5SJH3","30S ribosomal protein S16"
"5HAU","2q","30S ribosomal protein S17","Thermus thermophilus","A0A0N0BLS5","30S ribosomal protein S17"
"5HAU","2r","30S ribosomal protein S18","Thermus thermophilus","Q5SLQ0","30S ribosomal protein S18"
"5HAU","2s","30S ribosomal protein S19","Thermus thermophilus","Q5SHP2","30S ribosomal protein S19"
"5HAU","2t","30S ribosomal protein S20","Thermus thermophilus","P80380","30S ribosomal protein S20"
"5HAU","2u","30S ribosomal protein Thx","Thermus thermophilus","Q5SIH3","30S ribosomal protein Thx"
"5HAU","2w","P-site tRNA","Escherichia coli","",""
"5HAU","2x","Cathelicidin-3","Bos taurus","P19661","Cathelicidin-3"
"5HAU","2y","mRNA","Escherichia virus T4","",""
"5HAU","2z","Chimera protein of 50S ribosomal protein L9 and Elongation factor G","Thermus thermophilus","Q5SHN5#Q5SLQ1","Q5SHN5:#Elongation factor G#Q5SLQ1:#50S ribosomal protein L9"
"5I4V","A","Oxysterols receptor LXR-beta,Nuclear receptor coactivator 2","Homo sapiens","P55055#Q15596","P55055:#Oxysterols receptor LXR-beta#Q15596:#Nuclear receptor coactivator 2"
"5I4V","B","Retinoic acid receptor RXR-beta,Nuclear receptor coactivator 2","Homo sapiens","P28702#Q15596","P28702:#Retinoic acid receptor RXR-beta#Q15596:#Nuclear receptor coactivator 2"
"5I4V","E","Oxysterols receptor LXR-beta,Nuclear receptor coactivator 2","Homo sapiens","P55055#Q15596","P55055:#Oxysterols receptor LXR-beta#Q15596:#Nuclear receptor coactivator 2"
"5I4V","F","Retinoic acid receptor RXR-beta,Nuclear receptor coactivator 2","Homo sapiens","P28702#Q15596","P28702:#Retinoic acid receptor RXR-beta#Q15596:#Nuclear receptor coactivator 2"
"5IIT","A","Vacuolar transporter chaperone 4,Core histone macro-H2A.1","Saccharomyces cerevisiae,Homo sapiens","O75367#P47075","O75367:#Core histone macro-H2A.1#P47075:#Vacuolar transporter chaperone 4"
"5IIT","B","Vacuolar transporter chaperone 4,Core histone macro-H2A.1","Saccharomyces cerevisiae,Homo sapiens","O75367#P47075","O75367:#Core histone macro-H2A.1#P47075:#Vacuolar transporter chaperone 4"
"5IIT","C","Vacuolar transporter chaperone 4,Core histone macro-H2A.1","Saccharomyces cerevisiae,Homo sapiens","O75367#P47075","O75367:#Core histone macro-H2A.1#P47075:#Vacuolar transporter chaperone 4"
"5IIT","D","Vacuolar transporter chaperone 4,Core histone macro-H2A.1","Saccharomyces cerevisiae,Homo sapiens","O75367#P47075","O75367:#Core histone macro-H2A.1#P47075:#Vacuolar transporter chaperone 4"
"5IQZ","A","SIRT7 protein","Homo sapiens","P0AEX9#Q9NRC8","P0AEX9:#Maltose/maltodextrin-binding periplasmic protein#Q9NRC8:#NAD-dependent protein deacetylase sirtuin-7"
"5IXI","A","Tyrosine-protein kinase JAK1","Homo sapiens","P23458","Tyrosine-protein kinase JAK1"
"5IXI","B","Chimera protein of Interferon lambda receptor 1 and Interleukin-10 receptor subunit alpha","Homo sapiens","Q13651#Q8IU57","Q13651:#Interleukin-10 receptor subunit alpha#Q8IU57:#Interferon lambda receptor 1"
"5J03","A","Potassium voltage-gated channel subfamily KQT member 3,Potassium voltage-gated channel subfamily KQT member 2","Homo sapiens","O43525#O43526","O43525:#Potassium voltage-gated channel subfamily KQT member 3#O43526:#Potassium voltage-gated channel subfamily KQT member 2"
"5J03","B","Calmodulin","Homo sapiens","P0DP24","Calmodulin-2"
"5J5J","A","Desmocollin-2,Desmoglein-2","Homo sapiens","Q02487#Q14126","Q02487:#Desmocollin-2#Q14126:#Desmoglein-2"
"5J8B","0","50S ribosomal protein L27","Thermus thermophilus","P60493","50S ribosomal protein L27"
"5J8B","1","50S ribosomal protein L28","Thermus thermophilus","P60494","50S ribosomal protein L28"
"5J8B","2","50S ribosomal protein L29","Thermus thermophilus","Q5SHP6","50S ribosomal protein L29"
"5J8B","3","50S ribosomal protein L30","Thermus thermophilus","Q5SHQ6","50S ribosomal protein L30"
"5J8B","4","50S ribosomal protein L31","Thermus thermophilus","Q5SJE1","50S ribosomal protein L31"
"5J8B","5","50S ribosomal protein L32","Thermus thermophilus","P80339","50S ribosomal protein L32"
"5J8B","6","50S ribosomal protein L33","Thermus thermophilus","P35871","50S ribosomal protein L33"
"5J8B","7","50S ribosomal protein L34","Thermus thermophilus","P80340","50S ribosomal protein L34"
"5J8B","8","50S ribosomal protein L35","Thermus thermophilus","Q5SKU1","50S ribosomal protein L35"
"5J8B","9","50S ribosomal protein L36","Thermus thermophilus","Q5SHR2","50S ribosomal protein L36"
"5J8B","A","23S Ribosomal RNA","Thermus thermophilus","",""
"5J8B","B","5S Ribosomal RNA","Thermus thermophilus","",""
"5J8B","C","50S ribosomal protein L1","Thermus thermophilus","P27150","50S ribosomal protein L1"
"5J8B","D","50S ribosomal protein L2","Thermus thermophilus","P60405","50S ribosomal protein L2"
"5J8B","E","50S ribosomal protein L3","Thermus thermophilus","Q5SHN8","50S ribosomal protein L3"
"5J8B","F","50S ribosomal protein L4","Thermus thermophilus","Q5SHN9","50S ribosomal protein L4"
"5J8B","G","50S ribosomal protein L5","Thermus thermophilus","Q5SHQ0","50S ribosomal protein L5"
"5J8B","H","50S ribosomal protein L6","Thermus thermophilus","A0A0M9ADP1","50S ribosomal protein L6"
"5J8B","J","50S ribosomal protein L10","Thermus thermophilus","Q8VVE3","50S ribosomal protein L10"
"5J8B","K","50S ribosomal protein L11","Thermus thermophilus","Q5SLP6","50S ribosomal protein L11"
"5J8B","N","50S ribosomal protein L13","Thermus thermophilus","P60488","50S ribosomal protein L13"
"5J8B","O","50S ribosomal protein L14","Thermus thermophilus","Q5SHP8","50S ribosomal protein L14"
