"5JVR","H","Drosophila melanogaster,Homo sapiens,Mus musculus","P17210#P28741#Q15691","P17210:#Kinesin heavy chain#P28741:#Kinesin-like protein KIF3A#Q15691:#Microtubule-associated protein RP/EB family member 1","P28741:#Microtubule plus end-directed kinesin motor 3A#Q15691:#APC-binding protein EB1#End-binding protein 1"
"5JVS","A","Drosophila melanogaster,Homo sapiens","P17210#Q15691","P17210:#Kinesin heavy chain#Q15691:#Microtubule-associated protein RP/EB family member 1","Q15691:#APC-binding protein EB1#End-binding protein 1"
"5JVU","A","Drosophila melanogaster,Homo sapiens","P17210#Q15691","P17210:#Kinesin heavy chain#Q15691:#Microtubule-associated protein RP/EB family member 1","Q15691:#APC-binding protein EB1#End-binding protein 1"
"5JVU","B","Drosophila melanogaster,Homo sapiens","P17210#Q15691","P17210:#Kinesin heavy chain#Q15691:#Microtubule-associated protein RP/EB family member 1","Q15691:#APC-binding protein EB1#End-binding protein 1"
"4WB7","A","Homo sapiens","P17612#P25685","P17612:#cAMP-dependent protein kinase catalytic subunit alpha#P25685:#DnaJ homolog subfamily B member 1","P25685:#DnaJ protein homolog 1#Heat shock 40 kDa protein 1#Human DnaJ protein 1"
"4WB7","B","Homo sapiens","P17612#P25685","P17612:#cAMP-dependent protein kinase catalytic subunit alpha#P25685:#DnaJ homolog subfamily B member 1","P25685:#DnaJ protein homolog 1#Heat shock 40 kDa protein 1#Human DnaJ protein 1"
"4WB7","I","Homo sapiens","P61925","cAMP-dependent protein kinase inhibitor alpha","cAMP-dependent protein kinase inhibitor, muscle/brain isoform"
"4WB7","J","Homo sapiens","P61925","cAMP-dependent protein kinase inhibitor alpha","cAMP-dependent protein kinase inhibitor, muscle/brain isoform"
"5L5B","A","Saccharomyces cerevisiae","P23639","Proteasome subunit alpha type-2","Macropain subunit Y7#Multicatalytic endopeptidase complex subunit Y7#Proteasome component Y7#Proteinase YSCE subunit 7"
"5L5B","B","Saccharomyces cerevisiae","P23638","Proteasome subunit alpha type-3","Macropain subunit Y13#Multicatalytic endopeptidase complex subunit Y13#Proteasome component Y13#Proteinase YSCE subunit 13"
"5L5B","C","Saccharomyces cerevisiae","P40303","Proteasome subunit alpha type-4","Macropain subunit PRE6#Multicatalytic endopeptidase complex subunit PRE6#Proteasome component PRE6#Proteinase YSCE subunit PRE6"
"5L5B","D","Saccharomyces cerevisiae","P32379","Proteasome subunit alpha type-5","Macropain subunit PUP2#Multicatalytic endopeptidase complex subunit PUP2#Proteasome component PUP2#Proteinase YSCE subunit PUP2"
"5L5B","E","Saccharomyces cerevisiae","P40302","Proteasome subunit alpha type-6","Macropain subunit PRE5#Multicatalytic endopeptidase complex subunit PRE5#Proteasome component PRE5#Proteinase YSCE subunit PRE5"
"5L5B","F","Saccharomyces cerevisiae","P21242","Probable proteasome subunit alpha type-7","Macropain subunit C1#Multicatalytic endopeptidase complex subunit C1#Proteasome component C1#Proteinase YSCE subunit 1"
"5L5B","G","Saccharomyces cerevisiae","P21243","Proteasome subunit alpha type-1","Macropain subunit C7-alpha#Multicatalytic endopeptidase complex C7#Proteasome component C7-alpha#Proteasome component Y8#Proteinase YSCE subunit 7#SCL1 suppressor protein"
"5L5B","H","Saccharomyces cerevisiae","P25043","Proteasome subunit beta type-2","Macropain subunit PUP1#Multicatalytic endopeptidase complex subunit PUP1#Proteasome component PUP1#Proteinase YSCE subunit PUP1"
"5L5B","I","Saccharomyces cerevisiae","P25451","Proteasome subunit beta type-3","Macropain subunit PUP3#Multicatalytic endopeptidase complex subunit PUP3#Proteasome component PUP3"
"5L5B","J","Saccharomyces cerevisiae","P22141","Proteasome subunit beta type-4","Macropain subunit C11#Multicatalytic endopeptidase complex subunit C11#Proteasome component C11#Proteinase YSCE subunit 11"
"5L5B","K","Saccharomyces cerevisiae,Homo sapiens","P28062#P30656","P28062:#Proteasome subunit beta type-8#P30656:#Proteasome subunit beta type-5","P28062:#Low molecular mass protein 7#Macropain subunit C13#Multicatalytic endopeptidase complex subunit C13#Proteasome component C13#Proteasome subunit beta-5i#Really interesting new gene 10 protein#P30656:#Macropain subunit PRE2#Multicatalytic endopeptidase complex subunit PRE2#Proteasome component PRE2#Proteinase YSCE subunit PRE2"
"5L5B","L","Saccharomyces cerevisiae,Homo sapiens","P20618#P23724","P20618:#Proteasome subunit beta type-1#P23724:#Proteasome subunit beta type-6","P20618:#Macropain subunit C5#Multicatalytic endopeptidase complex subunit C5#Proteasome component C5#Proteasome gamma chain#P23724:#Multicatalytic endopeptidase complex subunit C5#Proteasome component C5"
"5L5B","M","Saccharomyces cerevisiae","P30657","Proteasome subunit beta type-7","Macropain subunit PRE4#Multicatalytic endopeptidase complex subunit PRE4#Proteasome component PRE4#Proteinase YSCE subunit PRE4"
"5L5B","N","Saccharomyces cerevisiae","P38624","Proteasome subunit beta type-1","Macropain subunit PRE3#Multicatalytic endopeptidase complex subunit PRE3#Proteasome component PRE3#Proteinase YSCE subunit PRE3"
"5L5B","O","Saccharomyces cerevisiae","P23639","Proteasome subunit alpha type-2","Macropain subunit Y7#Multicatalytic endopeptidase complex subunit Y7#Proteasome component Y7#Proteinase YSCE subunit 7"
"5L5B","P","Saccharomyces cerevisiae","P23638","Proteasome subunit alpha type-3","Macropain subunit Y13#Multicatalytic endopeptidase complex subunit Y13#Proteasome component Y13#Proteinase YSCE subunit 13"
"5L5B","Q","Saccharomyces cerevisiae","P40303","Proteasome subunit alpha type-4","Macropain subunit PRE6#Multicatalytic endopeptidase complex subunit PRE6#Proteasome component PRE6#Proteinase YSCE subunit PRE6"
"5L5B","R","Saccharomyces cerevisiae","P32379","Proteasome subunit alpha type-5","Macropain subunit PUP2#Multicatalytic endopeptidase complex subunit PUP2#Proteasome component PUP2#Proteinase YSCE subunit PUP2"
"5L5B","S","Saccharomyces cerevisiae","P40302","Proteasome subunit alpha type-6","Macropain subunit PRE5#Multicatalytic endopeptidase complex subunit PRE5#Proteasome component PRE5#Proteinase YSCE subunit PRE5"
"5L5B","T","Saccharomyces cerevisiae","P21242","Probable proteasome subunit alpha type-7","Macropain subunit C1#Multicatalytic endopeptidase complex subunit C1#Proteasome component C1#Proteinase YSCE subunit 1"
"5L5B","U","Saccharomyces cerevisiae","P21243","Proteasome subunit alpha type-1","Macropain subunit C7-alpha#Multicatalytic endopeptidase complex C7#Proteasome component C7-alpha#Proteasome component Y8#Proteinase YSCE subunit 7#SCL1 suppressor protein"
"5L5B","V","Saccharomyces cerevisiae","P25043","Proteasome subunit beta type-2","Macropain subunit PUP1#Multicatalytic endopeptidase complex subunit PUP1#Proteasome component PUP1#Proteinase YSCE subunit PUP1"
"5L5B","W","Saccharomyces cerevisiae","P25451","Proteasome subunit beta type-3","Macropain subunit PUP3#Multicatalytic endopeptidase complex subunit PUP3#Proteasome component PUP3"
"5L5B","X","Saccharomyces cerevisiae","P22141","Proteasome subunit beta type-4","Macropain subunit C11#Multicatalytic endopeptidase complex subunit C11#Proteasome component C11#Proteinase YSCE subunit 11"
"5L5B","Y","Saccharomyces cerevisiae,Homo sapiens","P28062#P30656","P28062:#Proteasome subunit beta type-8#P30656:#Proteasome subunit beta type-5","P28062:#Low molecular mass protein 7#Macropain subunit C13#Multicatalytic endopeptidase complex subunit C13#Proteasome component C13#Proteasome subunit beta-5i#Really interesting new gene 10 protein#P30656:#Macropain subunit PRE2#Multicatalytic endopeptidase complex subunit PRE2#Proteasome component PRE2#Proteinase YSCE subunit PRE2"
"5L5B","Z","Saccharomyces cerevisiae,Homo sapiens","P20618#P23724","P20618:#Proteasome subunit beta type-1#P23724:#Proteasome subunit beta type-6","P20618:#Macropain subunit C5#Multicatalytic endopeptidase complex subunit C5#Proteasome component C5#Proteasome gamma chain#P23724:#Multicatalytic endopeptidase complex subunit C5#Proteasome component C5"
"5L5B","a","Saccharomyces cerevisiae","P30657","Proteasome subunit beta type-7","Macropain subunit PRE4#Multicatalytic endopeptidase complex subunit PRE4#Proteasome component PRE4#Proteinase YSCE subunit PRE4"
"5L5B","b","Saccharomyces cerevisiae","P38624","Proteasome subunit beta type-1","Macropain subunit PRE3#Multicatalytic endopeptidase complex subunit PRE3#Proteasome component PRE3#Proteinase YSCE subunit PRE3"
"5L5D","A","Saccharomyces cerevisiae","P23639","Proteasome subunit alpha type-2","Macropain subunit Y7#Multicatalytic endopeptidase complex subunit Y7#Proteasome component Y7#Proteinase YSCE subunit 7"
"5L5D","B","Saccharomyces cerevisiae","P23638","Proteasome subunit alpha type-3","Macropain subunit Y13#Multicatalytic endopeptidase complex subunit Y13#Proteasome component Y13#Proteinase YSCE subunit 13"
"5L5D","C","Saccharomyces cerevisiae","P40303","Proteasome subunit alpha type-4","Macropain subunit PRE6#Multicatalytic endopeptidase complex subunit PRE6#Proteasome component PRE6#Proteinase YSCE subunit PRE6"
"5L5D","D","Saccharomyces cerevisiae","P32379","Proteasome subunit alpha type-5","Macropain subunit PUP2#Multicatalytic endopeptidase complex subunit PUP2#Proteasome component PUP2#Proteinase YSCE subunit PUP2"
"5L5D","E","Saccharomyces cerevisiae","P40302","Proteasome subunit alpha type-6","Macropain subunit PRE5#Multicatalytic endopeptidase complex subunit PRE5#Proteasome component PRE5#Proteinase YSCE subunit PRE5"
"5L5D","F","Saccharomyces cerevisiae","P21242","Probable proteasome subunit alpha type-7","Macropain subunit C1#Multicatalytic endopeptidase complex subunit C1#Proteasome component C1#Proteinase YSCE subunit 1"
"5L5D","G","Saccharomyces cerevisiae","P21243","Proteasome subunit alpha type-1","Macropain subunit C7-alpha#Multicatalytic endopeptidase complex C7#Proteasome component C7-alpha#Proteasome component Y8#Proteinase YSCE subunit 7#SCL1 suppressor protein"
"5L5D","H","Saccharomyces cerevisiae","P25043","Proteasome subunit beta type-2","Macropain subunit PUP1#Multicatalytic endopeptidase complex subunit PUP1#Proteasome component PUP1#Proteinase YSCE subunit PUP1"
"5L5D","I","Saccharomyces cerevisiae","P25451","Proteasome subunit beta type-3","Macropain subunit PUP3#Multicatalytic endopeptidase complex subunit PUP3#Proteasome component PUP3"
"5L5D","J","Saccharomyces cerevisiae","P22141","Proteasome subunit beta type-4","Macropain subunit C11#Multicatalytic endopeptidase complex subunit C11#Proteasome component C11#Proteinase YSCE subunit 11"
"5L5D","K","Saccharomyces cerevisiae,Homo sapiens","P28062#P30656","P28062:#Proteasome subunit beta type-8#P30656:#Proteasome subunit beta type-5","P28062:#Low molecular mass protein 7#Macropain subunit C13#Multicatalytic endopeptidase complex subunit C13#Proteasome component C13#Proteasome subunit beta-5i#Really interesting new gene 10 protein#P30656:#Macropain subunit PRE2#Multicatalytic endopeptidase complex subunit PRE2#Proteasome component PRE2#Proteinase YSCE subunit PRE2"
"5L5D","L","Saccharomyces cerevisiae,Homo sapiens","P20618#P23724","P20618:#Proteasome subunit beta type-1#P23724:#Proteasome subunit beta type-6","P20618:#Macropain subunit C5#Multicatalytic endopeptidase complex subunit C5#Proteasome component C5#Proteasome gamma chain#P23724:#Multicatalytic endopeptidase complex subunit C5#Proteasome component C5"
"5L5D","M","Saccharomyces cerevisiae","P30657","Proteasome subunit beta type-7","Macropain subunit PRE4#Multicatalytic endopeptidase complex subunit PRE4#Proteasome component PRE4#Proteinase YSCE subunit PRE4"
"5L5D","N","Saccharomyces cerevisiae","P38624","Proteasome subunit beta type-1","Macropain subunit PRE3#Multicatalytic endopeptidase complex subunit PRE3#Proteasome component PRE3#Proteinase YSCE subunit PRE3"
"5L5D","O","Saccharomyces cerevisiae","P23639","Proteasome subunit alpha type-2","Macropain subunit Y7#Multicatalytic endopeptidase complex subunit Y7#Proteasome component Y7#Proteinase YSCE subunit 7"
"5L5D","P","Saccharomyces cerevisiae","P23638","Proteasome subunit alpha type-3","Macropain subunit Y13#Multicatalytic endopeptidase complex subunit Y13#Proteasome component Y13#Proteinase YSCE subunit 13"
"5L5D","Q","Saccharomyces cerevisiae","P40303","Proteasome subunit alpha type-4","Macropain subunit PRE6#Multicatalytic endopeptidase complex subunit PRE6#Proteasome component PRE6#Proteinase YSCE subunit PRE6"
"5L5D","R","Saccharomyces cerevisiae","P32379","Proteasome subunit alpha type-5","Macropain subunit PUP2#Multicatalytic endopeptidase complex subunit PUP2#Proteasome component PUP2#Proteinase YSCE subunit PUP2"
"5L5D","S","Saccharomyces cerevisiae","P40302","Proteasome subunit alpha type-6","Macropain subunit PRE5#Multicatalytic endopeptidase complex subunit PRE5#Proteasome component PRE5#Proteinase YSCE subunit PRE5"
"5L5D","T","Saccharomyces cerevisiae","P21242","Probable proteasome subunit alpha type-7","Macropain subunit C1#Multicatalytic endopeptidase complex subunit C1#Proteasome component C1#Proteinase YSCE subunit 1"
"5L5D","U","Saccharomyces cerevisiae","P21243","Proteasome subunit alpha type-1","Macropain subunit C7-alpha#Multicatalytic endopeptidase complex C7#Proteasome component C7-alpha#Proteasome component Y8#Proteinase YSCE subunit 7#SCL1 suppressor protein"
"5L5D","V","Saccharomyces cerevisiae","P25043","Proteasome subunit beta type-2","Macropain subunit PUP1#Multicatalytic endopeptidase complex subunit PUP1#Proteasome component PUP1#Proteinase YSCE subunit PUP1"
"5L5D","W","Saccharomyces cerevisiae","P25451","Proteasome subunit beta type-3","Macropain subunit PUP3#Multicatalytic endopeptidase complex subunit PUP3#Proteasome component PUP3"
"5L5D","X","Saccharomyces cerevisiae","P22141","Proteasome subunit beta type-4","Macropain subunit C11#Multicatalytic endopeptidase complex subunit C11#Proteasome component C11#Proteinase YSCE subunit 11"
"5L5D","Y","Saccharomyces cerevisiae,Homo sapiens","P28062#P30656","P28062:#Proteasome subunit beta type-8#P30656:#Proteasome subunit beta type-5","P28062:#Low molecular mass protein 7#Macropain subunit C13#Multicatalytic endopeptidase complex subunit C13#Proteasome component C13#Proteasome subunit beta-5i#Really interesting new gene 10 protein#P30656:#Macropain subunit PRE2#Multicatalytic endopeptidase complex subunit PRE2#Proteasome component PRE2#Proteinase YSCE subunit PRE2"
"5L5D","Z","Saccharomyces cerevisiae,Homo sapiens","P20618#P23724","P20618:#Proteasome subunit beta type-1#P23724:#Proteasome subunit beta type-6","P20618:#Macropain subunit C5#Multicatalytic endopeptidase complex subunit C5#Proteasome component C5#Proteasome gamma chain#P23724:#Multicatalytic endopeptidase complex subunit C5#Proteasome component C5"
"5L5D","a","Saccharomyces cerevisiae","P30657","Proteasome subunit beta type-7","Macropain subunit PRE4#Multicatalytic endopeptidase complex subunit PRE4#Proteasome component PRE4#Proteinase YSCE subunit PRE4"
"5L5D","b","Saccharomyces cerevisiae","P38624","Proteasome subunit beta type-1","Macropain subunit PRE3#Multicatalytic endopeptidase complex subunit PRE3#Proteasome component PRE3#Proteinase YSCE subunit PRE3"
"5L5E","A","Saccharomyces cerevisiae","P23639","Proteasome subunit alpha type-2","Macropain subunit Y7#Multicatalytic endopeptidase complex subunit Y7#Proteasome component Y7#Proteinase YSCE subunit 7"
"5L5E","B","Saccharomyces cerevisiae","P23638","Proteasome subunit alpha type-3","Macropain subunit Y13#Multicatalytic endopeptidase complex subunit Y13#Proteasome component Y13#Proteinase YSCE subunit 13"
"5L5E","C","Saccharomyces cerevisiae","P40303","Proteasome subunit alpha type-4","Macropain subunit PRE6#Multicatalytic endopeptidase complex subunit PRE6#Proteasome component PRE6#Proteinase YSCE subunit PRE6"
"5L5E","D","Saccharomyces cerevisiae","P32379","Proteasome subunit alpha type-5","Macropain subunit PUP2#Multicatalytic endopeptidase complex subunit PUP2#Proteasome component PUP2#Proteinase YSCE subunit PUP2"
"5L5E","E","Saccharomyces cerevisiae","P40302","Proteasome subunit alpha type-6","Macropain subunit PRE5#Multicatalytic endopeptidase complex subunit PRE5#Proteasome component PRE5#Proteinase YSCE subunit PRE5"
"5L5E","F","Saccharomyces cerevisiae","P21242","Probable proteasome subunit alpha type-7","Macropain subunit C1#Multicatalytic endopeptidase complex subunit C1#Proteasome component C1#Proteinase YSCE subunit 1"
"5L5E","G","Saccharomyces cerevisiae","P21243","Proteasome subunit alpha type-1","Macropain subunit C7-alpha#Multicatalytic endopeptidase complex C7#Proteasome component C7-alpha#Proteasome component Y8#Proteinase YSCE subunit 7#SCL1 suppressor protein"
"5L5E","H","Saccharomyces cerevisiae","P25043","Proteasome subunit beta type-2","Macropain subunit PUP1#Multicatalytic endopeptidase complex subunit PUP1#Proteasome component PUP1#Proteinase YSCE subunit PUP1"
"5L5E","I","Saccharomyces cerevisiae","P25451","Proteasome subunit beta type-3","Macropain subunit PUP3#Multicatalytic endopeptidase complex subunit PUP3#Proteasome component PUP3"
"5L5E","J","Saccharomyces cerevisiae","P22141","Proteasome subunit beta type-4","Macropain subunit C11#Multicatalytic endopeptidase complex subunit C11#Proteasome component C11#Proteinase YSCE subunit 11"
"5L5E","K","Saccharomyces cerevisiae,Homo sapiens","P28062#P30656","P28062:#Proteasome subunit beta type-8#P30656:#Proteasome subunit beta type-5","P28062:#Low molecular mass protein 7#Macropain subunit C13#Multicatalytic endopeptidase complex subunit C13#Proteasome component C13#Proteasome subunit beta-5i#Really interesting new gene 10 protein#P30656:#Macropain subunit PRE2#Multicatalytic endopeptidase complex subunit PRE2#Proteasome component PRE2#Proteinase YSCE subunit PRE2"
"5L5E","L","Saccharomyces cerevisiae,Homo sapiens","P20618#P23724","P20618:#Proteasome subunit beta type-1#P23724:#Proteasome subunit beta type-6","P20618:#Macropain subunit C5#Multicatalytic endopeptidase complex subunit C5#Proteasome component C5#Proteasome gamma chain#P23724:#Multicatalytic endopeptidase complex subunit C5#Proteasome component C5"
"5L5E","M","Saccharomyces cerevisiae","P30657","Proteasome subunit beta type-7","Macropain subunit PRE4#Multicatalytic endopeptidase complex subunit PRE4#Proteasome component PRE4#Proteinase YSCE subunit PRE4"
"5L5E","N","Saccharomyces cerevisiae","P38624","Proteasome subunit beta type-1","Macropain subunit PRE3#Multicatalytic endopeptidase complex subunit PRE3#Proteasome component PRE3#Proteinase YSCE subunit PRE3"
"5L5E","O","Saccharomyces cerevisiae","P23639","Proteasome subunit alpha type-2","Macropain subunit Y7#Multicatalytic endopeptidase complex subunit Y7#Proteasome component Y7#Proteinase YSCE subunit 7"
"5L5E","P","Saccharomyces cerevisiae","P23638","Proteasome subunit alpha type-3","Macropain subunit Y13#Multicatalytic endopeptidase complex subunit Y13#Proteasome component Y13#Proteinase YSCE subunit 13"
"5L5E","Q","Saccharomyces cerevisiae","P40303","Proteasome subunit alpha type-4","Macropain subunit PRE6#Multicatalytic endopeptidase complex subunit PRE6#Proteasome component PRE6#Proteinase YSCE subunit PRE6"
"5L5E","R","Saccharomyces cerevisiae","P32379","Proteasome subunit alpha type-5","Macropain subunit PUP2#Multicatalytic endopeptidase complex subunit PUP2#Proteasome component PUP2#Proteinase YSCE subunit PUP2"
"5L5E","S","Saccharomyces cerevisiae","P40302","Proteasome subunit alpha type-6","Macropain subunit PRE5#Multicatalytic endopeptidase complex subunit PRE5#Proteasome component PRE5#Proteinase YSCE subunit PRE5"
"5L5E","T","Saccharomyces cerevisiae","P21242","Probable proteasome subunit alpha type-7","Macropain subunit C1#Multicatalytic endopeptidase complex subunit C1#Proteasome component C1#Proteinase YSCE subunit 1"
"5L5E","U","Saccharomyces cerevisiae","P21243","Proteasome subunit alpha type-1","Macropain subunit C7-alpha#Multicatalytic endopeptidase complex C7#Proteasome component C7-alpha#Proteasome component Y8#Proteinase YSCE subunit 7#SCL1 suppressor protein"
"5L5E","V","Saccharomyces cerevisiae","P25043","Proteasome subunit beta type-2","Macropain subunit PUP1#Multicatalytic endopeptidase complex subunit PUP1#Proteasome component PUP1#Proteinase YSCE subunit PUP1"
"5L5E","W","Saccharomyces cerevisiae","P25451","Proteasome subunit beta type-3","Macropain subunit PUP3#Multicatalytic endopeptidase complex subunit PUP3#Proteasome component PUP3"
"5L5E","X","Saccharomyces cerevisiae","P22141","Proteasome subunit beta type-4","Macropain subunit C11#Multicatalytic endopeptidase complex subunit C11#Proteasome component C11#Proteinase YSCE subunit 11"
"5L5E","Y","Saccharomyces cerevisiae,Homo sapiens","P28062#P30656","P28062:#Proteasome subunit beta type-8#P30656:#Proteasome subunit beta type-5","P28062:#Low molecular mass protein 7#Macropain subunit C13#Multicatalytic endopeptidase complex subunit C13#Proteasome component C13#Proteasome subunit beta-5i#Really interesting new gene 10 protein#P30656:#Macropain subunit PRE2#Multicatalytic endopeptidase complex subunit PRE2#Proteasome component PRE2#Proteinase YSCE subunit PRE2"
"5L5E","Z","Saccharomyces cerevisiae,Homo sapiens","P20618#P23724","P20618:#Proteasome subunit beta type-1#P23724:#Proteasome subunit beta type-6","P20618:#Macropain subunit C5#Multicatalytic endopeptidase complex subunit C5#Proteasome component C5#Proteasome gamma chain#P23724:#Multicatalytic endopeptidase complex subunit C5#Proteasome component C5"
"5L5E","a","Saccharomyces cerevisiae","P30657","Proteasome subunit beta type-7","Macropain subunit PRE4#Multicatalytic endopeptidase complex subunit PRE4#Proteasome component PRE4#Proteinase YSCE subunit PRE4"
"5L5E","b","Saccharomyces cerevisiae","P38624","Proteasome subunit beta type-1","Macropain subunit PRE3#Multicatalytic endopeptidase complex subunit PRE3#Proteasome component PRE3#Proteinase YSCE subunit PRE3"
"5L5F","A","Saccharomyces cerevisiae","P23639","Proteasome subunit alpha type-2","Macropain subunit Y7#Multicatalytic endopeptidase complex subunit Y7#Proteasome component Y7#Proteinase YSCE subunit 7"
"5L5F","B","Saccharomyces cerevisiae","P23638","Proteasome subunit alpha type-3","Macropain subunit Y13#Multicatalytic endopeptidase complex subunit Y13#Proteasome component Y13#Proteinase YSCE subunit 13"
"5L5F","C","Saccharomyces cerevisiae","P40303","Proteasome subunit alpha type-4","Macropain subunit PRE6#Multicatalytic endopeptidase complex subunit PRE6#Proteasome component PRE6#Proteinase YSCE subunit PRE6"
"5L5F","D","Saccharomyces cerevisiae","P32379","Proteasome subunit alpha type-5","Macropain subunit PUP2#Multicatalytic endopeptidase complex subunit PUP2#Proteasome component PUP2#Proteinase YSCE subunit PUP2"
"5L5F","E","Saccharomyces cerevisiae","P40302","Proteasome subunit alpha type-6","Macropain subunit PRE5#Multicatalytic endopeptidase complex subunit PRE5#Proteasome component PRE5#Proteinase YSCE subunit PRE5"
"5L5F","F","Saccharomyces cerevisiae","P21242","Probable proteasome subunit alpha type-7","Macropain subunit C1#Multicatalytic endopeptidase complex subunit C1#Proteasome component C1#Proteinase YSCE subunit 1"
"5L5F","G","Saccharomyces cerevisiae","P21243","Proteasome subunit alpha type-1","Macropain subunit C7-alpha#Multicatalytic endopeptidase complex C7#Proteasome component C7-alpha#Proteasome component Y8#Proteinase YSCE subunit 7#SCL1 suppressor protein"
"5L5F","H","Saccharomyces cerevisiae","P25043","Proteasome subunit beta type-2","Macropain subunit PUP1#Multicatalytic endopeptidase complex subunit PUP1#Proteasome component PUP1#Proteinase YSCE subunit PUP1"
"5L5F","I","Saccharomyces cerevisiae","P25451","Proteasome subunit beta type-3","Macropain subunit PUP3#Multicatalytic endopeptidase complex subunit PUP3#Proteasome component PUP3"
"5L5F","J","Saccharomyces cerevisiae","P22141","Proteasome subunit beta type-4","Macropain subunit C11#Multicatalytic endopeptidase complex subunit C11#Proteasome component C11#Proteinase YSCE subunit 11"
"5L5F","K","Saccharomyces cerevisiae,Homo sapiens","P28062#P30656","P28062:#Proteasome subunit beta type-8#P30656:#Proteasome subunit beta type-5","P28062:#Low molecular mass protein 7#Macropain subunit C13#Multicatalytic endopeptidase complex subunit C13#Proteasome component C13#Proteasome subunit beta-5i#Really interesting new gene 10 protein#P30656:#Macropain subunit PRE2#Multicatalytic endopeptidase complex subunit PRE2#Proteasome component PRE2#Proteinase YSCE subunit PRE2"
"5L5F","L","Saccharomyces cerevisiae,Homo sapiens","P20618#P23724","P20618:#Proteasome subunit beta type-1#P23724:#Proteasome subunit beta type-6","P20618:#Macropain subunit C5#Multicatalytic endopeptidase complex subunit C5#Proteasome component C5#Proteasome gamma chain#P23724:#Multicatalytic endopeptidase complex subunit C5#Proteasome component C5"
"5L5F","M","Saccharomyces cerevisiae","P30657","Proteasome subunit beta type-7","Macropain subunit PRE4#Multicatalytic endopeptidase complex subunit PRE4#Proteasome component PRE4#Proteinase YSCE subunit PRE4"
"5L5F","N","Saccharomyces cerevisiae","P38624","Proteasome subunit beta type-1","Macropain subunit PRE3#Multicatalytic endopeptidase complex subunit PRE3#Proteasome component PRE3#Proteinase YSCE subunit PRE3"
"5L5F","O","Saccharomyces cerevisiae","P23639","Proteasome subunit alpha type-2","Macropain subunit Y7#Multicatalytic endopeptidase complex subunit Y7#Proteasome component Y7#Proteinase YSCE subunit 7"
"5L5F","P","Saccharomyces cerevisiae","P23638","Proteasome subunit alpha type-3","Macropain subunit Y13#Multicatalytic endopeptidase complex subunit Y13#Proteasome component Y13#Proteinase YSCE subunit 13"
"5L5F","Q","Saccharomyces cerevisiae","P40303","Proteasome subunit alpha type-4","Macropain subunit PRE6#Multicatalytic endopeptidase complex subunit PRE6#Proteasome component PRE6#Proteinase YSCE subunit PRE6"
"5L5F","R","Saccharomyces cerevisiae","P32379","Proteasome subunit alpha type-5","Macropain subunit PUP2#Multicatalytic endopeptidase complex subunit PUP2#Proteasome component PUP2#Proteinase YSCE subunit PUP2"
"5L5F","S","Saccharomyces cerevisiae","P40302","Proteasome subunit alpha type-6","Macropain subunit PRE5#Multicatalytic endopeptidase complex subunit PRE5#Proteasome component PRE5#Proteinase YSCE subunit PRE5"
"5L5F","T","Saccharomyces cerevisiae","P21242","Probable proteasome subunit alpha type-7","Macropain subunit C1#Multicatalytic endopeptidase complex subunit C1#Proteasome component C1#Proteinase YSCE subunit 1"
"5L5F","U","Saccharomyces cerevisiae","P21243","Proteasome subunit alpha type-1","Macropain subunit C7-alpha#Multicatalytic endopeptidase complex C7#Proteasome component C7-alpha#Proteasome component Y8#Proteinase YSCE subunit 7#SCL1 suppressor protein"
"5L5F","V","Saccharomyces cerevisiae","P25043","Proteasome subunit beta type-2","Macropain subunit PUP1#Multicatalytic endopeptidase complex subunit PUP1#Proteasome component PUP1#Proteinase YSCE subunit PUP1"
"5L5F","W","Saccharomyces cerevisiae","P25451","Proteasome subunit beta type-3","Macropain subunit PUP3#Multicatalytic endopeptidase complex subunit PUP3#Proteasome component PUP3"
"5L5F","X","Saccharomyces cerevisiae","P22141","Proteasome subunit beta type-4","Macropain subunit C11#Multicatalytic endopeptidase complex subunit C11#Proteasome component C11#Proteinase YSCE subunit 11"
"5L5F","Y","Saccharomyces cerevisiae,Homo sapiens","P28062#P30656","P28062:#Proteasome subunit beta type-8#P30656:#Proteasome subunit beta type-5","P28062:#Low molecular mass protein 7#Macropain subunit C13#Multicatalytic endopeptidase complex subunit C13#Proteasome component C13#Proteasome subunit beta-5i#Really interesting new gene 10 protein#P30656:#Macropain subunit PRE2#Multicatalytic endopeptidase complex subunit PRE2#Proteasome component PRE2#Proteinase YSCE subunit PRE2"
"5L5F","Z","Saccharomyces cerevisiae,Homo sapiens","P20618#P23724","P20618:#Proteasome subunit beta type-1#P23724:#Proteasome subunit beta type-6","P20618:#Macropain subunit C5#Multicatalytic endopeptidase complex subunit C5#Proteasome component C5#Proteasome gamma chain#P23724:#Multicatalytic endopeptidase complex subunit C5#Proteasome component C5"
"5L5F","a","Saccharomyces cerevisiae","P30657","Proteasome subunit beta type-7","Macropain subunit PRE4#Multicatalytic endopeptidase complex subunit PRE4#Proteasome component PRE4#Proteinase YSCE subunit PRE4"
"5L5F","b","Saccharomyces cerevisiae","P38624","Proteasome subunit beta type-1","Macropain subunit PRE3#Multicatalytic endopeptidase complex subunit PRE3#Proteasome component PRE3#Proteinase YSCE subunit PRE3"
