structureId,chainId,compound,source,uniprotAcc,uniprotRecommendedName
"6GEJ","R","Actin-like protein ARP6","Saccharomyces cerevisiae","Q12509","Actin-like protein ARP6"
"6GEJ","S","Vacuolar protein sorting-associated protein 71","Saccharomyces cerevisiae","Q03433","Vacuolar protein sorting-associated protein 71"
"6GEJ","T","RuvB-like protein 1","Saccharomyces cerevisiae","Q03940","RuvB-like protein 1"
"6GEJ","U","RuvB-like protein 2","Saccharomyces cerevisiae","Q12464","RuvB-like protein 2"
"6GEJ","V","RuvB-like protein 1","Saccharomyces cerevisiae","Q03940","RuvB-like protein 1"
"6GEJ","W","RuvB-like protein 2","Saccharomyces cerevisiae","Q12464","RuvB-like protein 2"
"6GEJ","X","RuvB-like protein 1","Saccharomyces cerevisiae","Q03940","RuvB-like protein 1"
"6GEJ","Y","RuvB-like protein 2","Saccharomyces cerevisiae","Q12464","RuvB-like protein 2"
"6GEJ","Z","Vacuolar protein sorting-associated protein 72","Saccharomyces cerevisiae","",""
"6GEN","A","Histone H3","Saccharomyces cerevisiae","P61830","Histone H3"
"6GEN","B","Histone H3","Saccharomyces cerevisiae","P61830","Histone H3"
"6GEN","C","Histone H4","Saccharomyces cerevisiae","P02309","Histone H4"
"6GEN","D","Histone H4","Saccharomyces cerevisiae","P02309","Histone H4"
"6GEN","E","Histone H2A.1","Saccharomyces cerevisiae","P04911","Histone H2A.1"
"6GEN","F","Histone H2A.1","Saccharomyces cerevisiae","P04911","Histone H2A.1"
"6GEN","G","Histone H2B.1","Saccharomyces cerevisiae","P02293","Histone H2B.1"
"6GEN","H","Histone H2B.1","Saccharomyces cerevisiae","P02293","Histone H2B.1"
"6GEN","I","DNA (173-MER)","synthetic construct","",""
"6GEN","J","DNA (173-MER)","synthetic construct","",""
"6GEN","M","Helicase SWR1","Saccharomyces cerevisiae","Q05471","Helicase SWR1"
"6GEN","R","Actin-like protein ARP6","Saccharomyces cerevisiae","Q12509","Actin-like protein ARP6"
"6GEN","S","Vacuolar protein sorting-associated protein 71","Saccharomyces cerevisiae","Q03433","Vacuolar protein sorting-associated protein 71"
"6GEN","T","RuvB-like protein 1","Saccharomyces cerevisiae","Q03940","RuvB-like protein 1"
"6GEN","U","RuvB-like protein 2","Saccharomyces cerevisiae","Q12464","RuvB-like protein 2"
"6GEN","V","RuvB-like protein 1","Saccharomyces cerevisiae","Q03940","RuvB-like protein 1"
"6GEN","W","RuvB-like protein 2","Saccharomyces cerevisiae","Q12464","RuvB-like protein 2"
"6GEN","X","RuvB-like protein 1","Saccharomyces cerevisiae","Q03940","RuvB-like protein 1"
"6GEN","Y","RuvB-like protein 2","Saccharomyces cerevisiae","Q12464","RuvB-like protein 2"
"6GEN","Z","Vacuolar protein sorting-associated protein 72","Saccharomyces cerevisiae","",""
"6H8P","A","Lysine-specific demethylase 4A","Homo sapiens","O75164","Lysine-specific demethylase 4A"
"6H8P","B","Lysine-specific demethylase 4A","Homo sapiens","O75164","Lysine-specific demethylase 4A"
"6H8P","C","Histone H1.4","Homo sapiens","P10412","Histone H1.4"
"6H8P","D","Histone H1.4","Homo sapiens","P10412","Histone H1.4"
"6HBO","A","Histone-lysine N-methyltransferase ASHH2","Arabidopsis thaliana","Q2LAE1","Histone-lysine N-methyltransferase ASHH2"
"6HBO","B","Histone H3.3","Homo sapiens","P84243","Histone H3.3"
"6HKT","0","Histone H2A type 1-B/E","Homo sapiens","P04908","Histone H2A type 1-B/E"
"6HKT","1","Histone H2B type 1-J","Homo sapiens","P06899","Histone H2B type 1-J"
"6HKT","2","Histone H2A type 1-B/E","Homo sapiens","P04908","Histone H2A type 1-B/E"
"6HKT","3","Histone H2B type 1-J","Homo sapiens","P06899","Histone H2B type 1-J"
"6HKT","A","Histone H3.1","Homo sapiens","P68431","Histone H3.1"
"6HKT","B","Histone H4","Homo sapiens","P62805","Histone H4"
"6HKT","C","Histone H2A type 1-B/E","Homo sapiens","P04908","Histone H2A type 1-B/E"
"6HKT","D","Histone H2B type 1-J","Homo sapiens","P06899","Histone H2B type 1-J"
"6HKT","E","Histone H3.1","Homo sapiens","P68431","Histone H3.1"
"6HKT","F","Histone H4","Homo sapiens","P62805","Histone H4"
"6HKT","G","Histone H2A type 1-B/E","Homo sapiens","P04908","Histone H2A type 1-B/E"
"6HKT","H","Histone H2B type 1-J","Homo sapiens","P06899","Histone H2B type 1-J"
"6HKT","I","DNA (1122-MER)","synthetic construct","",""
"6HKT","J","DNA (1122-MER)","synthetic construct","",""
"6HKT","K","Histone H3.1","Homo sapiens","P68431","Histone H3.1"
"6HKT","L","Histone H4","Homo sapiens","P62805","Histone H4"
"6HKT","M","Histone H2A type 1-B/E","Homo sapiens","P04908","Histone H2A type 1-B/E"
"6HKT","N","Histone H2B type 1-J","Homo sapiens","P06899","Histone H2B type 1-J"
"6HKT","O","Histone H3.1","Homo sapiens","P68431","Histone H3.1"
"6HKT","P","Histone H4","Homo sapiens","P62805","Histone H4"
"6HKT","Q","Histone H2A type 1-B/E","Homo sapiens","P04908","Histone H2A type 1-B/E"
"6HKT","R","Histone H2B type 1-J","Homo sapiens","P06899","Histone H2B type 1-J"
"6HKT","U","Histone H3.1","Homo sapiens","P68431","Histone H3.1"
"6HKT","V","Histone H4","Homo sapiens","P62805","Histone H4"
"6HKT","W","Histone H2A type 1-B/E","Homo sapiens","P04908","Histone H2A type 1-B/E"
"6HKT","X","Histone H2B type 1-J","Homo sapiens","P06899","Histone H2B type 1-J"
"6HKT","Y","Histone H3.1","Homo sapiens","P68431","Histone H3.1"
"6HKT","Z","Histone H4","Homo sapiens","P62805","Histone H4"
"6HKT","a","Histone H3.1","Homo sapiens","P68431","Histone H3.1"
"6HKT","b","Histone H4","Homo sapiens","P62805","Histone H4"
"6HKT","c","Histone H2A type 1-B/E","Homo sapiens","P04908","Histone H2A type 1-B/E"
"6HKT","d","Histone H2B type 1-J","Homo sapiens","P06899","Histone H2B type 1-J"
"6HKT","e","Histone H3.1","Homo sapiens","P68431","Histone H3.1"
"6HKT","f","Histone H4","Homo sapiens","P62805","Histone H4"
"6HKT","g","Histone H2A type 1-B/E","Homo sapiens","P04908","Histone H2A type 1-B/E"
"6HKT","h","Histone H2B type 1-J","Homo sapiens","P06899","Histone H2B type 1-J"
"6HKT","k","Histone H3.1","Homo sapiens","P68431","Histone H3.1"
"6HKT","l","Histone H4","Homo sapiens","P62805","Histone H4"
"6HKT","m","Histone H2A type 1-B/E","Homo sapiens","P04908","Histone H2A type 1-B/E"
"6HKT","n","Histone H2B type 1-J","Homo sapiens","P06899","Histone H2B type 1-J"
"6HKT","o","Histone H3.1","Homo sapiens","P68431","Histone H3.1"
"6HKT","p","Histone H4","Homo sapiens","P62805","Histone H4"
"6HKT","q","Histone H2A type 1-B/E","Homo sapiens","P04908","Histone H2A type 1-B/E"
"6HKT","r","Histone H2B type 1-J","Homo sapiens","P06899","Histone H2B type 1-J"
"6HKT","u","Histone H3.1","Homo sapiens","P68431","Histone H3.1"
"6HKT","v","Histone H4","Homo sapiens","P62805","Histone H4"
"6HKT","w","Histone H2A type 1-B/E","Homo sapiens","P04908","Histone H2A type 1-B/E"
"6HKT","x","Histone H2B type 1-J","Homo sapiens","P06899","Histone H2B type 1-J"
"6HKT","y","Histone H3.1","Homo sapiens","P68431","Histone H3.1"
"6HKT","z","Histone H4","Homo sapiens","P62805","Histone H4"
"6HTS","A","RuvB-like 1","Homo sapiens","Q9Y265","RuvB-like 1"
"6HTS","B","RuvB-like 2","Homo sapiens","Q9Y230","RuvB-like 2"
"6HTS","C","RuvB-like 1","Homo sapiens","Q9Y265","RuvB-like 1"
"6HTS","D","RuvB-like 2","Homo sapiens","Q9Y230","RuvB-like 2"
"6HTS","E","RuvB-like 1","Homo sapiens","Q9Y265","RuvB-like 1"
"6HTS","F","RuvB-like 2","Homo sapiens","Q9Y230","RuvB-like 2"
"6HTS","G","Chromatin-remodeling ATPase INO80","Homo sapiens","Q9ULG1","Chromatin-remodeling ATPase INO80"
"6HTS","H","Actin-related protein 5","Homo sapiens","Q9H9F9","Actin-related protein 5"
"6HTS","I","Histone H3.1","Homo sapiens","P68431","Histone H3.1"
"6HTS","J","Histone H4","Homo sapiens","P62805","Histone H4"
"6HTS","K","Histone H2A type 1-B/E","Homo sapiens","P04908","Histone H2A type 1-B/E"
"6HTS","L","Histone H2B type 1-J","Homo sapiens","P06899","Histone H2B type 1-J"
"6HTS","M","Histone H3.1","Homo sapiens","P68431","Histone H3.1"
"6HTS","N","Histone H4","Homo sapiens","P62805","Histone H4"
"6HTS","O","Histone H2A type 1-B/E","Homo sapiens","P04908","Histone H2A type 1-B/E"
"6HTS","P","Histone H2B type 1-J","Homo sapiens","P06899","Histone H2B type 1-J"
"6HTS","R","INO80 complex subunit B","Homo sapiens","Q9C086","INO80 complex subunit B"
"6HTS","X","DNA (150-MER)","synthetic construct","",""
"6HTS","Y","DNA (150-MER)","synthetic construct","",""
"6I84","A","DNA-directed RNA polymerase II subunit RPB1","Saccharomyces cerevisiae","P04050","DNA-directed RNA polymerase II subunit RPB1"
"6I84","B","DNA-directed RNA polymerase II subunit RPB2","Saccharomyces cerevisiae","P08518","DNA-directed RNA polymerase II subunit RPB2"
"6I84","C","DNA-directed RNA polymerase II subunit RPB3","Saccharomyces cerevisiae","P16370","DNA-directed RNA polymerase II subunit RPB3"
"6I84","D","DNA-directed RNA polymerase II subunit RPB4","Saccharomyces cerevisiae","P20433","DNA-directed RNA polymerase II subunit RPB4"
"6I84","E","DNA-directed RNA polymerases I, II, and III subunit RPABC1","Saccharomyces cerevisiae","P20434","DNA-directed RNA polymerases I, II, and III subunit RPABC1"
"6I84","F","DNA-directed RNA polymerases I, II, and III subunit RPABC2","Saccharomyces cerevisiae","P20435","DNA-directed RNA polymerases I, II, and III subunit RPABC2"
"6I84","G","DNA-directed RNA polymerase II subunit RPB7","Saccharomyces cerevisiae","P34087","DNA-directed RNA polymerase II subunit RPB7"
"6I84","H","DNA-directed RNA polymerases I, II, and III subunit RPABC3","Saccharomyces cerevisiae","P20436","DNA-directed RNA polymerases I, II, and III subunit RPABC3"
"6I84","I","DNA-directed RNA polymerase II subunit RPB9","Saccharomyces cerevisiae","P27999","DNA-directed RNA polymerase II subunit RPB9"
"6I84","J","DNA-directed RNA polymerases I, II, and III subunit RPABC5","Saccharomyces cerevisiae","P22139","DNA-directed RNA polymerases I, II, and III subunit RPABC5"
"6I84","K","DNA-directed RNA polymerase II subunit RPB11","Saccharomyces cerevisiae","P38902","DNA-directed RNA polymerase II subunit RPB11"
"6I84","L","DNA-directed RNA polymerases I, II, and III subunit RPABC4","Saccharomyces cerevisiae","P40422","DNA-directed RNA polymerases I, II, and III subunit RPABC4"
"6I84","M","Histone H3.2","Xenopus laevis","P84233","Histone H3.2"
"6I84","N","DNA (158-MER)","synthetic construct","",""
"6I84","O","Histone H4","Xenopus laevis","P62799","Histone H4"
"6I84","P","RNA","synthetic construct","",""
"6I84","Q","Histone H2A type 1","Xenopus laevis","P06897","Histone H2A type 1"
"6I84","R","Histone H2B 1.1","Xenopus laevis","P02281","Histone H2B 1.1"
"6I84","S","Histone H3.2","Xenopus laevis","P84233","Histone H3.2"
"6I84","T","DNA (170-MER)","synthetic construct","",""
"6I84","U","Histone H4","Xenopus laevis","P62799","Histone H4"
"6I84","V","Histone H2A type 1","Xenopus laevis","P06897","Histone H2A type 1"
"6I84","W","Histone H2B 1.1","Xenopus laevis","P02281","Histone H2B 1.1"
"6MLC","A","Histone-lysine N-methyltransferase 2C","Homo sapiens","Q8NEZ4","Histone-lysine N-methyltransferase 2C"
"6MLC","B","Histone-lysine N-methyltransferase 2C","Homo sapiens","Q8NEZ4","Histone-lysine N-methyltransferase 2C"
"6MLC","C","Histone-lysine N-methyltransferase 2C","Homo sapiens","Q8NEZ4","Histone-lysine N-methyltransferase 2C"
"6MLC","D","Histone-lysine N-methyltransferase 2C","Homo sapiens","Q8NEZ4","Histone-lysine N-methyltransferase 2C"
"6MLC","E","Histone H4","Homo sapiens","P62805","Histone H4"
"6MLC","F","Histone H4","Homo sapiens","P62805","Histone H4"
